Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:14714:3208	152297	151395	+	-	full	NA	broken	25
A00742:705:HGKLFDSX7:1:1101:19479:4789	44995	45155	-	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1101:12373:5791	127519	127874	-	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1101:26133:9862	266480	267241	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1101:27290:10238	52189	52142	+	-	broken	19	broken	19
A00742:705:HGKLFDSX7:1:1101:12906:12821	18297	17820	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1101:2609:15123	266914	267349	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:7663:17675	45204	45301	-	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1101:18548:18771	313431	312744	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:32570:19633	191243	191087	+	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1101:19651:21934	266711	267318	-	+	broken	97	full	NA
A00742:705:HGKLFDSX7:1:1101:32018:23062	337131	336354	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:16143:23500	68698	69480	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:3766:24111	69647	68918	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:14778:30060	44812	44663	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1101:11903:33066	33487	34198	-	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1101:32669:33959	40561	40400	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:10402:34194	138571	138800	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:22254:35211	340301	339740	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:9372:36636	266357	267213	-	+	partial	NA	broken	24
A00742:705:HGKLFDSX7:1:1102:28302:1564	43766	44409	-	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1102:27525:3380	80975	80209	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:30508:4413	68830	69603	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1102:18511:5462	51657	51485	+	-	full	NA	broken	29
A00742:705:HGKLFDSX7:1:1102:4716:8563	68711	69493	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:1642:12383	69573	68890	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:11632:15374	69653	68998	+	-	broken	35	full	NA
