Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:1497:6120	69429	68855	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:13991:8719	266792	267430	-	+	full	NA	broken	82
A00742:705:HGKLFDSX7:1:1101:26567:12900	69544	68811	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:10465:13072	256158	255789	+	-	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1101:11333:16078	267407	266813	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:10990:16141	73913	73304	+	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1101:11451:18505	45081	45426	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1101:11189:18897	69404	68640	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:21802:21715	216170	217154	-	+	broken	37	full	NA
A00742:705:HGKLFDSX7:1:1101:32488:25160	45391	44994	+	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1101:9959:25379	267445	266879	+	-	broken	97	full	NA
A00742:705:HGKLFDSX7:1:1101:7753:28447	266975	267511	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:10366:36761	298192	298384	-	-	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1102:9073:1830	82480	83112	-	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1102:22417:8656	45206	45495	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1102:10158:19554	309164	308694	+	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1102:9218:29543	266497	266709	-	+	broken	26	full	NA
A00742:705:HGKLFDSX7:1:1102:9109:31516	266549	267101	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:18656:34616	72291	72532	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:30110:20635	350063	349239	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1103:25789:20979	266985	267484	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:19425:23610	174340	174287	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:24957:25520	195468	196108	-	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1103:21350:30420	267387	266759	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:29062:31751	267436	266843	+	-	broken	97	full	NA
A00742:705:HGKLFDSX7:1:1104:20546:7169	2104	2405	-	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1104:6515:7764	68932	69398	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:26332:13150	180067	180524	-	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1104:2663:18443	148286	147832	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1104:15854:18928	266927	267422	-	+	full	NA	broken	82
A00742:705:HGKLFDSX7:1:1104:20600:19727	168198	168525	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1104:15094:28667	266514	267275	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1104:30147:29246	68653	69392	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1104:22697:30060	65692	65273	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1104:23411:30138	363309	364227	-	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1104:11867:33160	68895	69623	-	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1104:30879:35055	72444	72546	-	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1105:24496:2519	68705	69421	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1105:9182:3458	159304	159240	+	-	broken	26	full	NA
A00742:705:HGKLFDSX7:1:1105:17083:8093	285752	285026	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:28709:10066	267477	266897	+	-	broken	91	full	NA
A00742:705:HGKLFDSX7:1:1105:15004:13041	124354	124458	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1105:2248:13213	266825	267464	-	+	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1105:26919:16172	69638	69013	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1105:18132:16642	68651	69410	-	+	broken	35	full	NA
