Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:29948:22482	153	367597	-	+
A00742:705:HGKLFDSX7:1:1102:24279:4022	231269	304356	+	-
A00742:705:HGKLFDSX7:1:1102:24297:4022	231269	304356	+	-
A00742:705:HGKLFDSX7:1:1102:24352:4022	231269	304356	+	-
A00742:705:HGKLFDSX7:1:1102:3812:11506	67055	269499	-	+
A00742:705:HGKLFDSX7:1:1102:27507:17660	101645	313926	-	+
A00742:705:HGKLFDSX7:1:1102:1434:33223	4988	97519	+	+
A00742:705:HGKLFDSX7:1:1103:20428:16016	289547	290541	+	-
A00742:705:HGKLFDSX7:1:1103:12644:28839	257994	130666	+	+
A00742:705:HGKLFDSX7:1:1104:25644:3098	340657	108401	+	+
A00742:705:HGKLFDSX7:1:1104:25599:5525	367692	194341	+	-
A00742:705:HGKLFDSX7:1:1104:15347:9157	56439	57409	+	-
A00742:705:HGKLFDSX7:1:1104:5132:18114	340726	108453	+	+
A00742:705:HGKLFDSX7:1:1104:17562:32816	367716	194514	+	-
A00742:705:HGKLFDSX7:1:1106:25355:3756	108465	340538	+	+
A00742:705:HGKLFDSX7:1:1106:25952:4319	108465	340538	+	+
A00742:705:HGKLFDSX7:1:1106:31919:6950	359277	332862	-	-
A00742:705:HGKLFDSX7:1:1107:11803:4899	340663	108496	+	+
A00742:705:HGKLFDSX7:1:1107:12328:24189	70	367495	-	+
A00742:705:HGKLFDSX7:1:1107:10194:31454	367742	428	+	-
A00742:705:HGKLFDSX7:1:1109:32253:18834	194235	367542	-	+
A00742:705:HGKLFDSX7:1:1111:27380:17190	334302	333901	+	+
A00742:705:HGKLFDSX7:1:1113:20012:3333	340873	108371	+	+
A00742:705:HGKLFDSX7:1:1113:17924:7232	304654	304382	-	-
A00742:705:HGKLFDSX7:1:1114:25690:7968	108435	340580	+	+
A00742:705:HGKLFDSX7:1:1114:18982:23531	367734	194350	+	-
A00742:705:HGKLFDSX7:1:1115:12771:20008	65537	74012	+	-
A00742:705:HGKLFDSX7:1:1115:8250:35321	231440	304367	+	-
A00742:705:HGKLFDSX7:1:1116:16541:3834	252089	156290	-	-
A00742:705:HGKLFDSX7:1:1116:17580:14090	53887	137203	-	+
A00742:705:HGKLFDSX7:1:1119:23194:11162	269542	67128	+	-
A00742:705:HGKLFDSX7:1:1119:20356:22529	49337	266149	-	-
A00742:705:HGKLFDSX7:1:1119:19750:23202	49337	266149	-	-
A00742:705:HGKLFDSX7:1:1119:23583:24612	175	367692	-	+
A00742:705:HGKLFDSX7:1:1119:3486:37027	367443	38	+	-
A00742:705:HGKLFDSX7:1:1120:13358:6903	367691	250	+	-
A00742:705:HGKLFDSX7:1:1121:5936:9017	49392	265902	-	-
A00742:705:HGKLFDSX7:1:1121:11153:12853	194394	367688	-	+
A00742:705:HGKLFDSX7:1:1121:12283:14090	194394	367688	-	+
A00742:705:HGKLFDSX7:1:1121:12364:15201	194394	367688	-	+
A00742:705:HGKLFDSX7:1:1121:13440:18724	77469	89522	+	-
A00742:705:HGKLFDSX7:1:1121:8910:20525	17	367630	-	+
A00742:705:HGKLFDSX7:1:1121:13819:36699	340802	108348	+	+
A00742:705:HGKLFDSX7:1:1122:10167:15655	367676	194278	+	-
A00742:705:HGKLFDSX7:1:1122:15383:26506	367761	194441	+	-
A00742:705:HGKLFDSX7:1:1125:31801:15421	115	367679	-	+
A00742:705:HGKLFDSX7:1:1125:30608:27320	367700	212	+	-
A00742:705:HGKLFDSX7:1:1125:15167:33708	107	367605	-	+
A00742:705:HGKLFDSX7:1:1127:32479:9486	231321	304291	+	-
A00742:705:HGKLFDSX7:1:1128:28456:9596	367525	162	+	-
A00742:705:HGKLFDSX7:1:1128:27145:9956	367525	162	+	-
