Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1124:20600:10300	293981	294333	+	+	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1150:9426:3443	38544	38238	+	+	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1170:6822:32597	49792	49458	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1208:26476:17378	75329	74939	+	+	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1257:16495:32784	202749	203701	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1305:1570:1297	94694	94296	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1319:4634:25551	248568	248866	-	-	partial	NA	broken	1
A00742:705:HGKLFDSX7:1:1321:15447:1063	99684	99372	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1432:6533:23641	308541	308821	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1454:19334:13526	106585	106420	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1528:5773:29027	207602	207401	-	-	full	NA	broken	33
A00742:705:HGKLFDSX7:1:1611:27841:23281	329126	329080	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1630:6343:10848	366017	365615	+	+	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1663:23285:9408	220545	221172	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1676:24361:33599	296920	297467	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2105:17264:21934	65752	66549	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2134:4743:31814	227677	226985	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2159:19416:23312	19643	20430	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:2216:23077:25708	172510	172809	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2304:20329:9267	127703	127837	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2306:15691:27132	112639	111939	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2333:16351:11929	267212	266474	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:2337:1579:13307	332835	331954	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2347:24578:25582	35588	35974	-	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2361:14714:28040	323854	323573	+	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2431:22164:14638	308436	308390	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2431:19669:25254	18351	18238	+	+	complex	NA	complex	NA
A00742:705:HGKLFDSX7:1:2450:27543:28902	92975	92926	+	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:2503:29939:19867	22174	22319	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:2524:31783:11976	339454	339680	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2536:3911:15342	300240	300407	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:2544:3748:2127	272370	271591	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2550:6488:33458	267325	266925	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2564:26874:7420	362097	362013	-	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:2601:2709:17738	334631	334261	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2618:1280:32268	362361	362613	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2672:11360:28964	179064	179202	+	+	full	NA	complex	NA
