Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:28709:7592	367645	194366	+	-
A00742:705:HGKLFDSX7:1:1101:15682:11710	367703	220	+	-
A00742:705:HGKLFDSX7:1:1101:20934:14325	116	367669	-	+
A00742:705:HGKLFDSX7:1:1101:20952:14700	116	367669	-	+
A00742:705:HGKLFDSX7:1:1101:18674:35305	367741	448	+	-
A00742:705:HGKLFDSX7:1:1102:19488:1141	367741	448	+	-
A00742:705:HGKLFDSX7:1:1102:28239:4335	194297	367656	-	+
A00742:705:HGKLFDSX7:1:1102:28628:4382	194297	367656	-	+
A00742:705:HGKLFDSX7:1:1102:20907:32878	367656	94	+	-
A00742:705:HGKLFDSX7:1:1103:31087:2816	254614	58550	+	+
A00742:705:HGKLFDSX7:1:1103:2654:10097	192	367627	-	+
A00742:705:HGKLFDSX7:1:1105:15221:11130	265838	49519	-	-
A00742:705:HGKLFDSX7:1:1105:10999:23547	239110	131318	-	-
A00742:705:HGKLFDSX7:1:1105:27109:29121	124646	125579	-	+
A00742:705:HGKLFDSX7:1:1106:5927:19272	231368	304530	+	-
A00742:705:HGKLFDSX7:1:1106:5746:19930	231368	304530	+	-
A00742:705:HGKLFDSX7:1:1107:23348:14465	66789	269803	+	-
A00742:705:HGKLFDSX7:1:1107:3640:20885	108438	340629	+	+
A00742:705:HGKLFDSX7:1:1107:3866:21559	108438	340629	+	+
A00742:705:HGKLFDSX7:1:1107:13693:27211	367537	38	+	-
A00742:705:HGKLFDSX7:1:1108:7301:20964	367716	235	+	-
A00742:705:HGKLFDSX7:1:1108:7817:23359	367745	168	+	-
A00742:705:HGKLFDSX7:1:1108:21251:33223	194203	367481	-	+
A00742:705:HGKLFDSX7:1:1109:5330:16736	72	367573	-	+
A00742:705:HGKLFDSX7:1:1109:11433:36292	66814	269913	+	-
A00742:705:HGKLFDSX7:1:1110:9697:24267	241	367492	-	+
A00742:705:HGKLFDSX7:1:1111:1344:23046	254	367681	-	+
