Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:15790:2253	86	367579	-	+
A00742:705:HGKLFDSX7:1:1101:16631:8719	367656	194356	+	-
A00742:705:HGKLFDSX7:1:1101:8657:16517	108479	340664	+	+
A00742:705:HGKLFDSX7:1:1102:29243:12085	249291	212557	+	+
A00742:705:HGKLFDSX7:1:1102:29243:12461	249291	212557	+	+
A00742:705:HGKLFDSX7:1:1102:2401:15483	194495	367743	-	+
A00742:705:HGKLFDSX7:1:1102:2456:15515	298	367743	-	+
A00742:705:HGKLFDSX7:1:1102:3143:18208	367554	194220	+	-
A00742:705:HGKLFDSX7:1:1102:30590:22874	367672	252	+	-
A00742:705:HGKLFDSX7:1:1103:4291:20666	49485	266060	-	-
A00742:705:HGKLFDSX7:1:1103:4282:20776	49485	266060	-	-
A00742:705:HGKLFDSX7:1:1104:26594:18521	231414	304335	+	-
A00742:705:HGKLFDSX7:1:1104:27335:18677	231414	304335	+	-
A00742:705:HGKLFDSX7:1:1105:9742:19993	340662	108362	+	+
A00742:705:HGKLFDSX7:1:1105:32814:20118	286832	358307	-	+
A00742:705:HGKLFDSX7:1:1105:32859:20165	286832	358307	-	+
A00742:705:HGKLFDSX7:1:1108:5602:28479	367385	194329	+	-
A00742:705:HGKLFDSX7:1:1109:24433:2409	145	367590	-	+
A00742:705:HGKLFDSX7:1:1109:3839:6605	252037	156359	-	-
A00742:705:HGKLFDSX7:1:1109:6008:7012	252037	156359	-	-
A00742:705:HGKLFDSX7:1:1111:19497:28808	49507	265831	-	-
A00742:705:HGKLFDSX7:1:1112:8748:13855	66711	269832	+	-
A00742:705:HGKLFDSX7:1:1112:4978:27712	269743	66718	-	+
A00742:705:HGKLFDSX7:1:1113:21486:3317	304399	231453	-	+
A00742:705:HGKLFDSX7:1:1113:7319:23218	73501	300903	-	-
A00742:705:HGKLFDSX7:1:1114:18521:4852	160348	239032	-	-
A00742:705:HGKLFDSX7:1:1114:1651:26428	156346	252114	-	-
A00742:705:HGKLFDSX7:1:1114:8196:34601	367621	194418	+	-
A00742:705:HGKLFDSX7:1:1115:6587:27054	367667	201	+	-
A00742:705:HGKLFDSX7:1:1115:6289:27226	367667	201	+	-
A00742:705:HGKLFDSX7:1:1115:10086:31203	91153	49222	-	+
A00742:705:HGKLFDSX7:1:1115:15962:33771	367612	117	+	-
A00742:705:HGKLFDSX7:1:1118:24578:7106	194398	367712	-	+
A00742:705:HGKLFDSX7:1:1118:25391:7733	194398	367712	-	+
A00742:705:HGKLFDSX7:1:1118:31150:27445	156243	252142	-	-
A00742:705:HGKLFDSX7:1:1119:17354:6965	108330	340564	+	+
A00742:705:HGKLFDSX7:1:1119:18168:7842	108330	340564	+	+
A00742:705:HGKLFDSX7:1:1119:27642:8155	367724	202	+	-
A00742:705:HGKLFDSX7:1:1119:10447:12477	194232	367539	-	+
A00742:705:HGKLFDSX7:1:1122:29984:8766	340539	108472	+	+
