Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1105:27109:29121	124646	125579	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1148:25093:27978	122022	122247	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1156:3956:21778	150848	150422	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1177:2456:7341	281219	281774	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1230:27579:16564	208983	208936	+	-	broken	1	broken	1
A00742:705:HGKLFDSX7:1:1243:4689:2785	123108	122802	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1263:13268:13917	236457	236721	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1358:16893:34726	51584	51823	-	+	full	NA	broken	29
A00742:705:HGKLFDSX7:1:1432:28366:6120	68884	68721	-	-	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1509:5846:27336	81484	81705	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1514:5529:8469	280167	280505	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1543:31340:16752	40020	39456	+	-	complex	NA	broken	3
A00742:705:HGKLFDSX7:1:1650:3188:13495	180420	180025	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1653:27344:10989	123603	122888	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:2138:19325:23876	284720	284581	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2223:20202:16720	356175	356312	+	+	full	NA	broken	23
A00742:705:HGKLFDSX7:1:2228:12572:3850	335202	335155	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2240:29957:33426	214044	214348	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2359:4553:24408	238306	238964	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:2408:10429:28385	164129	163982	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:2427:12662:5040	266959	266604	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2441:2338:24205	320211	319733	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2516:7383:23077	164813	165196	-	-	broken	6	full	NA
A00742:705:HGKLFDSX7:1:2541:21178:22858	233093	233244	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2546:5728:23281	117287	117150	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:2627:6696:18129	62525	62383	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:2647:9977:9032	221624	221630	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2654:20455:27398	320653	320762	-	-	full	NA	broken	0
