Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:3441:3944	194268	367409	-	+
A00742:705:HGKLFDSX7:1:1101:22462:31375	367651	96	+	-
A00742:705:HGKLFDSX7:1:1102:30906:20353	165935	308144	+	-
A00742:705:HGKLFDSX7:1:1102:9254:31923	340866	108350	+	+
A00742:705:HGKLFDSX7:1:1103:17146:9079	156348	252059	-	-
A00742:705:HGKLFDSX7:1:1103:5294:37027	340538	108463	+	+
A00742:705:HGKLFDSX7:1:1105:8015:9925	194210	367467	-	+
A00742:705:HGKLFDSX7:1:1105:31024:21903	367647	286	+	-
A00742:705:HGKLFDSX7:1:1106:12852:2926	194209	367488	-	+
A00742:705:HGKLFDSX7:1:1107:16577:18302	194415	367675	-	+
A00742:705:HGKLFDSX7:1:1107:16685:25817	367588	77	+	-
A00742:705:HGKLFDSX7:1:1109:20528:19225	58	367433	-	+
A00742:705:HGKLFDSX7:1:1111:6153:27242	176	367713	-	+
A00742:705:HGKLFDSX7:1:1112:20455:4601	367567	194235	+	-
A00742:705:HGKLFDSX7:1:1112:3848:6089	194352	367655	-	+
A00742:705:HGKLFDSX7:1:1112:32425:35571	53	367490	-	+
A00742:705:HGKLFDSX7:1:1113:23448:19961	306	367682	-	+
A00742:705:HGKLFDSX7:1:1113:27407:25692	147	367718	-	+
A00742:705:HGKLFDSX7:1:1113:17445:36996	367600	105	+	-
A00742:705:HGKLFDSX7:1:1116:14543:3505	367469	194220	+	-
A00742:705:HGKLFDSX7:1:1116:28772:28181	367635	194272	+	-
A00742:705:HGKLFDSX7:1:1117:17626:14481	367555	194217	+	-
A00742:705:HGKLFDSX7:1:1117:15691:25723	367753	170	+	-
A00742:705:HGKLFDSX7:1:1118:29613:29450	367703	189	+	-
A00742:705:HGKLFDSX7:1:1121:17689:11647	265981	49422	-	-
A00742:705:HGKLFDSX7:1:1122:13765:8735	367440	166	+	-
A00742:705:HGKLFDSX7:1:1122:25030:12587	367550	195	+	-
A00742:705:HGKLFDSX7:1:1122:25283:13714	367550	194392	+	-
A00742:705:HGKLFDSX7:1:1122:18304:35039	367449	104	+	-
A00742:705:HGKLFDSX7:1:1122:18864:35133	367449	104	+	-
A00742:705:HGKLFDSX7:1:1123:6479:7513	367556	83	+	-
A00742:705:HGKLFDSX7:1:1123:4933:19523	367711	194351	+	-
A00742:705:HGKLFDSX7:1:1124:12481:36260	367638	211	+	-
A00742:705:HGKLFDSX7:1:1125:14986:13260	70651	182451	+	+
A00742:705:HGKLFDSX7:1:1125:27172:21934	269381	67059	+	-
A00742:705:HGKLFDSX7:1:1126:20681:29669	340541	108391	+	+
A00742:705:HGKLFDSX7:1:1127:16975:3521	251	367764	-	+
A00742:705:HGKLFDSX7:1:1127:15257:10880	220718	130000	+	-
A00742:705:HGKLFDSX7:1:1128:23357:36558	269882	66718	-	+
A00742:705:HGKLFDSX7:1:1129:20889:4100	270	367761	-	+
A00742:705:HGKLFDSX7:1:1129:4481:19179	367616	81	+	-
A00742:705:HGKLFDSX7:1:1129:8052:27524	194294	367593	-	+
A00742:705:HGKLFDSX7:1:1129:8043:27602	97	367593	-	+
A00742:705:HGKLFDSX7:1:1129:27389:30201	367613	86	+	-
A00742:705:HGKLFDSX7:1:1130:9218:8563	49549	265916	-	-
A00742:705:HGKLFDSX7:1:1131:15817:5337	195	367702	-	+
A00742:705:HGKLFDSX7:1:1131:16080:6261	195	367702	-	+
A00742:705:HGKLFDSX7:1:1132:26910:33755	367662	194258	+	-
A00742:705:HGKLFDSX7:1:1133:7826:6339	403	367701	-	+
A00742:705:HGKLFDSX7:1:1133:3197:24815	194397	367747	-	+
A00742:705:HGKLFDSX7:1:1134:10122:1548	265866	49417	-	-
A00742:705:HGKLFDSX7:1:1134:24867:12962	100415	170633	+	+
A00742:705:HGKLFDSX7:1:1134:28248:18004	82	367486	-	+
A00742:705:HGKLFDSX7:1:1134:5773:24361	367674	205	+	-
A00742:705:HGKLFDSX7:1:1135:4815:2127	367432	194246	+	-
A00742:705:HGKLFDSX7:1:1137:17038:28087	79	367459	-	+
A00742:705:HGKLFDSX7:1:1138:4878:3834	367654	194521	+	-
A00742:705:HGKLFDSX7:1:1138:29062:13244	194251	367622	-	+
A00742:705:HGKLFDSX7:1:1138:22480:24111	66681	269823	+	-
A00742:705:HGKLFDSX7:1:1138:7609:25817	367547	194217	+	-
A00742:705:HGKLFDSX7:1:1139:8730:5494	194214	367606	-	+
A00742:705:HGKLFDSX7:1:1139:10881:16078	3243	345114	+	+
A00742:705:HGKLFDSX7:1:1140:27245:6527	163768	50264	+	+
A00742:705:HGKLFDSX7:1:1140:5068:14528	367584	27	+	-
A00742:705:HGKLFDSX7:1:1140:3179:19398	260097	12941	-	-
A00742:705:HGKLFDSX7:1:1140:5258:22654	88	367635	-	+
A00742:705:HGKLFDSX7:1:1140:24144:37012	221	367732	-	+
A00742:705:HGKLFDSX7:1:1142:23457:33880	98	367679	-	+
A00742:705:HGKLFDSX7:1:1142:24966:35430	98	367679	-	+
A00742:705:HGKLFDSX7:1:1144:22191:13213	49433	265885	-	-
A00742:705:HGKLFDSX7:1:1144:32606:33943	146	367755	-	+
A00742:705:HGKLFDSX7:1:1146:28556:14998	9	367637	-	+
A00742:705:HGKLFDSX7:1:1147:12409:3912	367467	194425	+	-
A00742:705:HGKLFDSX7:1:1148:32371:34914	119	367607	-	+
A00742:705:HGKLFDSX7:1:1150:5421:32236	159	367643	-	+
A00742:705:HGKLFDSX7:1:1151:26576:5118	156372	252146	-	-
A00742:705:HGKLFDSX7:1:1151:8965:7623	340731	108322	+	+
A00742:705:HGKLFDSX7:1:1151:22914:17127	194427	367748	-	+
A00742:705:HGKLFDSX7:1:1151:25364:32017	203598	211840	-	-
A00742:705:HGKLFDSX7:1:1151:25229:32409	203598	211840	-	-
A00742:705:HGKLFDSX7:1:1151:20220:32941	203598	211840	-	-
A00742:705:HGKLFDSX7:1:1152:30147:6292	274032	129801	+	+
A00742:705:HGKLFDSX7:1:1152:17164:15749	304265	231315	-	+
A00742:705:HGKLFDSX7:1:1152:32235:21057	41992	98425	+	+
A00742:705:HGKLFDSX7:1:1153:17011:9533	152	367699	-	+
A00742:705:HGKLFDSX7:1:1153:26793:11412	367723	194470	+	-
A00742:705:HGKLFDSX7:1:1153:30011:19742	194377	367695	-	+
A00742:705:HGKLFDSX7:1:1153:21748:36119	269550	67158	+	-
A00742:705:HGKLFDSX7:1:1154:27561:10457	8122	106419	+	+
A00742:705:HGKLFDSX7:1:1154:28248:10708	8122	106419	+	+
A00742:705:HGKLFDSX7:1:1154:27453:10802	8122	106419	+	+
A00742:705:HGKLFDSX7:1:1154:26323:30827	367719	335	+	-
A00742:705:HGKLFDSX7:1:1156:23665:4429	194361	367562	-	+
A00742:705:HGKLFDSX7:1:1156:28800:10942	67087	269524	-	+
A00742:705:HGKLFDSX7:1:1158:8115:24815	7500	283847	+	-
A00742:705:HGKLFDSX7:1:1159:25418:6558	33	367433	-	+
A00742:705:HGKLFDSX7:1:1159:25373:9204	194230	367433	-	+
A00742:705:HGKLFDSX7:1:1159:23158:36683	58616	254675	+	+
A00742:705:HGKLFDSX7:1:1160:13205:17534	241562	139115	+	-
A00742:705:HGKLFDSX7:1:1160:12789:35853	271411	111764	-	-
A00742:705:HGKLFDSX7:1:1160:15320:35884	271411	111764	-	-
A00742:705:HGKLFDSX7:1:1161:4490:12493	175	367632	-	+
A00742:705:HGKLFDSX7:1:1161:4481:14732	175	367632	-	+
A00742:705:HGKLFDSX7:1:1161:23185:14841	367561	194278	+	-
A00742:705:HGKLFDSX7:1:1162:17400:30311	367565	194250	+	-
A00742:705:HGKLFDSX7:1:1163:7048:9283	194238	367592	-	+
A00742:705:HGKLFDSX7:1:1163:19750:30718	367708	194351	+	-
A00742:705:HGKLFDSX7:1:1163:14669:32471	294553	167540	+	-
A00742:705:HGKLFDSX7:1:1163:8775:33755	367460	99	+	-
A00742:705:HGKLFDSX7:1:1163:9136:34882	367460	194296	+	-
A00742:705:HGKLFDSX7:1:1163:7600:35102	367507	194216	+	-
A00742:705:HGKLFDSX7:1:1163:7871:35196	367507	19	+	-
A00742:705:HGKLFDSX7:1:1163:8278:35305	367460	99	+	-
A00742:705:HGKLFDSX7:1:1164:2031:22013	269365	67084	+	-
A00742:705:HGKLFDSX7:1:1164:3703:22748	269365	67084	+	-
A00742:705:HGKLFDSX7:1:1164:17047:36526	194500	367633	-	+
A00742:705:HGKLFDSX7:1:1165:1651:9987	139006	292058	-	+
A00742:705:HGKLFDSX7:1:1165:22101:19946	8	367433	-	+
A00742:705:HGKLFDSX7:1:1165:6027:29841	252015	156398	-	-
A00742:705:HGKLFDSX7:1:1166:17852:22514	124970	275681	-	-
A00742:705:HGKLFDSX7:1:1166:30906:26021	194287	367475	-	+
A00742:705:HGKLFDSX7:1:1167:4960:2127	187132	129669	-	-
A00742:705:HGKLFDSX7:1:1167:6045:2566	187132	129669	-	-
A00742:705:HGKLFDSX7:1:1169:17327:5572	194427	367662	-	+
A00742:705:HGKLFDSX7:1:1169:3188:16595	238990	131370	-	-
A00742:705:HGKLFDSX7:1:1169:32832:26757	367703	194435	+	-
A00742:705:HGKLFDSX7:1:1169:30291:32690	269554	67077	+	-
A00742:705:HGKLFDSX7:1:1170:24460:9189	254601	58624	+	+
A00742:705:HGKLFDSX7:1:1170:26069:11443	149	367689	-	+
A00742:705:HGKLFDSX7:1:1170:27001:15468	149	367689	-	+
A00742:705:HGKLFDSX7:1:1170:23656:21480	154206	313048	+	+
A00742:705:HGKLFDSX7:1:1171:5132:1830	367711	196	+	-
A00742:705:HGKLFDSX7:1:1171:23475:20760	367585	194309	+	-
A00742:705:HGKLFDSX7:1:1172:31467:13964	367741	95	+	-
A00742:705:HGKLFDSX7:1:1173:18945:32675	252069	156353	-	-
A00742:705:HGKLFDSX7:1:1174:7979:1814	304507	231429	-	+
A00742:705:HGKLFDSX7:1:1174:22155:13275	209275	232038	-	-
A00742:705:HGKLFDSX7:1:1174:10022:29997	67261	269404	-	+
A00742:705:HGKLFDSX7:1:1175:21441:24846	367708	106	+	-
A00742:705:HGKLFDSX7:1:1175:16324:35556	264786	275873	+	-
A00742:705:HGKLFDSX7:1:1176:17192:7059	367632	194518	+	-
A00742:705:HGKLFDSX7:1:1177:9661:5509	89085	34019	+	+
A00742:705:HGKLFDSX7:1:1178:10664:16235	49558	265865	-	-
A00742:705:HGKLFDSX7:1:1201:2510:17394	194244	367548	-	+
A00742:705:HGKLFDSX7:1:1201:24117:24721	367536	17	+	-
A00742:705:HGKLFDSX7:1:1202:18530:12759	340646	108356	+	+
A00742:705:HGKLFDSX7:1:1203:2076:2644	367533	63	+	-
A00742:705:HGKLFDSX7:1:1203:12301:12806	340737	108431	+	+
A00742:705:HGKLFDSX7:1:1203:11858:14920	340737	108431	+	+
A00742:705:HGKLFDSX7:1:1204:22815:3991	367717	238	+	-
A00742:705:HGKLFDSX7:1:1204:11595:18818	135351	138803	-	+
A00742:705:HGKLFDSX7:1:1204:25220:32737	222758	24005	-	-
A00742:705:HGKLFDSX7:1:1204:18304:33974	194334	367535	-	+
A00742:705:HGKLFDSX7:1:1205:20925:6230	194438	367756	-	+
A00742:705:HGKLFDSX7:1:1206:5195:1407	194399	367732	-	+
A00742:705:HGKLFDSX7:1:1206:23900:4147	8	367433	-	+
A00742:705:HGKLFDSX7:1:1206:24261:4241	194205	367433	-	+
A00742:705:HGKLFDSX7:1:1206:31204:5650	343818	51271	-	-
A00742:705:HGKLFDSX7:1:1206:30373:7373	343818	51271	-	-
A00742:705:HGKLFDSX7:1:1206:24713:18803	367484	194272	+	-
A00742:705:HGKLFDSX7:1:1206:24261:19523	367484	194272	+	-
A00742:705:HGKLFDSX7:1:1206:24777:36041	66814	269862	+	-
A00742:705:HGKLFDSX7:1:1207:10276:2347	65814	73515	-	+
A00742:705:HGKLFDSX7:1:1208:18620:2613	367649	194473	+	-
A00742:705:HGKLFDSX7:1:1208:27046:28604	153	367689	-	+
A00742:705:HGKLFDSX7:1:1209:15266:3317	367759	194359	+	-
A00742:705:HGKLFDSX7:1:1209:15438:14387	219854	72251	+	+
A00742:705:HGKLFDSX7:1:1209:22046:21104	108479	340729	+	+
A00742:705:HGKLFDSX7:1:1210:10574:1266	367692	124	+	-
A00742:705:HGKLFDSX7:1:1210:5936:3850	257892	135316	+	-
A00742:705:HGKLFDSX7:1:1210:32967:24549	229090	63670	-	-
A00742:705:HGKLFDSX7:1:1210:3206:27931	24059	222747	-	-
A00742:705:HGKLFDSX7:1:1211:29179:4178	367484	194227	+	-
A00742:705:HGKLFDSX7:1:1211:22806:5635	27	367661	-	+
A00742:705:HGKLFDSX7:1:1211:27190:27508	367684	404	+	-
A00742:705:HGKLFDSX7:1:1212:6135:5979	39	367544	-	+
A00742:705:HGKLFDSX7:1:1212:16414:26068	66804	269819	+	-
A00742:705:HGKLFDSX7:1:1214:2410:27398	367564	194211	+	-
A00742:705:HGKLFDSX7:1:1215:14922:10958	194427	367748	-	+
A00742:705:HGKLFDSX7:1:1215:26847:12320	340753	108386	+	+
A00742:705:HGKLFDSX7:1:1216:16902:19210	367588	152	+	-
A00742:705:HGKLFDSX7:1:1217:16233:7435	367592	194353	+	-
A00742:705:HGKLFDSX7:1:1217:5059:21903	67046	269382	-	+
A00742:705:HGKLFDSX7:1:1217:12364:23813	367658	108	+	-
A00742:705:HGKLFDSX7:1:1217:4553:31485	72	367621	-	+
A00742:705:HGKLFDSX7:1:1218:32687:10942	194247	367628	-	+
A00742:705:HGKLFDSX7:1:1218:2121:15562	239103	101771	-	-
A00742:705:HGKLFDSX7:1:1218:21974:27461	289621	289795	+	+
A00742:705:HGKLFDSX7:1:1219:4227:36245	367507	19	+	-
A00742:705:HGKLFDSX7:1:1220:13928:25394	271156	331820	-	+
A00742:705:HGKLFDSX7:1:1221:4363:18129	148	367736	-	+
A00742:705:HGKLFDSX7:1:1221:6777:22153	194247	367587	-	+
A00742:705:HGKLFDSX7:1:1221:6912:22200	194247	367587	-	+
A00742:705:HGKLFDSX7:1:1221:5303:24893	250	367726	-	+
A00742:705:HGKLFDSX7:1:1222:9127:3646	367725	219	+	-
A00742:705:HGKLFDSX7:1:1222:13232:4335	139587	225234	+	+
A00742:705:HGKLFDSX7:1:1222:13114:35102	49413	265912	-	-
A00742:705:HGKLFDSX7:1:1223:32705:9283	239017	160352	-	-
A00742:705:HGKLFDSX7:1:1224:24117:19586	367628	204	+	-
A00742:705:HGKLFDSX7:1:1224:20998:21073	194334	367636	-	+
A00742:705:HGKLFDSX7:1:1224:24279:30358	67148	269489	-	+
A00742:705:HGKLFDSX7:1:1225:23800:14779	367730	194422	+	-
A00742:705:HGKLFDSX7:1:1226:6650:14356	194245	367582	-	+
A00742:705:HGKLFDSX7:1:1226:31738:24486	367581	97	+	-
A00742:705:HGKLFDSX7:1:1226:14986:29136	194421	367640	-	+
A00742:705:HGKLFDSX7:1:1226:14045:34961	209152	244480	+	-
A00742:705:HGKLFDSX7:1:1227:28863:25238	367591	194374	+	-
A00742:705:HGKLFDSX7:1:1227:30219:26616	367591	177	+	-
A00742:705:HGKLFDSX7:1:1230:10520:3677	367666	223	+	-
A00742:705:HGKLFDSX7:1:1230:11189:3865	367666	223	+	-
A00742:705:HGKLFDSX7:1:1230:11433:4006	367666	223	+	-
A00742:705:HGKLFDSX7:1:1230:8043:12352	59	367567	-	+
A00742:705:HGKLFDSX7:1:1230:19560:29857	109931	119505	+	+
A00742:705:HGKLFDSX7:1:1231:17427:12477	259	367705	-	+
A00742:705:HGKLFDSX7:1:1231:8992:13870	367585	194309	+	-
A00742:705:HGKLFDSX7:1:1231:9453:16203	367585	194309	+	-
A00742:705:HGKLFDSX7:1:1231:8142:17253	367585	194309	+	-
A00742:705:HGKLFDSX7:1:1232:26693:8015	17	367588	-	+
A00742:705:HGKLFDSX7:1:1232:23719:8469	367672	194338	+	-
A00742:705:HGKLFDSX7:1:1232:27633:9298	17	367588	-	+
A00742:705:HGKLFDSX7:1:1232:27462:13573	18	367559	-	+
A00742:705:HGKLFDSX7:1:1233:24777:17284	6387	292122	+	+
A00742:705:HGKLFDSX7:1:1233:19759:18677	338315	31128	+	+
A00742:705:HGKLFDSX7:1:1234:13440:7106	67103	269454	-	+
A00742:705:HGKLFDSX7:1:1235:22724:3176	272610	298301	+	+
A00742:705:HGKLFDSX7:1:1235:18747:26130	194639	367731	-	+
A00742:705:HGKLFDSX7:1:1235:18882:26209	194639	367731	-	+
A00742:705:HGKLFDSX7:1:1236:12029:1251	194375	367686	-	+
A00742:705:HGKLFDSX7:1:1236:23032:10598	219	367748	-	+
A00742:705:HGKLFDSX7:1:1236:12002:21496	66655	269750	+	-
A00742:705:HGKLFDSX7:1:1237:21269:31093	367579	318	+	-
A00742:705:HGKLFDSX7:1:1237:16414:32675	45	367606	-	+
A00742:705:HGKLFDSX7:1:1238:16369:1720	108316	340788	+	+
A00742:705:HGKLFDSX7:1:1238:3170:4664	252065	156350	-	-
A00742:705:HGKLFDSX7:1:1238:8865:34381	58658	254762	+	+
A00742:705:HGKLFDSX7:1:1239:25735:1438	261425	135293	-	-
A00742:705:HGKLFDSX7:1:1239:1362:12023	23175	331570	+	+
A00742:705:HGKLFDSX7:1:1239:32886:34053	367735	194450	+	-
A00742:705:HGKLFDSX7:1:1241:28140:3568	367694	160	+	-
A00742:705:HGKLFDSX7:1:1241:32579:16329	101	367408	-	+
A00742:705:HGKLFDSX7:1:1241:14127:20979	367638	275	+	-
A00742:705:HGKLFDSX7:1:1241:4562:22921	367616	53	+	-
A00742:705:HGKLFDSX7:1:1241:22245:28964	367659	189	+	-
A00742:705:HGKLFDSX7:1:1242:7148:17347	269511	67118	+	-
A00742:705:HGKLFDSX7:1:1242:8024:18709	6	367502	-	+
A00742:705:HGKLFDSX7:1:1242:15754:27242	304298	231359	-	+
A00742:705:HGKLFDSX7:1:1243:2293:8030	194338	367698	-	+
A00742:705:HGKLFDSX7:1:1244:28221:10661	367640	194231	+	-
A00742:705:HGKLFDSX7:1:1244:7572:17801	265936	49438	-	-
A00742:705:HGKLFDSX7:1:1244:22263:21543	194303	367692	-	+
A00742:705:HGKLFDSX7:1:1244:19651:22811	367734	227	+	-
A00742:705:HGKLFDSX7:1:1244:21694:29199	151415	6675	+	+
A00742:705:HGKLFDSX7:1:1245:30535:17550	36100	184740	+	+
A00742:705:HGKLFDSX7:1:1245:6533:31626	367607	121	+	-
A00742:705:HGKLFDSX7:1:1246:28456:16297	256726	328778	+	+
A00742:705:HGKLFDSX7:1:1246:18177:36605	148	367708	-	+
A00742:705:HGKLFDSX7:1:1247:7609:2049	365987	304594	+	-
A00742:705:HGKLFDSX7:1:1247:7609:2080	365987	304594	+	-
A00742:705:HGKLFDSX7:1:1248:20103:33802	265915	49342	-	-
A00742:705:HGKLFDSX7:1:1250:2022:7216	367598	194344	+	-
