Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:25183:10535	176	367638	-	+
A00742:705:HGKLFDSX7:1:1101:16423:20760	194518	367627	-	+
A00742:705:HGKLFDSX7:1:1101:26784:28933	367651	120	+	-
A00742:705:HGKLFDSX7:1:1101:5846:31062	269513	67268	+	-
A00742:705:HGKLFDSX7:1:1102:16197:3114	194480	367701	-	+
A00742:705:HGKLFDSX7:1:1102:20889:30874	194558	367713	-	+
A00742:705:HGKLFDSX7:1:1103:23728:10582	297244	187034	-	+
A00742:705:HGKLFDSX7:1:1104:2763:14888	266044	49395	-	-
A00742:705:HGKLFDSX7:1:1104:3396:15233	266044	49395	-	-
A00742:705:HGKLFDSX7:1:1104:10447:25003	269987	66772	-	+
A00742:705:HGKLFDSX7:1:1105:15673:13510	105	367642	-	+
A00742:705:HGKLFDSX7:1:1105:12038:19805	88	367522	-	+
A00742:705:HGKLFDSX7:1:1105:9787:24893	252055	156333	-	-
A00742:705:HGKLFDSX7:1:1105:32669:27164	247	367670	-	+
A00742:705:HGKLFDSX7:1:1105:31584:33301	168	367692	-	+
A00742:705:HGKLFDSX7:1:1105:31566:33364	194365	367692	-	+
A00742:705:HGKLFDSX7:1:1105:13865:36871	367704	194487	+	-
A00742:705:HGKLFDSX7:1:1106:2989:2691	84	367542	-	+
A00742:705:HGKLFDSX7:1:1106:30653:7200	51	367581	-	+
A00742:705:HGKLFDSX7:1:1106:25961:24659	367665	194286	+	-
A00742:705:HGKLFDSX7:1:1106:16125:36746	23317	234052	-	+
A00742:705:HGKLFDSX7:1:1107:4137:11256	19	367476	-	+
A00742:705:HGKLFDSX7:1:1107:13404:34256	38127	36056	+	+
A00742:705:HGKLFDSX7:1:1108:28239:4711	194398	367719	-	+
A00742:705:HGKLFDSX7:1:1108:19009:16031	367669	108	+	-
A00742:705:HGKLFDSX7:1:1110:6189:19852	367651	194317	+	-
A00742:705:HGKLFDSX7:1:1111:4435:1376	194333	367476	-	+
A00742:705:HGKLFDSX7:1:1111:4544:1658	194333	367476	-	+
A00742:705:HGKLFDSX7:1:1111:27489:15875	269530	67062	+	-
A00742:705:HGKLFDSX7:1:1112:6922:2018	114038	117330	-	+
A00742:705:HGKLFDSX7:1:1113:29342:3114	159800	55528	-	-
A00742:705:HGKLFDSX7:1:1113:30291:3223	159800	55528	-	-
A00742:705:HGKLFDSX7:1:1113:31991:23328	151322	149630	+	-
A00742:705:HGKLFDSX7:1:1114:20943:7952	367637	165	+	-
A00742:705:HGKLFDSX7:1:1114:7726:22608	367529	52	+	-
A00742:705:HGKLFDSX7:1:1114:14362:26271	200526	209032	-	-
A00742:705:HGKLFDSX7:1:1114:5412:28964	340883	108308	+	+
A00742:705:HGKLFDSX7:1:1114:23032:31015	150785	129441	+	-
A00742:705:HGKLFDSX7:1:1114:24424:31203	150785	129441	+	-
A00742:705:HGKLFDSX7:1:1114:24849:31563	150785	129441	+	-
A00742:705:HGKLFDSX7:1:1114:24704:33567	150785	129441	+	-
A00742:705:HGKLFDSX7:1:1115:25961:6997	367740	241	+	-
A00742:705:HGKLFDSX7:1:1115:27227:33364	124204	4034	-	-
A00742:705:HGKLFDSX7:1:1115:27597:33661	124204	4034	-	-
A00742:705:HGKLFDSX7:1:1116:9344:5682	66689	269743	+	-
A00742:705:HGKLFDSX7:1:1116:3640:16939	367658	50	+	-
A00742:705:HGKLFDSX7:1:1116:10294:32784	269362	67193	+	-
A00742:705:HGKLFDSX7:1:1117:18620:3865	367632	47	+	-
A00742:705:HGKLFDSX7:1:1117:5810:33849	109	367589	-	+
A00742:705:HGKLFDSX7:1:1117:3459:34538	67578	67815	-	+
A00742:705:HGKLFDSX7:1:1118:12653:17738	367702	194459	+	-
A00742:705:HGKLFDSX7:1:1118:12735:18192	367702	194459	+	-
A00742:705:HGKLFDSX7:1:1119:6641:1438	136888	92673	+	+
A00742:705:HGKLFDSX7:1:1119:12536:18192	108352	340746	+	+
A00742:705:HGKLFDSX7:1:1119:8630:24236	367647	206	+	-
A00742:705:HGKLFDSX7:1:1119:20618:26866	367569	194283	+	-
A00742:705:HGKLFDSX7:1:1119:24704:30185	367563	85	+	-
A00742:705:HGKLFDSX7:1:1120:25699:18630	194	367761	-	+
A00742:705:HGKLFDSX7:1:1120:22779:21089	246461	172239	-	-
A00742:705:HGKLFDSX7:1:1121:29378:4022	343387	284595	+	-
A00742:705:HGKLFDSX7:1:1121:6650:14325	231157	304195	+	-
A00742:705:HGKLFDSX7:1:1121:11369:29074	44451	98279	+	+
A00742:705:HGKLFDSX7:1:1122:5674:25285	269506	67213	+	-
A00742:705:HGKLFDSX7:1:1122:7075:25551	367478	194223	+	-
A00742:705:HGKLFDSX7:1:1123:18014:1313	363	367661	-	+
A00742:705:HGKLFDSX7:1:1123:25599:10755	250	367706	-	+
A00742:705:HGKLFDSX7:1:1123:25256:10974	250	367706	-	+
A00742:705:HGKLFDSX7:1:1123:24704:11741	250	367706	-	+
A00742:705:HGKLFDSX7:1:1124:32615:34397	367723	141	+	-
A00742:705:HGKLFDSX7:1:1125:12319:17315	156287	252124	-	-
A00742:705:HGKLFDSX7:1:1126:21739:24392	277717	320284	+	+
A00742:705:HGKLFDSX7:1:1127:20537:11005	66828	269780	+	-
A00742:705:HGKLFDSX7:1:1127:19361:26882	187	367726	-	+
A00742:705:HGKLFDSX7:1:1127:2926:28948	194554	367721	-	+
A00742:705:HGKLFDSX7:1:1127:31702:29309	6	367624	-	+
A00742:705:HGKLFDSX7:1:1128:17788:8876	194205	367514	-	+
A00742:705:HGKLFDSX7:1:1128:17598:8891	8	367514	-	+
A00742:705:HGKLFDSX7:1:1128:32108:23437	63890	229025	-	-
A00742:705:HGKLFDSX7:1:1128:4255:34319	367756	194423	+	-
A00742:705:HGKLFDSX7:1:1129:25979:32737	194203	367461	-	+
A00742:705:HGKLFDSX7:1:1129:8802:32894	83	367700	-	+
A00742:705:HGKLFDSX7:1:1130:22462:19382	367741	194477	+	-
A00742:705:HGKLFDSX7:1:1130:22426:19413	367741	194477	+	-
A00742:705:HGKLFDSX7:1:1130:27516:34992	66765	269794	+	-
A00742:705:HGKLFDSX7:1:1131:1416:3630	367508	194259	+	-
A00742:705:HGKLFDSX7:1:1131:7762:23672	272	367701	-	+
A00742:705:HGKLFDSX7:1:1133:5828:1846	156273	252071	-	-
A00742:705:HGKLFDSX7:1:1133:23249:12446	132	367462	-	+
A00742:705:HGKLFDSX7:1:1133:29631:13135	254562	58616	+	+
A00742:705:HGKLFDSX7:1:1133:29333:14309	254562	58616	+	+
A00742:705:HGKLFDSX7:1:1133:26567:15530	194544	367611	-	+
A00742:705:HGKLFDSX7:1:1133:26648:15577	194544	367611	-	+
A00742:705:HGKLFDSX7:1:1133:10936:32863	367702	194459	+	-
A00742:705:HGKLFDSX7:1:1134:20311:9455	367489	194249	+	-
A00742:705:HGKLFDSX7:1:1135:7012:13917	108247	340841	+	+
A00742:705:HGKLFDSX7:1:1135:3188:19507	156361	252010	-	-
A00742:705:HGKLFDSX7:1:1136:7554:1830	228	367735	-	+
A00742:705:HGKLFDSX7:1:1136:27588:6934	252242	156218	-	-
A00742:705:HGKLFDSX7:1:1136:12165:20650	194232	367614	-	+
A00742:705:HGKLFDSX7:1:1136:26964:23296	29508	159413	+	-
A00742:705:HGKLFDSX7:1:1137:4580:30592	13	367543	-	+
A00742:705:HGKLFDSX7:1:1137:4652:31313	194210	367543	-	+
A00742:705:HGKLFDSX7:1:1138:29279:5697	254538	58548	+	+
A00742:705:HGKLFDSX7:1:1138:9697:6167	245	367329	-	+
A00742:705:HGKLFDSX7:1:1138:27859:30264	231409	304290	+	-
A00742:705:HGKLFDSX7:1:1138:27425:30389	231409	304290	+	-
A00742:705:HGKLFDSX7:1:1139:18439:3208	326403	329257	-	-
A00742:705:HGKLFDSX7:1:1140:26576:10661	253433	358204	+	+
A00742:705:HGKLFDSX7:1:1140:20455:25895	194217	367564	-	+
A00742:705:HGKLFDSX7:1:1140:21016:29027	367411	194198	+	-
A00742:705:HGKLFDSX7:1:1141:1407:6527	367632	194359	+	-
A00742:705:HGKLFDSX7:1:1141:19090:14011	222	367762	-	+
A00742:705:HGKLFDSX7:1:1141:32687:27602	367742	194416	+	-
A00742:705:HGKLFDSX7:1:1141:16604:34100	304193	231245	-	+
A00742:705:HGKLFDSX7:1:1142:22417:2832	367580	50	+	-
A00742:705:HGKLFDSX7:1:1142:18087:6981	114038	117330	-	+
A00742:705:HGKLFDSX7:1:1142:7238:11741	108351	340878	+	+
A00742:705:HGKLFDSX7:1:1143:4598:6887	194365	367685	-	+
A00742:705:HGKLFDSX7:1:1143:18557:16376	269424	67056	+	-
A00742:705:HGKLFDSX7:1:1143:22010:25927	367645	194312	+	-
A00742:705:HGKLFDSX7:1:1144:8006:18364	247409	265920	+	-
A00742:705:HGKLFDSX7:1:1144:14380:19100	269836	66843	-	+
A00742:705:HGKLFDSX7:1:1144:6063:35164	367655	262	+	-
