Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:19922:1110	39744	43829	-	+
A00742:705:HGKLFDSX7:1:1101:30065:1329	3810	886	+	-
A00742:705:HGKLFDSX7:1:1101:30888:1720	3810	195083	+	-
A00742:705:HGKLFDSX7:1:1101:27263:2487	219759	217371	+	-
A00742:705:HGKLFDSX7:1:1101:13810:2675	72480	72442	+	-
A00742:705:HGKLFDSX7:1:1101:29071:3740	266738	267274	-	+
A00742:705:HGKLFDSX7:1:1101:32416:3803	52482	262425	-	-
A00742:705:HGKLFDSX7:1:1101:5936:4006	101198	103317	-	+
A00742:705:HGKLFDSX7:1:1101:6063:4100	101198	103317	-	+
A00742:705:HGKLFDSX7:1:1101:6054:4085	101198	103317	-	+
A00742:705:HGKLFDSX7:1:1101:20844:5588	286808	42167	+	-
A00742:705:HGKLFDSX7:1:1101:25129:6120	20299	340640	+	-
A00742:705:HGKLFDSX7:1:1101:22661:6261	44743	45113	-	+
A00742:705:HGKLFDSX7:1:1101:15564:7780	69429	68689	+	-
A00742:705:HGKLFDSX7:1:1101:17978:8140	116920	110905	+	-
A00742:705:HGKLFDSX7:1:1101:20184:9674	135468	135292	+	-
A00742:705:HGKLFDSX7:1:1101:22073:11193	180370	180602	-	+
A00742:705:HGKLFDSX7:1:1101:27923:11209	123926	127021	-	+
A00742:705:HGKLFDSX7:1:1101:14271:11428	267430	266978	+	-
A00742:705:HGKLFDSX7:1:1101:10818:11553	24471	24406	+	-
A00742:705:HGKLFDSX7:1:1101:27661:11600	123926	127021	-	+
A00742:705:HGKLFDSX7:1:1101:18511:12414	242387	240969	+	-
A00742:705:HGKLFDSX7:1:1101:19759:12477	221022	215756	+	-
A00742:705:HGKLFDSX7:1:1101:18738:15029	267260	266532	+	-
A00742:705:HGKLFDSX7:1:1101:7365:15092	135118	134622	+	-
A00742:705:HGKLFDSX7:1:1101:15167:15452	130204	127932	+	-
A00742:705:HGKLFDSX7:1:1101:15194:15468	130204	127932	+	-
A00742:705:HGKLFDSX7:1:1101:17183:15655	267260	266532	+	-
A00742:705:HGKLFDSX7:1:1101:13268:15734	24412	23132	+	-
A00742:705:HGKLFDSX7:1:1101:14760:15749	130204	1790	+	-
A00742:705:HGKLFDSX7:1:1101:13286:15922	24412	23132	+	-
A00742:705:HGKLFDSX7:1:1101:15013:16752	266557	267305	-	+
A00742:705:HGKLFDSX7:1:1101:15772:17221	79960	80620	-	+
A00742:705:HGKLFDSX7:1:1101:9833:18176	265338	264076	+	-
A00742:705:HGKLFDSX7:1:1101:18738:18286	72233	72382	-	+
A00742:705:HGKLFDSX7:1:1101:10899:18396	196461	197957	-	+
A00742:705:HGKLFDSX7:1:1101:14959:18787	354700	354725	-	+
A00742:705:HGKLFDSX7:1:1101:22155:19789	359466	359894	-	+
A00742:705:HGKLFDSX7:1:1101:21513:20462	172790	169962	+	-
A00742:705:HGKLFDSX7:1:1101:3242:20541	198426	196447	+	-
A00742:705:HGKLFDSX7:1:1101:10312:23735	301255	297430	+	-
A00742:705:HGKLFDSX7:1:1101:31756:24142	73565	65789	+	-
A00742:705:HGKLFDSX7:1:1101:10339:24345	68640	69494	-	+
A00742:705:HGKLFDSX7:1:1101:13006:24925	51965	263423	+	+
A00742:705:HGKLFDSX7:1:1101:29089:26036	1487	197248	-	+
