Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:4951:1924	191177	190938	+	-
A00742:705:HGKLFDSX7:1:1101:21694:1955	42114	42843	+	+
A00742:705:HGKLFDSX7:1:1101:18412:2347	267237	266822	+	-
A00742:705:HGKLFDSX7:1:1101:16116:2472	191457	188003	+	-
A00742:705:HGKLFDSX7:1:1101:16297:2503	191457	188003	+	-
A00742:705:HGKLFDSX7:1:1101:18611:2628	267237	266822	+	-
A00742:705:HGKLFDSX7:1:1101:8241:3771	76486	79874	-	+
A00742:705:HGKLFDSX7:1:1101:14841:7404	15162	20399	-	+
A00742:705:HGKLFDSX7:1:1101:1994:9612	190178	187307	+	-
A00742:705:HGKLFDSX7:1:1101:27697:9721	304202	231298	-	+
A00742:705:HGKLFDSX7:1:1101:27877:10128	304202	231298	-	+
A00742:705:HGKLFDSX7:1:1101:12599:10817	266974	266480	+	-
A00742:705:HGKLFDSX7:1:1101:9254:11130	24773	23922	+	-
A00742:705:HGKLFDSX7:1:1101:10538:11631	267116	261480	+	-
A00742:705:HGKLFDSX7:1:1101:26612:12665	44300	43759	+	-
A00742:705:HGKLFDSX7:1:1101:14615:14184	100675	114324	-	+
A00742:705:HGKLFDSX7:1:1101:4372:14920	101442	103583	-	+
A00742:705:HGKLFDSX7:1:1101:20193:17550	70378	70401	-	+
A00742:705:HGKLFDSX7:1:1101:16477:17597	69417	68836	+	-
A00742:705:HGKLFDSX7:1:1101:29460:17785	44300	43759	+	-
A00742:705:HGKLFDSX7:1:1101:24234:18474	186208	184848	+	-
A00742:705:HGKLFDSX7:1:1101:20365:21010	267810	266597	+	-
A00742:705:HGKLFDSX7:1:1101:24053:24017	255011	256512	-	+
A00742:705:HGKLFDSX7:1:1101:27651:27242	73491	65762	+	-
A00742:705:HGKLFDSX7:1:1101:14525:28463	69473	71119	-	+
A00742:705:HGKLFDSX7:1:1101:14678:28886	69473	71119	-	+
A00742:705:HGKLFDSX7:1:1101:21178:28995	265388	50931	+	+
A00742:705:HGKLFDSX7:1:1101:20636:30561	267284	266301	+	-
A00742:705:HGKLFDSX7:1:1101:1325:30968	73846	116918	-	+
A00742:705:HGKLFDSX7:1:1101:18195:31250	266582	267108	-	+
A00742:705:HGKLFDSX7:1:1101:18566:31485	256434	255301	+	-
A00742:705:HGKLFDSX7:1:1101:1172:31579	266314	267387	-	+
A00742:705:HGKLFDSX7:1:1101:19045:31594	256434	255301	+	-
A00742:705:HGKLFDSX7:1:1101:9923:31798	269364	265232	+	-
A00742:705:HGKLFDSX7:1:1101:11198:32033	269364	265232	+	-
A00742:705:HGKLFDSX7:1:1101:9299:33129	13639	15983	-	+
A00742:705:HGKLFDSX7:1:1101:20130:33442	193457	2720	-	+
A00742:705:HGKLFDSX7:1:1101:6668:33489	68831	69432	-	+
A00742:705:HGKLFDSX7:1:1101:22363:34021	68810	69494	-	+
A00742:705:HGKLFDSX7:1:1101:20844:35117	188512	187132	+	-
A00742:705:HGKLFDSX7:1:1101:24080:35243	187582	185293	+	-
A00742:705:HGKLFDSX7:1:1101:23357:35274	187582	185293	+	-
A00742:705:HGKLFDSX7:1:1101:14687:35289	18267	23289	-	+
A00742:705:HGKLFDSX7:1:1101:2826:35446	267040	266548	+	-
A00742:705:HGKLFDSX7:1:1102:4716:2206	265267	264033	+	-
A00742:705:HGKLFDSX7:1:1102:18204:2331	50938	265283	+	+
A00742:705:HGKLFDSX7:1:1102:1741:2785	120040	119754	+	-
A00742:705:HGKLFDSX7:1:1102:9344:3239	69508	68899	+	-
A00742:705:HGKLFDSX7:1:1102:6705:4742	69579	68902	+	-
A00742:705:HGKLFDSX7:1:1102:31096:5118	244807	246435	-	+
A00742:705:HGKLFDSX7:1:1102:14244:6057	185937	185882	+	-
A00742:705:HGKLFDSX7:1:1102:22833:6308	69495	68875	+	-
A00742:705:HGKLFDSX7:1:1102:23637:6699	69495	68875	+	-
A00742:705:HGKLFDSX7:1:1102:29161:7717	99108	98889	+	-
A00742:705:HGKLFDSX7:1:1102:32542:8469	285353	286010	-	+
A00742:705:HGKLFDSX7:1:1102:20374:8719	68750	69482	-	+
A00742:705:HGKLFDSX7:1:1102:23574:8876	78411	75539	+	-
A00742:705:HGKLFDSX7:1:1102:12961:8907	73451	65748	+	-
A00742:705:HGKLFDSX7:1:1102:21983:9314	135727	134923	+	-
A00742:705:HGKLFDSX7:1:1102:13838:10019	100183	99042	+	-
A00742:705:HGKLFDSX7:1:1102:13187:10864	182079	240	-	-
A00742:705:HGKLFDSX7:1:1102:6099:11209	267179	266846	+	-
A00742:705:HGKLFDSX7:1:1102:25102:11271	256205	255236	+	-
A00742:705:HGKLFDSX7:1:1102:6641:11929	69557	69013	+	-
A00742:705:HGKLFDSX7:1:1102:9941:12727	266622	267279	-	+
A00742:705:HGKLFDSX7:1:1102:7581:14278	73455	65718	+	-
A00742:705:HGKLFDSX7:1:1102:3631:14544	138804	135370	+	-
A00742:705:HGKLFDSX7:1:1102:30626:14700	103016	102024	+	-
A00742:705:HGKLFDSX7:1:1102:31123:15217	103016	102024	+	-
A00742:705:HGKLFDSX7:1:1102:3052:15358	138804	135370	+	-
A00742:705:HGKLFDSX7:1:1102:18484:15781	69324	68821	+	-
A00742:705:HGKLFDSX7:1:1102:18629:15843	69324	68821	+	-
A00742:705:HGKLFDSX7:1:1102:18530:15890	69324	68821	+	-
A00742:705:HGKLFDSX7:1:1102:20518:15890	43011	42366	+	-
A00742:705:HGKLFDSX7:1:1102:8079:16986	160473	160540	-	+
A00742:705:HGKLFDSX7:1:1102:2248:17127	136231	135261	-	+
A00742:705:HGKLFDSX7:1:1102:2139:17159	65767	73475	-	+
A00742:705:HGKLFDSX7:1:1102:30282:17394	232936	233898	-	+
A00742:705:HGKLFDSX7:1:1102:16306:17581	267359	266842	+	-
A00742:705:HGKLFDSX7:1:1102:4074:18286	69635	68953	+	-
A00742:705:HGKLFDSX7:1:1102:4092:18349	69635	68953	+	-
A00742:705:HGKLFDSX7:1:1102:18177:18850	253422	253681	-	+
A00742:705:HGKLFDSX7:1:1102:25328:19179	78501	79641	-	+
A00742:705:HGKLFDSX7:1:1102:25418:19429	78501	79641	-	+
A00742:705:HGKLFDSX7:1:1102:9860:21731	266807	267073	-	+
A00742:705:HGKLFDSX7:1:1102:19199:21903	76984	80473	-	+
A00742:705:HGKLFDSX7:1:1102:4490:23829	266282	267327	-	+
A00742:705:HGKLFDSX7:1:1102:28320:26553	68878	69383	-	+
A00742:705:HGKLFDSX7:1:1102:27986:27258	265377	50978	+	+
A00742:705:HGKLFDSX7:1:1102:31322:28056	69538	69020	+	-
A00742:705:HGKLFDSX7:1:1102:27407:28322	301572	301437	+	-
A00742:705:HGKLFDSX7:1:1102:26558:30013	267171	266374	+	-
A00742:705:HGKLFDSX7:1:1102:14036:30311	65842	73382	-	+
A00742:705:HGKLFDSX7:1:1102:23104:31610	33917	95100	+	+
A00742:705:HGKLFDSX7:1:1102:2519:31657	330519	334242	-	+
A00742:705:HGKLFDSX7:1:1102:12274:31735	65842	73382	-	+
A00742:705:HGKLFDSX7:1:1102:15718:31751	48902	259386	-	-
A00742:705:HGKLFDSX7:1:1102:25391:33191	267171	266374	+	-
A00742:705:HGKLFDSX7:1:1102:25898:33379	33917	95100	+	+
A00742:705:HGKLFDSX7:1:1102:21359:34100	128325	57772	-	-
A00742:705:HGKLFDSX7:1:1102:11406:35462	264380	265433	-	+
A00742:705:HGKLFDSX7:1:1102:11885:36135	264380	265433	-	+
A00742:705:HGKLFDSX7:1:1103:2528:1892	69485	68943	+	-
A00742:705:HGKLFDSX7:1:1103:18765:4523	265370	264055	+	-
A00742:705:HGKLFDSX7:1:1103:19153:4758	265370	264055	+	-
A00742:705:HGKLFDSX7:1:1103:11478:7341	41223	43802	-	+
A00742:705:HGKLFDSX7:1:1103:10601:8296	222049	221361	+	-
A00742:705:HGKLFDSX7:1:1103:2374:8390	76576	75923	+	-
A00742:705:HGKLFDSX7:1:1103:2754:9048	76576	75923	+	-
A00742:705:HGKLFDSX7:1:1103:25030:9643	79272	79700	-	+
A00742:705:HGKLFDSX7:1:1103:12093:10911	216282	217248	-	+
A00742:705:HGKLFDSX7:1:1103:9878:11146	75534	72570	+	-
A00742:705:HGKLFDSX7:1:1103:14317:11318	273	367651	-	+
A00742:705:HGKLFDSX7:1:1103:24659:11412	68306	70505	-	+
A00742:705:HGKLFDSX7:1:1103:25916:11960	349628	349840	-	+
A00742:705:HGKLFDSX7:1:1103:7003:12148	110065	43503	-	+
A00742:705:HGKLFDSX7:1:1103:14868:12743	273	367651	-	+
A00742:705:HGKLFDSX7:1:1103:17933:13448	75693	76537	-	+
A00742:705:HGKLFDSX7:1:1103:21621:14231	264154	265432	-	+
A00742:705:HGKLFDSX7:1:1103:3396:17613	42077	41796	+	-
A00742:705:HGKLFDSX7:1:1103:3748:18098	42077	321591	+	+
A00742:705:HGKLFDSX7:1:1103:24044:20525	113293	112948	+	-
A00742:705:HGKLFDSX7:1:1103:25364:20932	113293	112948	+	-
A00742:705:HGKLFDSX7:1:1103:32226:21825	264391	265500	-	+
A00742:705:HGKLFDSX7:1:1103:3938:22780	265232	50904	+	+
A00742:705:HGKLFDSX7:1:1103:25599:25285	80915	79602	+	-
A00742:705:HGKLFDSX7:1:1103:13132:27430	326181	324754	+	-
A00742:705:HGKLFDSX7:1:1103:11541:29340	189112	189613	-	+
A00742:705:HGKLFDSX7:1:1103:13160:30577	139889	40671	+	+
A00742:705:HGKLFDSX7:1:1103:4679:30577	196603	3904	-	+
A00742:705:HGKLFDSX7:1:1103:32217:30890	69404	68666	+	-
A00742:705:HGKLFDSX7:1:1103:25274:31798	80915	79602	+	-
A00742:705:HGKLFDSX7:1:1103:31385:32205	30613	256478	+	+
A00742:705:HGKLFDSX7:1:1103:18150:33207	346120	347108	-	+
A00742:705:HGKLFDSX7:1:1103:30870:33661	357359	357705	-	+
A00742:705:HGKLFDSX7:1:1103:3604:34726	101208	103358	-	+
A00742:705:HGKLFDSX7:1:1103:32768:34757	264177	265239	-	+
A00742:705:HGKLFDSX7:1:1103:27263:35305	76249	79882	-	+
A00742:705:HGKLFDSX7:1:1103:28492:35556	76249	79882	-	+
A00742:705:HGKLFDSX7:1:1103:15646:36448	69569	69152	+	-
A00742:705:HGKLFDSX7:1:1103:15682:36448	69569	69152	+	-
A00742:705:HGKLFDSX7:1:1103:22625:36886	266757	266937	-	+
A00742:705:HGKLFDSX7:1:1103:22137:37012	266609	267237	-	+
A00742:705:HGKLFDSX7:1:1104:16369:2284	238735	240347	-	+
A00742:705:HGKLFDSX7:1:1104:20428:4147	96	367560	-	+
A00742:705:HGKLFDSX7:1:1104:3577:4460	73469	65824	+	-
A00742:705:HGKLFDSX7:1:1104:19759:5055	194293	367560	-	+
A00742:705:HGKLFDSX7:1:1104:27959:5165	138866	135630	+	-
A00742:705:HGKLFDSX7:1:1104:12084:5541	109536	104839	+	+
A00742:705:HGKLFDSX7:1:1104:12029:6167	68730	69611	-	+
A00742:705:HGKLFDSX7:1:1104:12075:6621	68730	69611	-	+
