Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:5267:3505	51856	263424	+	+
A00742:705:HGKLFDSX7:1:1101:1181:3693	264048	265435	-	+
A00742:705:HGKLFDSX7:1:1101:29568:4601	269421	67045	+	-
A00742:705:HGKLFDSX7:1:1101:17942:4883	23573	22432	+	-
A00742:705:HGKLFDSX7:1:1101:1497:6120	69429	68855	+	-
A00742:705:HGKLFDSX7:1:1101:1488:6136	69429	68855	+	-
A00742:705:HGKLFDSX7:1:1101:31349:6339	269421	67045	+	-
A00742:705:HGKLFDSX7:1:1101:3595:6590	179063	185564	-	+
A00742:705:HGKLFDSX7:1:1101:3513:6825	179063	185564	-	+
A00742:705:HGKLFDSX7:1:1101:2293:6778	179063	185564	-	+
A00742:705:HGKLFDSX7:1:1101:21549:7467	101643	104940	-	+
A00742:705:HGKLFDSX7:1:1101:21540:7482	101643	104940	-	+
A00742:705:HGKLFDSX7:1:1101:13991:8719	266792	267430	-	+
A00742:705:HGKLFDSX7:1:1101:6198:10347	345582	339946	+	-
A00742:705:HGKLFDSX7:1:1101:11026:11287	77697	80949	-	+
A00742:705:HGKLFDSX7:1:1101:14823:11287	18028	20538	-	+
A00742:705:HGKLFDSX7:1:1101:26567:12900	69544	68811	+	-
A00742:705:HGKLFDSX7:1:1101:10465:13072	256158	255789	+	-
A00742:705:HGKLFDSX7:1:1101:3703:15859	269481	67054	+	-
A00742:705:HGKLFDSX7:1:1101:11333:16078	267407	266813	+	-
A00742:705:HGKLFDSX7:1:1101:10990:16141	73913	73304	+	-
A00742:705:HGKLFDSX7:1:1101:3622:16783	269481	67054	+	-
A00742:705:HGKLFDSX7:1:1101:3586:16814	269481	67054	+	-
A00742:705:HGKLFDSX7:1:1101:11451:18505	45081	45426	-	+
A00742:705:HGKLFDSX7:1:1101:11189:18897	69404	68640	+	-
A00742:705:HGKLFDSX7:1:1101:13060:19601	45081	45426	-	+
A00742:705:HGKLFDSX7:1:1101:21802:21715	216170	217154	-	+
