Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:8965:1110	195753	195324	+	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1101:9525:1235	128404	128475	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1101:27245:2425	68842	69578	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:18358:5572	355386	355317	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:32931:6417	355321	355260	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1101:30291:9455	72333	72384	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:19054:12101	164627	165436	-	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1101:15799:14544	1563	2442	-	+	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1101:15311:16423	72435	72494	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:19253:19867	33201	33695	-	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1101:12075:23719	267491	266967	+	-	broken	58	full	NA
A00742:705:HGKLFDSX7:1:1101:18267:24862	263152	263404	-	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1101:7979:30499	187499	187437	+	-	full	NA	broken	27
A00742:705:HGKLFDSX7:1:1101:18168:31015	69564	68792	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:6795:34397	68678	69161	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:11116:34961	68801	69620	-	+	full	NA	broken	36
A00742:705:HGKLFDSX7:1:1102:19877:2472	164565	165451	-	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:30427:2581	69317	68697	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1102:6045:2597	69479	68713	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1102:16134:3443	127828	127642	+	-	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1102:4463:5525	267399	267040	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:3378:5588	116783	117002	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:16342:7247	266702	267057	-	+	full	NA	full	NA
