Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1111:27380:17190	334302	333901	+	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1113:17924:7232	304654	304382	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1160:4743:32033	152761	153198	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1165:27859:13291	215274	215622	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1211:8739:28244	122245	122160	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1315:16712:13056	182086	182394	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1325:30355:7216	129966	129211	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1369:8169:33270	332823	332948	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1422:18412:14465	327040	326823	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1431:28158:20259	97095	97189	+	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1446:19000:35430	229151	229654	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1450:19108:32957	343498	343955	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1510:28266:10113	217152	217945	-	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1532:2121:4852	246770	245963	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1535:1470:19601	202700	202862	+	+	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1536:18629:26115	31107	30954	-	-	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1578:15465:26271	153304	153404	+	+	broken	18	full	NA
A00742:705:HGKLFDSX7:1:1621:3685:3396	217526	217230	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1632:5376:35070	196904	197008	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1633:31241:21371	136887	137883	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1645:2582:35775	93368	93159	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1673:7374:31140	232925	233143	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2128:31566:15295	158320	157592	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2145:11198:11397	288788	287815	-	-	full	NA	broken	4
A00742:705:HGKLFDSX7:1:2149:10267:26537	292859	293651	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2169:6732:5509	209309	209807	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:2172:29975:2394	152661	152809	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2215:4490:12994	119389	118568	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2245:16866:10097	273897	274251	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2271:9019:16736	58575	58649	+	+	partial	NA	broken	3
A00742:705:HGKLFDSX7:1:2347:29134:14184	64959	65047	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:2350:22679:2879	136729	136941	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:2412:16396:11945	129325	130007	-	-	broken	0	broken	0
A00742:705:HGKLFDSX7:1:2531:4978:15060	270701	269956	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2548:15718:35102	205726	205088	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:2636:18864:28025	313692	314433	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2652:12201:5744	60374	60906	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2658:24252:20415	300866	300821	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2671:6451:4053	298566	298725	+	+	full	NA	broken	17
