Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1123:23900:29387	95827	96230	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1146:12472:13730	83599	83421	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1148:6388:17472	348951	349465	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1163:28004:33082	179286	178595	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1245:27507:11710	44355	43949	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1250:16957:30796	227039	227534	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1274:1235:33974	68823	69450	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1323:18150:6652	89168	88932	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1336:13187:34037	50180	49951	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1409:15989:28808	161233	161281	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1416:7482:21621	352218	352669	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1418:9182:15076	68542	69306	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1427:17463:12070	360378	360176	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1459:31928:17112	210755	211302	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1501:31439:24721	318289	318584	-	-	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1603:27471:14841	205188	206127	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1641:3459:10864	257432	257711	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1642:29921:13980	225182	224279	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2117:32579:5807	69696	69424	+	-	broken	0	partial	NA
A00742:705:HGKLFDSX7:1:2236:23954:24471	21724	21442	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2240:9787:8735	180570	181205	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:2252:23466:21966	323877	323983	+	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:2272:16523:3615	174138	173997	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2343:4354:21621	104270	104736	-	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:2367:15465:8797	117086	117251	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:2452:8052:5165	132361	131802	+	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:2462:22679:22545	313913	314220	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:2471:13187:1595	155258	154750	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2473:9146:30796	68756	69510	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2536:12798:29481	272372	272553	-	-	full	NA	broken	16
A00742:705:HGKLFDSX7:1:2542:32136:18035	33019	33612	-	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:2577:2853:10347	142514	142948	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2607:4408:17989	251906	252003	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:2613:20862:33583	54834	54453	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2636:29243:25113	351802	351986	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:2664:29197:34460	61012	60052	+	+	full	NA	broken	0
