Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1171:22037:21465	304528	304832	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1225:20066:2613	81220	80728	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1225:23077:11428	115110	114192	+	-	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1259:25075:2174	63731	63382	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1266:14615:2754	80382	80143	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1333:13431:28040	134646	134601	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1427:10872:12054	154940	155358	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1442:15555:13839	249778	249672	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1445:4101:8500	345567	345656	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1516:15031:33786	84436	85073	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1522:16568:12117	80502	80720	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1522:24894:29731	345107	345470	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1554:11415:4633	266935	267075	-	-	broken	3	broken	3
A00742:705:HGKLFDSX7:1:1612:32353:34569	257504	257329	-	-	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1618:1199:7482	203798	203862	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1619:25726:4930	348657	348350	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1647:3459:6668	352882	352545	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1659:25861:2722	176436	176972	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2132:7527:9455	246126	246312	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2162:18195:4257	285515	285235	+	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:2176:13060:28651	256541	256349	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:2270:17309:11992	133461	133799	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:2306:24939:4131	110809	110952	-	-	broken	5	full	NA
A00742:705:HGKLFDSX7:1:2307:21875:24502	292538	292790	+	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:2326:17210:24784	353143	353938	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2331:32371:6449	257876	256957	+	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2411:29080:25207	128684	129061	+	+	broken	1	partial	NA
A00742:705:HGKLFDSX7:1:2415:5059:12414	354440	354335	-	-	full	NA	broken	21
A00742:705:HGKLFDSX7:1:2428:17779:17910	197046	196726	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2457:22706:36432	220321	220877	+	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:2507:5855:21684	223550	223882	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:2552:10484:25661	62011	61331	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2573:26033:31986	354025	353579	-	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:2636:19895:18505	335141	335002	-	-	broken	8	broken	8
A00742:705:HGKLFDSX7:1:2657:18991:7795	251017	251224	-	-	broken	0	full	NA
