Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:15185:1391	180487	180285	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:18032:2347	266486	267083	-	+	broken	55	full	NA
A00742:705:HGKLFDSX7:1:1101:29912:3129	45023	45312	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:32796:3145	266509	266864	-	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1101:6994:3803	266422	267148	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:12355:4225	358075	358657	-	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1101:21314:5087	266930	267476	-	+	full	NA	broken	84
A00742:705:HGKLFDSX7:1:1101:2184:5838	180301	180569	-	+	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1101:14669:5979	68911	69403	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:13331:8703	107456	107775	-	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1101:18240:13322	266814	267439	-	+	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1101:3748:13964	267257	266581	+	-	full	NA	broken	23
A00742:705:HGKLFDSX7:1:1101:8015:14528	29235	29410	-	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1101:16541:14544	69527	68830	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:27742:15154	267022	267495	-	+	full	NA	broken	58
A00742:705:HGKLFDSX7:1:1101:10194:15577	68911	69397	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:18837:15922	289654	289213	+	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1101:32895:15937	180527	180501	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:13621:16814	154724	155132	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:30110:17065	266936	267466	-	+	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1101:28483:17096	41808	41617	+	-	broken	22	broken	21
A00742:705:HGKLFDSX7:1:1101:26621:18975	265265	264288	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:32904:19523	52027	51750	+	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:26015:20337	143206	143796	-	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1101:31078:20807	68903	69477	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:12644:20979	68745	69492	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:20247:23030	267341	266497	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:24894:24251	267034	266455	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:26585:25332	180587	180320	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:29640:26960	338433	338158	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1101:13187:27837	251440	250784	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:21079:28416	69051	69618	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:17752:30326	180614	180161	+	-	complex	NA	broken	24
A00742:705:HGKLFDSX7:1:1101:27507:32659	17363	17923	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:21061:33051	27167	27883	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1101:21875:33332	69611	69018	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:13973:35086	180553	180441	+	-	broken	24	full	NA
