Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:2003:1485	51631	51743	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:9706:2707	69362	68719	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:8359:3881	33478	33938	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:32786:4914	264269	265268	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:30337:5337	69493	68810	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:16043:5635	263263	262759	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1101:31512:5776	202177	202166	+	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1101:2085:7889	69532	68879	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:27100:8469	300871	300659	+	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1101:8043:8406	68685	69497	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:1289:9267	320538	319750	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1101:7247:9690	355948	355151	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:25789:9862	69479	68698	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:14416:10457	335643	335106	+	-	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1101:19343:14763	266756	267064	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:15347:15734	188591	188009	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:7916:16861	267346	266671	+	-	full	NA	broken	31
A00742:705:HGKLFDSX7:1:1101:10095:17503	43884	44568	-	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1101:24496:19179	44926	45263	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1101:23845:20619	69533	68856	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:9408:21386	267499	266826	+	-	broken	33	full	NA
A00742:705:HGKLFDSX7:1:1101:12780:22999	300755	300775	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1101:25952:23860	101432	100713	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:21974:28526	267134	266707	+	-	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1101:30635:31093	42396	43244	-	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1101:31268:33786	184298	183646	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1101:8657:35399	185892	185769	+	-	broken	29	full	NA
A00742:705:HGKLFDSX7:1:1101:12427:35790	266867	266494	+	-	full	NA	broken	26
A00742:705:HGKLFDSX7:1:1102:2926:5713	139828	140276	-	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:7039:6918	68902	69422	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:14036:7169	180600	180540	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1102:9905:7404	142288	142867	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:18087:10019	69366	68718	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1102:31539:10958	171992	171336	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1102:22797:14544	186863	185954	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1102:32380:15327	171825	171439	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1102:3649:16297	337635	337920	-	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1102:15058:17957	79808	79095	+	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1102:9977:23312	1918	1775	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:13711:23453	354631	354430	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:17065:28541	266581	267353	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:31087:28870	69605	69025	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:27706:30436	306742	307543	-	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1102:1262:33207	72363	72263	+	-	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1102:18792:33661	116630	116522	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:20085:33959	279959	280634	-	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1102:26720:33990	274697	275470	-	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:9941:34084	47970	47506	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:7428:34585	267363	267041	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:2889:35211	68767	69489	-	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:10393:4648	101269	100634	+	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1103:5367:5243	72425	72346	+	-	full	NA	full	NA
