Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:32235:3208	354619	354678	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:20247:6433	168054	167702	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1101:5683:9330	68843	69547	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:25943:9690	68816	69573	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:17716:12414	266446	266822	-	+	full	NA	broken	23
A00742:705:HGKLFDSX7:1:1101:7871:14152	154326	154207	+	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1101:31349:14325	180796	179881	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:9561:23281	13231	12954	+	-	broken	23	full	NA
A00742:705:HGKLFDSX7:1:1101:22770:27273	154719	155265	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:9390:31970	69495	68971	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:17354:34867	57132	57735	-	+	broken	18	full	NA
A00742:705:HGKLFDSX7:1:1102:7202:4946	16352	16538	-	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1102:9543:6965	43813	43363	+	-	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1102:15221:7247	266759	267374	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:14959:16845	69345	68743	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1102:8947:22936	98750	98691	-	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:4490:30874	17964	18329	-	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1102:32117:33536	180368	180901	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1102:4453:35164	7140	7301	-	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1103:9218:2957	43382	42788	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1103:9552:7451	68928	69601	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1103:5258:7968	69607	69131	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1103:11198:9236	68840	69477	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:16721:16799	68981	69641	-	+	full	NA	broken	36
A00742:705:HGKLFDSX7:1:1103:27959:20478	266309	266867	-	+	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1103:18249:28745	349593	348824	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:22715:31407	51830	51538	+	-	full	NA	broken	56
A00742:705:HGKLFDSX7:1:1104:17282:1235	266911	267469	-	+	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1104:30418:2221	33360	33544	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:4933:2268	69564	68815	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1104:5900:6104	69171	69605	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1104:31213:17534	72281	72521	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:10420:25739	44817	44047	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1104:22001:32362	69557	68827	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1104:29206:35321	334306	333379	+	-	full	NA	broken	18
A00742:705:HGKLFDSX7:1:1104:30725:35759	154862	155373	-	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1105:7238:7451	354737	354275	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:30273:10989	72440	72288	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:17119:13761	263506	263188	+	-	broken	29	broken	29
A00742:705:HGKLFDSX7:1:1105:29758:14168	69473	68709	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1105:4010:15452	97031	96374	+	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1105:6659:16094	266700	267005	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:7545:16219	300629	300296	+	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1105:27706:16438	75289	75662	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:8558:20353	80960	80325	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:7771:21684	267068	266625	+	-	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1105:17291:23046	349462	350225	-	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1105:10402:25113	300685	300950	-	+	complex	NA	complex	NA
A00742:705:HGKLFDSX7:1:1105:27498:29136	69646	68819	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1105:7907:31062	220834	221748	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:13946:33473	266602	267191	-	+	broken	23	full	NA
A00742:705:HGKLFDSX7:1:1106:23836:3349	242872	241964	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1106:15212:5040	266891	266289	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:22245:7357	68760	69426	-	+	full	NA	full	NA
