Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:4951:1924	191177	190938	+	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1101:21694:1955	42114	42843	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:18412:2347	267237	266822	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:12599:10817	266974	266480	+	-	full	NA	broken	26
A00742:705:HGKLFDSX7:1:1101:9254:11130	24773	23922	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:26612:12665	44300	43759	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:20193:17550	70378	70401	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:16477:17597	69417	68836	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:20636:30561	267284	266301	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:18195:31250	266582	267108	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1101:6668:33489	68831	69432	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:22363:34021	68810	69494	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1101:2826:35446	267040	266548	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:1741:2785	120040	119754	+	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1102:9344:3239	69508	68899	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:6705:4742	69579	68902	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:14244:6057	185937	185882	+	-	broken	29	full	NA
A00742:705:HGKLFDSX7:1:1102:22833:6308	69495	68875	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:29161:7717	99108	98889	+	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1102:32542:8469	285353	286010	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:20374:8719	68750	69482	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:21983:9314	135727	134923	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:6099:11209	267179	266846	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:25102:11271	256205	255236	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:6641:11929	69557	69013	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:9941:12727	266622	267279	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1102:30626:14700	103016	102024	+	-	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1102:18484:15781	69324	68821	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:20518:15890	43011	42366	+	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1102:8079:16986	160473	160540	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:30282:17394	232936	233898	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:16306:17581	267359	266842	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:4074:18286	69635	68953	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:18177:18850	253422	253681	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:9860:21731	266807	267073	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:28320:26553	68878	69383	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1102:31322:28056	69538	69020	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:27407:28322	301572	301437	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1102:26558:30013	267171	266374	+	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1103:2528:1892	69485	68943	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:10601:8296	222049	221361	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:2374:8390	76576	75923	+	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1103:25030:9643	79272	79700	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:12093:10911	216282	217248	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:25916:11960	349628	349840	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:17933:13448	75693	76537	-	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1103:3396:17613	42077	41796	+	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1103:24044:20525	113293	112948	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1103:11541:29340	189112	189613	-	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1103:32217:30890	69404	68666	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1103:18150:33207	346120	347108	-	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1103:30870:33661	357359	357705	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1103:15646:36448	69569	69152	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1103:22625:36886	266757	266937	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:22137:37012	266609	267237	-	+	full	NA	broken	22
A00742:705:HGKLFDSX7:1:1104:12029:6167	68730	69611	-	+	broken	35	broken	35
A00742:705:HGKLFDSX7:1:1104:15628:8672	69636	68930	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1104:21061:8876	224912	224268	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1104:31448:10708	266755	267122	-	+	broken	58	full	NA
A00742:705:HGKLFDSX7:1:1104:28212:11522	217211	216290	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:9417:12007	68810	69458	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:7518:12759	155289	154696	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:13232:14450	81053	80221	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1104:12364:15890	350155	349528	+	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1104:4237:25269	69422	68802	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:6397:31297	359789	359756	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:28221:31704	68725	69539	-	+	broken	47	full	NA
A00742:705:HGKLFDSX7:1:1105:12653:2957	68720	69494	-	+	broken	36	full	NA
A00742:705:HGKLFDSX7:1:1105:16595:3928	342996	342755	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:3269:10316	266541	266613	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:26169:12900	69491	69127	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:7292:13150	180336	180191	+	-	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1105:6831:13730	151547	152538	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:23737:15139	358871	358378	+	-	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1105:12581:15734	68682	69281	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1105:6741:16517	267047	267465	-	+	full	NA	broken	97
A00742:705:HGKLFDSX7:1:1105:4010:18615	267214	266811	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:17490:26741	1891	2028	-	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1105:23791:28009	267054	266631	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:29342:29543	356006	356125	-	+	broken	20	broken	20
A00742:705:HGKLFDSX7:1:1105:11388:30389	69041	69607	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1105:29577:31516	294510	294892	-	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1105:11297:33927	266911	267011	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:2184:36902	298824	298256	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:3025:2566	255719	256552	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1106:2908:3991	69475	68973	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:29161:5212	180927	181921	-	+	full	NA	broken	0
