Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:26449:8876	132	367678	-	+
A00742:705:HGKLFDSX7:1:1101:30834:18067	367635	250	+	-
A00742:705:HGKLFDSX7:1:1102:14443:2581	194468	367716	-	+
A00742:705:HGKLFDSX7:1:1102:17644:25786	243514	241447	+	-
A00742:705:HGKLFDSX7:1:1103:25654:18709	367666	241	+	-
A00742:705:HGKLFDSX7:1:1104:8314:1423	367543	194244	+	-
A00742:705:HGKLFDSX7:1:1104:15971:22106	367485	194232	+	-
A00742:705:HGKLFDSX7:1:1105:4987:7216	315422	315249	-	-
A00742:705:HGKLFDSX7:1:1105:31331:27164	367607	194262	+	-
A00742:705:HGKLFDSX7:1:1106:30418:8108	23	367614	-	+
A00742:705:HGKLFDSX7:1:1106:12789:10332	194502	367699	-	+
A00742:705:HGKLFDSX7:1:1106:24948:13009	66721	269850	+	-
A00742:705:HGKLFDSX7:1:1106:30436:15186	194455	367713	-	+
A00742:705:HGKLFDSX7:1:1106:2329:27445	145529	196735	-	-
A00742:705:HGKLFDSX7:1:1106:2284:27586	145529	2538	-	-
A00742:705:HGKLFDSX7:1:1106:31720:28275	129636	64461	-	+
A00742:705:HGKLFDSX7:1:1106:23737:31015	194298	367580	-	+
A00742:705:HGKLFDSX7:1:1106:23981:34569	194298	367580	-	+
A00742:705:HGKLFDSX7:1:1108:12843:1846	264138	265382	-	+
A00742:705:HGKLFDSX7:1:1109:6271:2926	367731	192	+	-
A00742:705:HGKLFDSX7:1:1109:30481:3521	367606	115	+	-
A00742:705:HGKLFDSX7:1:1109:4571:14325	142239	261175	+	-
A00742:705:HGKLFDSX7:1:1111:3604:14716	72033	230589	+	+
A00742:705:HGKLFDSX7:1:1111:3540:14732	72033	230589	+	+
A00742:705:HGKLFDSX7:1:1111:10194:32080	340638	108279	+	+
A00742:705:HGKLFDSX7:1:1112:7148:17409	162	367616	-	+
A00742:705:HGKLFDSX7:1:1112:7374:17644	162	367616	-	+
A00742:705:HGKLFDSX7:1:1112:7627:18051	162	367616	-	+
A00742:705:HGKLFDSX7:1:1112:27227:24095	66794	56330	-	+
A00742:705:HGKLFDSX7:1:1113:3649:24095	367547	70	+	-
A00742:705:HGKLFDSX7:1:1113:20338:34021	364602	363355	+	-
A00742:705:HGKLFDSX7:1:1114:6298:14497	194258	367571	-	+
A00742:705:HGKLFDSX7:1:1114:32090:17863	367615	194316	+	-
A00742:705:HGKLFDSX7:1:1114:5439:23093	194317	367671	-	+
A00742:705:HGKLFDSX7:1:1114:10728:32847	367427	96	+	-
A00742:705:HGKLFDSX7:1:1115:22598:6809	142431	144685	+	-
A00742:705:HGKLFDSX7:1:1115:18593:8328	142431	144685	+	-
A00742:705:HGKLFDSX7:1:1116:10077:28338	367695	194401	+	-
A00742:705:HGKLFDSX7:1:1118:16812:3615	271037	331834	-	+
A00742:705:HGKLFDSX7:1:1118:28311:25661	340570	108473	+	+
A00742:705:HGKLFDSX7:1:1118:6804:26647	367749	236	+	-
A00742:705:HGKLFDSX7:1:1118:27986:27821	340570	108473	+	+
A00742:705:HGKLFDSX7:1:1119:31937:17503	367761	194490	+	-
A00742:705:HGKLFDSX7:1:1119:16405:18161	340794	108385	+	+
A00742:705:HGKLFDSX7:1:1119:24523:23766	63332	72652	+	+
A00742:705:HGKLFDSX7:1:1119:26847:32330	108137	340840	+	+
A00742:705:HGKLFDSX7:1:1121:19596:1986	271073	331800	-	+
A00742:705:HGKLFDSX7:1:1121:27190:8938	194516	367408	-	+
A00742:705:HGKLFDSX7:1:1121:16586:15843	66829	332264	+	-
A00742:705:HGKLFDSX7:1:1121:26530:25989	558	367753	-	+
A00742:705:HGKLFDSX7:1:1122:19108:18584	367741	194324	+	-
A00742:705:HGKLFDSX7:1:1123:13765:2910	85	367698	-	+
A00742:705:HGKLFDSX7:1:1123:14597:7701	129687	165054	+	+
A00742:705:HGKLFDSX7:1:1123:14823:7748	129687	165054	+	+
