Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:13810:2675	72480	72442	+	-	broken	20	full	NA
A00742:705:HGKLFDSX7:1:1101:29071:3740	266738	267274	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:22661:6261	44743	45113	-	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1101:15564:7780	69429	68689	+	-	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:20184:9674	135468	135292	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1101:22073:11193	180370	180602	-	+	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1101:14271:11428	267430	266978	+	-	broken	97	full	NA
A00742:705:HGKLFDSX7:1:1101:10818:11553	24471	24406	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:18738:15029	267260	266532	+	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1101:7365:15092	135118	134622	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1101:15013:16752	266557	267305	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1101:15772:17221	79960	80620	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1101:18738:18286	72233	72382	-	+	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:14959:18787	354700	354725	-	+	broken	42	broken	42
A00742:705:HGKLFDSX7:1:1101:22155:19789	359466	359894	-	+	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1101:10339:24345	68640	69494	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:30056:27712	267108	266655	+	-	full	NA	broken	54
A00742:705:HGKLFDSX7:1:1101:4155:31798	68739	69431	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:2347:34053	69059	69611	-	+	full	NA	broken	35
A00742:705:HGKLFDSX7:1:1101:6650:35086	68656	69417	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1102:28863:15154	266975	267408	-	+	full	NA	broken	82
A00742:705:HGKLFDSX7:1:1102:14570:21089	267381	266814	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:19732:25614	300639	300989	-	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1102:20636:25864	300760	300764	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1102:24017:26365	354187	354060	+	-	broken	16	broken	16
A00742:705:HGKLFDSX7:1:1102:32588:26710	333960	334043	-	+	broken	10	full	NA
