Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:10384:2190	157175	157828	-	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1101:15112:4554	180562	180433	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:24144:5134	69475	68878	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:7310:5791	266787	267389	-	+	broken	26	full	NA
A00742:705:HGKLFDSX7:1:1101:29261:6637	69582	68830	+	-	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:3351:6793	300635	300566	+	-	complex	NA	complex	NA
A00742:705:HGKLFDSX7:1:1101:25699:7294	225650	225552	+	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1101:24542:7921	69468	68813	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:22824:7983	345177	345886	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:32208:9361	68741	69432	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1101:16749:10332	115005	114186	+	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1101:26720:11443	266801	267265	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:28203:11631	267333	266707	+	-	full	NA	broken	82
A00742:705:HGKLFDSX7:1:1101:19497:12242	101238	100604	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1101:1714:14074	30664	30263	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1101:16495:14090	203082	202119	+	-	broken	21	full	NA
A00742:705:HGKLFDSX7:1:1101:16712:14497	266749	267271	-	+	broken	58	full	NA
A00742:705:HGKLFDSX7:1:1101:16504:15734	68416	68720	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:26558:15859	247839	247112	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:17201:16094	72352	72418	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:14606:16329	180600	180395	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1101:13331:18192	266654	267347	-	+	broken	54	partial	NA
A00742:705:HGKLFDSX7:1:1101:30373:18239	354498	354032	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1101:13476:18912	350481	350782	-	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1101:12192:19601	267223	266938	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:4625:22780	300726	300908	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1101:9851:26193	266621	267112	-	+	full	NA	broken	26
A00742:705:HGKLFDSX7:1:1101:13738:29857	353006	353042	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:10140:31109	266829	266978	-	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1101:6334:33567	68801	69406	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:13892:35446	17887	18138	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:31855:35524	34268	33496	+	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:26639:3255	263363	263172	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:31629:3537	266919	266278	+	-	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1102:30400:5196	349477	349778	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:6922:6339	266879	267393	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:21748:6621	297366	296641	+	-	broken	13	partial	NA
A00742:705:HGKLFDSX7:1:1102:25663:6699	69599	68878	+	-	broken	36	full	NA
A00742:705:HGKLFDSX7:1:1102:27281:7373	349668	349601	+	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1102:32307:7592	293595	294215	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:26675:7607	280559	280489	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:30590:7811	266603	267053	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:29722:8124	202843	203812	-	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1102:2808:8829	266860	267326	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:27236:12868	33680	33880	-	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1102:11424:14262	267157	266374	+	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1102:23448:15702	267160	266599	+	-	full	NA	broken	25
A00742:705:HGKLFDSX7:1:1102:2564:16203	285117	285254	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1102:25663:16250	173337	172677	+	-	full	NA	full	NA
