Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:2003:1485	51631	51743	-	+
A00742:705:HGKLFDSX7:1:1101:30752:1986	65736	73202	-	+
A00742:705:HGKLFDSX7:1:1101:9706:2707	69362	68719	+	-
A00742:705:HGKLFDSX7:1:1101:9842:2785	69362	68719	+	-
A00742:705:HGKLFDSX7:1:1101:8359:3881	33478	33938	-	+
A00742:705:HGKLFDSX7:1:1101:8440:3897	33478	33938	-	+
A00742:705:HGKLFDSX7:1:1101:19560:4178	325806	324164	+	-
A00742:705:HGKLFDSX7:1:1101:19497:4257	325806	324164	+	-
A00742:705:HGKLFDSX7:1:1101:32786:4914	264269	265268	-	+
A00742:705:HGKLFDSX7:1:1101:30337:5337	69493	68810	+	-
A00742:705:HGKLFDSX7:1:1101:28420:5713	73502	65682	+	-
A00742:705:HGKLFDSX7:1:1101:16043:5635	263263	262759	+	-
A00742:705:HGKLFDSX7:1:1101:31512:5776	202177	202166	+	-
A00742:705:HGKLFDSX7:1:1101:20329:6981	360915	69481	+	+
A00742:705:HGKLFDSX7:1:1101:2085:7889	69532	68879	+	-
A00742:705:HGKLFDSX7:1:1101:12572:8453	112358	114037	-	+
A00742:705:HGKLFDSX7:1:1101:27100:8469	300871	300659	+	-
A00742:705:HGKLFDSX7:1:1101:5303:8609	294392	299815	-	+
A00742:705:HGKLFDSX7:1:1101:8043:8406	68685	69497	-	+
A00742:705:HGKLFDSX7:1:1101:5511:8719	294392	299815	-	+
A00742:705:HGKLFDSX7:1:1101:25111:9220	10389	309534	-	+
A00742:705:HGKLFDSX7:1:1101:1289:9267	320538	319750	+	-
A00742:705:HGKLFDSX7:1:1101:22598:8406	323707	326359	-	+
A00742:705:HGKLFDSX7:1:1101:7247:9690	355948	355151	+	-
A00742:705:HGKLFDSX7:1:1101:25789:9862	69479	68698	+	-
A00742:705:HGKLFDSX7:1:1101:30038:10050	176082	760	-	+
A00742:705:HGKLFDSX7:1:1101:14416:10457	335643	335106	+	-
A00742:705:HGKLFDSX7:1:1101:3938:11256	69532	68879	+	-
A00742:705:HGKLFDSX7:1:1101:21630:11303	73451	65650	+	-
A00742:705:HGKLFDSX7:1:1101:15510:12571	244485	242699	+	-
A00742:705:HGKLFDSX7:1:1101:15799:14325	265447	50844	+	+
A00742:705:HGKLFDSX7:1:1101:19343:14763	266756	267064	-	+
A00742:705:HGKLFDSX7:1:1101:10782:14935	254992	256394	-	+
A00742:705:HGKLFDSX7:1:1101:10818:14904	254992	256394	-	+
A00742:705:HGKLFDSX7:1:1101:23393:15640	145775	36678	+	+
A00742:705:HGKLFDSX7:1:1101:26675:15374	150650	40938	-	+
A00742:705:HGKLFDSX7:1:1101:15347:15734	188591	188009	+	-
A00742:705:HGKLFDSX7:1:1101:22064:15812	145775	144049	+	-
A00742:705:HGKLFDSX7:1:1101:23448:15953	145775	36678	+	+
A00742:705:HGKLFDSX7:1:1101:7916:16861	267346	266671	+	-
A00742:705:HGKLFDSX7:1:1101:8386:17456	267346	266671	+	-
A00742:705:HGKLFDSX7:1:1101:10095:17503	43884	44568	-	+
A00742:705:HGKLFDSX7:1:1101:23674:17503	74240	76238	-	+
A00742:705:HGKLFDSX7:1:1101:18349:18270	362135	265494	+	+
A00742:705:HGKLFDSX7:1:1101:10565:18756	256561	255043	+	-
A00742:705:HGKLFDSX7:1:1101:24496:19179	44926	45263	-	+
A00742:705:HGKLFDSX7:1:1101:17815:20196	265274	362122	+	+
A00742:705:HGKLFDSX7:1:1101:19117:20228	271258	272676	-	+
A00742:705:HGKLFDSX7:1:1101:23845:20619	69533	68856	+	-
A00742:705:HGKLFDSX7:1:1101:23637:20854	69533	68856	+	-
A00742:705:HGKLFDSX7:1:1101:9408:21386	267499	266826	+	-
A00742:705:HGKLFDSX7:1:1101:10845:21402	347964	200715	-	+
A00742:705:HGKLFDSX7:1:1101:29713:21449	79882	76294	+	-
A00742:705:HGKLFDSX7:1:1101:23999:22169	69533	68856	+	-
A00742:705:HGKLFDSX7:1:1101:30644:22842	79882	76294	+	-
A00742:705:HGKLFDSX7:1:1101:12780:22999	300755	300775	-	+
A00742:705:HGKLFDSX7:1:1101:25952:23860	101432	100713	+	-
A00742:705:HGKLFDSX7:1:1101:7581:25614	42028	43319	-	+
A00742:705:HGKLFDSX7:1:1101:12093:26193	335215	322272	+	-
A00742:705:HGKLFDSX7:1:1101:10664:26506	65993	73564	-	+
A00742:705:HGKLFDSX7:1:1101:6442:27211	70213	74231	-	+
A00742:705:HGKLFDSX7:1:1101:21974:28526	267134	266707	+	-
A00742:705:HGKLFDSX7:1:1101:28149:28792	42110	331910	+	+
A00742:705:HGKLFDSX7:1:1101:4001:28995	265452	264087	+	-
A00742:705:HGKLFDSX7:1:1101:8983:29481	265283	264169	+	-
A00742:705:HGKLFDSX7:1:1101:9362:29543	265283	50834	+	+
A00742:705:HGKLFDSX7:1:1101:19054:30671	255789	253622	+	-
A00742:705:HGKLFDSX7:1:1101:30635:31093	42396	43244	-	+
A00742:705:HGKLFDSX7:1:1101:12165:31673	80009	76613	+	-
A00742:705:HGKLFDSX7:1:1101:12174:32221	80009	76613	+	-
A00742:705:HGKLFDSX7:1:1101:4354:32581	264207	265449	-	+
A00742:705:HGKLFDSX7:1:1101:8992:32941	265454	264052	+	-
A00742:705:HGKLFDSX7:1:1101:8730:33176	336446	332990	+	-
A00742:705:HGKLFDSX7:1:1101:31946:33771	222582	11057	+	-
A00742:705:HGKLFDSX7:1:1101:31268:33786	184298	183646	-	-
A00742:705:HGKLFDSX7:1:1101:5755:34319	50999	265261	+	+
A00742:705:HGKLFDSX7:1:1101:2998:34679	341373	346806	-	+
A00742:705:HGKLFDSX7:1:1101:20564:35258	42389	33968	-	-
A00742:705:HGKLFDSX7:1:1101:8657:35399	185892	185769	+	-
A00742:705:HGKLFDSX7:1:1101:12427:35790	266867	266494	+	-
A00742:705:HGKLFDSX7:1:1101:8287:36761	43791	42729	+	-
A00742:705:HGKLFDSX7:1:1102:16740:3208	188515	187134	+	-
A00742:705:HGKLFDSX7:1:1102:12662:5572	183555	179369	+	-
A00742:705:HGKLFDSX7:1:1102:2926:5713	139828	140276	-	+
A00742:705:HGKLFDSX7:1:1102:19822:6292	255087	256478	-	+
A00742:705:HGKLFDSX7:1:1102:7039:6918	68902	69422	-	+
A00742:705:HGKLFDSX7:1:1102:14036:7169	180600	180540	+	-
A00742:705:HGKLFDSX7:1:1102:9905:7404	142288	142867	-	+
A00742:705:HGKLFDSX7:1:1102:13422:7451	238968	131358	-	-
A00742:705:HGKLFDSX7:1:1102:7157:8876	298422	301147	-	+
A00742:705:HGKLFDSX7:1:1102:13187:9048	238968	131358	-	-
A00742:705:HGKLFDSX7:1:1102:12961:9345	238968	131358	-	-
A00742:705:HGKLFDSX7:1:1102:18087:10019	69366	68718	+	-
A00742:705:HGKLFDSX7:1:1102:11433:10958	77497	73389	+	-
A00742:705:HGKLFDSX7:1:1102:31539:10958	171992	171336	+	-
A00742:705:HGKLFDSX7:1:1102:26377:13197	265375	50837	+	+
A00742:705:HGKLFDSX7:1:1102:29758:13792	71004	69529	+	-
A00742:705:HGKLFDSX7:1:1102:22797:14544	186863	185954	+	-
A00742:705:HGKLFDSX7:1:1102:32380:15327	171825	171439	+	-
A00742:705:HGKLFDSX7:1:1102:3649:16297	337635	337920	-	+
A00742:705:HGKLFDSX7:1:1102:10538:16611	146124	144027	+	-
A00742:705:HGKLFDSX7:1:1102:14217:17534	73598	65838	+	-
A00742:705:HGKLFDSX7:1:1102:15058:17957	79808	79095	+	-
A00742:705:HGKLFDSX7:1:1102:7907:18568	300678	298526	+	-
A00742:705:HGKLFDSX7:1:1102:8124:18662	300678	298526	+	-
A00742:705:HGKLFDSX7:1:1102:8287:19257	300678	298526	+	-
A00742:705:HGKLFDSX7:1:1102:16016:21120	76326	79835	-	+
A00742:705:HGKLFDSX7:1:1102:24777:22670	17021	18434	-	+
A00742:705:HGKLFDSX7:1:1102:9977:23312	1918	1775	+	-
A00742:705:HGKLFDSX7:1:1102:13711:23453	354631	354430	+	-
A00742:705:HGKLFDSX7:1:1102:8793:24549	265373	264053	+	-
A00742:705:HGKLFDSX7:1:1102:21395:25300	367696	194454	+	-
A00742:705:HGKLFDSX7:1:1102:2555:25426	189507	182528	+	-
A00742:705:HGKLFDSX7:1:1102:31286:27367	179960	178130	+	-
A00742:705:HGKLFDSX7:1:1102:24749:27445	360931	69492	+	+
A00742:705:HGKLFDSX7:1:1102:13675:28056	129541	128005	+	-
A00742:705:HGKLFDSX7:1:1102:32054:28291	256455	255116	+	-
A00742:705:HGKLFDSX7:1:1102:17065:28541	266581	267353	-	+
A00742:705:HGKLFDSX7:1:1102:20952:28698	367423	47	+	-
A00742:705:HGKLFDSX7:1:1102:31087:28870	69605	69025	+	-
A00742:705:HGKLFDSX7:1:1102:16315:28933	266581	267353	-	+
A00742:705:HGKLFDSX7:1:1102:21811:28933	367423	47	+	-
A00742:705:HGKLFDSX7:1:1102:16613:28980	219487	218346	+	-
A00742:705:HGKLFDSX7:1:1102:21784:29074	367423	194244	+	-
A00742:705:HGKLFDSX7:1:1102:25256:30076	111182	31081	-	+
A00742:705:HGKLFDSX7:1:1102:27706:30436	306742	307543	-	+
A00742:705:HGKLFDSX7:1:1102:4237:30686	367717	194397	+	-
A00742:705:HGKLFDSX7:1:1102:14931:32080	196540	3904	-	+
A00742:705:HGKLFDSX7:1:1102:30915:32863	263448	264958	-	+
A00742:705:HGKLFDSX7:1:1102:30590:32957	51555	264958	+	+
A00742:705:HGKLFDSX7:1:1102:1262:33207	72363	72263	+	-
A00742:705:HGKLFDSX7:1:1102:18792:33661	116630	116522	+	-
A00742:705:HGKLFDSX7:1:1102:6271:33677	264252	265353	-	+
A00742:705:HGKLFDSX7:1:1102:20085:33959	279959	280634	-	+
A00742:705:HGKLFDSX7:1:1102:26720:33990	274697	275470	-	+
A00742:705:HGKLFDSX7:1:1102:9941:34084	47970	47506	+	-
A00742:705:HGKLFDSX7:1:1102:10538:34491	47970	47506	+	-
A00742:705:HGKLFDSX7:1:1102:7428:34585	267363	267041	+	-
A00742:705:HGKLFDSX7:1:1102:2889:35211	68767	69489	-	+
A00742:705:HGKLFDSX7:1:1102:13123:35869	265315	264101	+	-
A00742:705:HGKLFDSX7:1:1102:26431:36902	49716	47888	+	-
A00742:705:HGKLFDSX7:1:1103:3188:1407	68182	360883	-	-
A00742:705:HGKLFDSX7:1:1103:27290:1908	65728	73469	-	+
A00742:705:HGKLFDSX7:1:1103:2582:2174	73413	65797	+	-
A00742:705:HGKLFDSX7:1:1103:11270:2253	252344	256193	-	+
A00742:705:HGKLFDSX7:1:1103:7835:2440	267578	265796	+	-
A00742:705:HGKLFDSX7:1:1103:2926:2456	73413	65797	+	-
A00742:705:HGKLFDSX7:1:1103:17662:2675	197866	2414	+	-
A00742:705:HGKLFDSX7:1:1103:10393:4648	101269	100634	+	-
A00742:705:HGKLFDSX7:1:1103:5367:5243	72425	72346	+	-
A00742:705:HGKLFDSX7:1:1103:14714:5525	144224	1844	+	-
A00742:705:HGKLFDSX7:1:1103:14977:5572	196223	1844	+	-
A00742:705:HGKLFDSX7:1:1103:15167:6308	190902	184142	+	-
A00742:705:HGKLFDSX7:1:1103:29767:6543	266606	267050	-	+
A00742:705:HGKLFDSX7:1:1103:20735:6778	265164	264049	+	-
A00742:705:HGKLFDSX7:1:1103:21766:6809	265164	264049	+	-
A00742:705:HGKLFDSX7:1:1103:20546:7921	50949	265272	+	+
A00742:705:HGKLFDSX7:1:1103:28528:8030	51232	268022	+	+
A00742:705:HGKLFDSX7:1:1103:20211:8343	264054	265272	-	+
A00742:705:HGKLFDSX7:1:1103:17553:9095	300820	301151	-	+
A00742:705:HGKLFDSX7:1:1103:13892:10520	266796	267426	-	+
A00742:705:HGKLFDSX7:1:1103:2365:11318	184027	189100	-	+
A00742:705:HGKLFDSX7:1:1103:16071:11725	266796	267426	-	+
A00742:705:HGKLFDSX7:1:1103:4481:16203	68744	69464	-	+
A00742:705:HGKLFDSX7:1:1103:4833:16564	285578	285933	-	+
A00742:705:HGKLFDSX7:1:1103:11315:17268	50942	264967	+	+
A00742:705:HGKLFDSX7:1:1103:4535:18709	139836	139237	+	-
A00742:705:HGKLFDSX7:1:1103:25681:20228	132197	135208	-	+
A00742:705:HGKLFDSX7:1:1103:7093:20290	58897	59597	-	+
A00742:705:HGKLFDSX7:1:1103:25681:20290	132197	135208	-	+
A00742:705:HGKLFDSX7:1:1103:25418:20431	132197	135208	-	+
A00742:705:HGKLFDSX7:1:1103:27525:21073	206372	247040	+	-
A00742:705:HGKLFDSX7:1:1103:26865:21339	267519	266454	+	-
A00742:705:HGKLFDSX7:1:1103:18159:22075	181054	178176	+	-
A00742:705:HGKLFDSX7:1:1103:22462:23109	267163	266687	+	-
A00742:705:HGKLFDSX7:1:1103:2926:23343	342699	342256	+	-
A00742:705:HGKLFDSX7:1:1103:17924:23735	265476	50781	+	+
A00742:705:HGKLFDSX7:1:1103:18159:23766	266927	267407	-	+
A00742:705:HGKLFDSX7:1:1103:17852:23829	265476	50781	+	+
A00742:705:HGKLFDSX7:1:1103:21395:24486	195430	195872	-	+
A00742:705:HGKLFDSX7:1:1103:15600:24565	266927	267407	-	+
A00742:705:HGKLFDSX7:1:1103:6298:24893	331846	270999	+	-
A00742:705:HGKLFDSX7:1:1103:29550:25676	60926	60983	-	+
A00742:705:HGKLFDSX7:1:1103:19099:26115	69112	69611	-	+
A00742:705:HGKLFDSX7:1:1103:6605:26584	279955	280551	-	+
A00742:705:HGKLFDSX7:1:1103:19162:27539	267166	266582	+	-
A00742:705:HGKLFDSX7:1:1103:7509:27868	133095	137794	-	+
A00742:705:HGKLFDSX7:1:1103:12689:27946	44747	45075	-	+
