Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:24243:2957	189378	179450	+	-
A00742:705:HGKLFDSX7:1:1101:32235:3208	354619	354678	-	+
A00742:705:HGKLFDSX7:1:1101:8422:4961	65715	73309	-	+
A00742:705:HGKLFDSX7:1:1101:29649:5400	69215	79318	-	+
A00742:705:HGKLFDSX7:1:1101:20247:6433	168054	167702	+	-
A00742:705:HGKLFDSX7:1:1101:31376:6668	306879	288637	+	-
A00742:705:HGKLFDSX7:1:1101:5132:8437	367672	194374	+	-
A00742:705:HGKLFDSX7:1:1101:5683:9330	68843	69547	-	+
A00742:705:HGKLFDSX7:1:1101:25943:9690	68816	69573	-	+
A00742:705:HGKLFDSX7:1:1101:2130:10692	206059	247105	+	-
A00742:705:HGKLFDSX7:1:1101:24180:11428	50932	265368	+	+
A00742:705:HGKLFDSX7:1:1101:17716:12414	266446	266822	-	+
A00742:705:HGKLFDSX7:1:1101:7871:14152	154326	154207	+	-
A00742:705:HGKLFDSX7:1:1101:31349:14325	180796	179881	+	-
A00742:705:HGKLFDSX7:1:1101:13964:14372	265452	50695	+	+
A00742:705:HGKLFDSX7:1:1101:16857:16157	269474	67116	+	-
A00742:705:HGKLFDSX7:1:1101:26494:16470	72827	79901	-	+
A00742:705:HGKLFDSX7:1:1101:23873:17848	176251	239067	+	-
A00742:705:HGKLFDSX7:1:1101:9064:21073	23879	331679	+	+
A00742:705:HGKLFDSX7:1:1101:9561:23281	13231	12954	+	-
A00742:705:HGKLFDSX7:1:1101:12879:25927	197986	196395	+	-
A00742:705:HGKLFDSX7:1:1101:22770:27273	154719	155265	-	+
A00742:705:HGKLFDSX7:1:1101:23565:27273	154719	155265	-	+
A00742:705:HGKLFDSX7:1:1101:10502:30201	340599	108308	+	+
A00742:705:HGKLFDSX7:1:1101:9390:31970	69495	68971	+	-
A00742:705:HGKLFDSX7:1:1101:31819:32393	188916	183709	+	-
A00742:705:HGKLFDSX7:1:1101:10682:33614	2401	196606	-	+
A00742:705:HGKLFDSX7:1:1101:9706:33927	196598	2409	-	+
A00742:705:HGKLFDSX7:1:1101:17354:34867	57132	57735	-	+
A00742:705:HGKLFDSX7:1:1101:2067:35947	42022	43327	-	+
A00742:705:HGKLFDSX7:1:1101:27751:36307	73547	65849	+	-
A00742:705:HGKLFDSX7:1:1101:4065:36996	199689	1631	+	-
A00742:705:HGKLFDSX7:1:1102:8721:1783	255038	256327	-	+
A00742:705:HGKLFDSX7:1:1102:6867:3239	255081	256493	-	+
A00742:705:HGKLFDSX7:1:1102:7202:4946	16352	16538	-	+
A00742:705:HGKLFDSX7:1:1102:1307:5102	42022	43327	-	+
A00742:705:HGKLFDSX7:1:1102:9543:6965	43813	43363	+	-
A00742:705:HGKLFDSX7:1:1102:15221:7247	266759	267374	-	+
A00742:705:HGKLFDSX7:1:1102:20274:8735	66100	73491	-	+
A00742:705:HGKLFDSX7:1:1102:10854:9925	234	367690	-	+
A00742:705:HGKLFDSX7:1:1102:10863:10535	194431	367690	-	+
A00742:705:HGKLFDSX7:1:1102:25355:10833	294267	292715	+	-
A00742:705:HGKLFDSX7:1:1102:3224:13902	265236	264100	+	-
A00742:705:HGKLFDSX7:1:1102:9787:14215	190782	181930	+	-
A00742:705:HGKLFDSX7:1:1102:21911:14638	20990	22062	-	+
A00742:705:HGKLFDSX7:1:1102:16830:15076	322718	45067	+	+
A00742:705:HGKLFDSX7:1:1102:29658:15562	80675	76666	+	-
A00742:705:HGKLFDSX7:1:1102:14959:16845	69345	68743	+	-
A00742:705:HGKLFDSX7:1:1102:14055:18411	35879	143663	-	-
A00742:705:HGKLFDSX7:1:1102:13865:18928	367533	194350	+	-
A00742:705:HGKLFDSX7:1:1102:2103:20134	150004	153860	-	+
A00742:705:HGKLFDSX7:1:1102:7202:21073	276299	113593	+	+
A00742:705:HGKLFDSX7:1:1102:7211:21089	276299	113593	+	+
A00742:705:HGKLFDSX7:1:1102:1796:21950	264268	265437	-	+
A00742:705:HGKLFDSX7:1:1102:25482:22764	265406	264136	+	-
A00742:705:HGKLFDSX7:1:1102:25464:22858	265406	264136	+	-
A00742:705:HGKLFDSX7:1:1102:8947:22936	98750	98691	-	-
A00742:705:HGKLFDSX7:1:1102:15013:23202	254879	256191	-	+
A00742:705:HGKLFDSX7:1:1102:19976:23782	73271	65707	+	-
A00742:705:HGKLFDSX7:1:1102:1407:24032	255742	252414	+	-
A00742:705:HGKLFDSX7:1:1102:17671:25895	265265	264114	+	-
A00742:705:HGKLFDSX7:1:1102:20708:25989	182648	206875	+	+
