Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1103:10628:34992	4982	5124	+	+	broken	8	broken	8
A00742:705:HGKLFDSX7:1:1105:22806:12273	120424	120802	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1116:9878:22482	16852	16327	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1117:22887:35399	124475	123870	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1123:18322:13244	99128	99544	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1126:5086:6292	62380	62746	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1147:21160:23766	95836	95851	-	+	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1160:8287:11898	21813	21612	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1165:11297:9940	102728	102429	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1167:23411:35462	88914	89544	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1171:18638:8249	1234	1038	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1175:20482:2174	87030	86399	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1208:22444:23516	29270	29471	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1209:24035:24017	2461	3282	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1213:15402:18552	106199	105564	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1219:8929:5431	5127	4902	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1221:30825:34554	99305	98485	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1229:14633:14372	81770	82284	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1236:7102:4867	90556	90397	-	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1240:10628:14606	103622	103379	-	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1244:12852:20901	2716	2887	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1250:17454:21762	99605	99866	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1250:15908:26788	23165	23457	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1251:24596:12680	73475	73146	-	-	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1257:3396:1986	47855	48040	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1258:30219:10207	125696	125984	+	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1261:7319:29230	7156	7268	+	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1266:15438:33395	104576	104914	-	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1269:22625:31563	123075	122863	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1275:4689:30530	7733	7440	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1305:5972:3443	30605	30824	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1312:5330:1110	94948	94565	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1315:28501:29215	98294	98133	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1325:32732:34695	46433	46814	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1326:7952:11256	101366	100462	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1336:25681:2691	104957	104557	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1341:19190:2628	102970	103233	-	-	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1347:12048:4006	75684	75469	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1354:26530:19257	22723	22887	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1357:16170:13808	93519	93584	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1358:17942:25394	117006	117970	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1363:14389:35117	89887	90428	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1404:25518:28056	89086	90076	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1406:8621:2519	98340	98778	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1407:16966:26647	99766	99563	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1415:30309:14904	94211	93647	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1416:13720:9314	96856	96681	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1425:17562:32064	30426	30078	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1433:14913:29512	9786	10042	-	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1437:28718:35603	49077	49184	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1441:29686:26443	124757	124652	-	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1447:1118:30639	72707	73086	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1454:18177:1094	117095	116868	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1459:21540:36605	15192	14996	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1462:2763:7842	104078	104840	-	+	full	NA	full	NA
