Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:22209:1752	39616	37743	+	-
A00742:705:HGKLFDSX7:1:1101:2826:2691	18072	55604	+	+
A00742:705:HGKLFDSX7:1:1101:28465:3537	10306	3254	+	-
A00742:705:HGKLFDSX7:1:1101:27832:5321	73556	55679	+	-
A00742:705:HGKLFDSX7:1:1101:15619:5494	121032	127738	+	+
A00742:705:HGKLFDSX7:1:1101:8703:7075	114848	112852	-	-
A00742:705:HGKLFDSX7:1:1101:14344:7169	36779	33628	+	-
A00742:705:HGKLFDSX7:1:1101:9281:8296	114848	112852	-	-
A00742:705:HGKLFDSX7:1:1101:6560:8656	116570	116687	+	+
A00742:705:HGKLFDSX7:1:1101:27272:9862	47102	1230	+	+
A00742:705:HGKLFDSX7:1:1101:8947:9909	114848	112852	-	-
A00742:705:HGKLFDSX7:1:1101:4227:17174	31745	31987	-	-
A00742:705:HGKLFDSX7:1:1101:5746:17487	31745	31987	-	-
A00742:705:HGKLFDSX7:1:1101:15311:18803	122927	55885	+	-
A00742:705:HGKLFDSX7:1:1101:24252:21543	47944	47879	+	-
A00742:705:HGKLFDSX7:1:1101:6108:23844	21986	19735	+	-
A00742:705:HGKLFDSX7:1:1101:18168:23844	64875	94103	+	+
A00742:705:HGKLFDSX7:1:1101:27335:25535	3686	8365	-	+
A00742:705:HGKLFDSX7:1:1101:3522:26663	2411	115100	-	-
A00742:705:HGKLFDSX7:1:1101:22607:31313	96511	96199	+	-
A00742:705:HGKLFDSX7:1:1101:26838:31688	61427	52068	-	+
A00742:705:HGKLFDSX7:1:1102:16143:3270	31713	60686	-	+
A00742:705:HGKLFDSX7:1:1102:16179:3270	31713	60686	-	+
A00742:705:HGKLFDSX7:1:1102:15962:3834	25489	25704	+	+
A00742:705:HGKLFDSX7:1:1102:3170:4726	102134	84953	-	-
A00742:705:HGKLFDSX7:1:1102:3106:4742	102134	84953	-	-
A00742:705:HGKLFDSX7:1:1102:3432:5087	102134	84953	-	-
A00742:705:HGKLFDSX7:1:1102:31837:6433	39735	44247	-	+
A00742:705:HGKLFDSX7:1:1102:21432:10050	2751	10956	-	+
A00742:705:HGKLFDSX7:1:1102:31910:11193	3641	8415	-	+
A00742:705:HGKLFDSX7:1:1102:14660:12540	45676	122357	-	+
A00742:705:HGKLFDSX7:1:1102:11767:12727	8221	59107	+	+
A00742:705:HGKLFDSX7:1:1102:23493:13745	8375	2956	+	-
A00742:705:HGKLFDSX7:1:1102:23873:14340	85247	109652	+	+
A00742:705:HGKLFDSX7:1:1102:2410:14403	14672	90015	+	+
A00742:705:HGKLFDSX7:1:1102:29875:15311	107636	96353	-	-
A00742:705:HGKLFDSX7:1:1102:12563:18082	91156	91109	+	-
A00742:705:HGKLFDSX7:1:1102:20437:18161	9455	4312	+	-
A00742:705:HGKLFDSX7:1:1102:22037:19523	20654	68535	-	+
A00742:705:HGKLFDSX7:1:1102:22046:19633	20654	68535	-	+
