Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:18620:6496	85835	85468	+	-
A00742:705:HGKLFDSX7:1:1101:31259:7780	77838	78668	+	+
A00742:705:HGKLFDSX7:1:1101:23900:8375	93352	95215	-	+
A00742:705:HGKLFDSX7:1:1101:24252:15875	20354	90966	+	-
A00742:705:HGKLFDSX7:1:1101:27561:16188	11628	35619	-	+
A00742:705:HGKLFDSX7:1:1101:9109:16391	127564	110356	+	+
A00742:705:HGKLFDSX7:1:1101:27010:17143	11628	35619	-	+
A00742:705:HGKLFDSX7:1:1101:27208:17362	11628	35619	-	+
A00742:705:HGKLFDSX7:1:1101:16486:17487	96603	84945	+	-
A00742:705:HGKLFDSX7:1:1101:16495:17628	96603	84945	+	-
A00742:705:HGKLFDSX7:1:1101:14425:28447	56937	57678	-	-
A00742:705:HGKLFDSX7:1:1102:2446:4131	84683	83783	+	-
A00742:705:HGKLFDSX7:1:1102:13386:4758	47850	47978	-	+
A00742:705:HGKLFDSX7:1:1102:27706:5353	93848	79379	+	-
A00742:705:HGKLFDSX7:1:1102:16776:6151	83565	79439	+	-
A00742:705:HGKLFDSX7:1:1102:28519:9204	65849	37852	+	+
A00742:705:HGKLFDSX7:1:1102:29387:11866	65849	37852	+	+
A00742:705:HGKLFDSX7:1:1102:18394:18411	93899	95425	-	+
A00742:705:HGKLFDSX7:1:1102:6008:21731	56122	126520	+	+
A00742:705:HGKLFDSX7:1:1102:4924:22326	56122	126520	+	+
A00742:705:HGKLFDSX7:1:1102:4679:23750	72131	8909	-	+
A00742:705:HGKLFDSX7:1:1102:30508:25050	125665	30901	+	-
A00742:705:HGKLFDSX7:1:1102:1371:25629	70162	70354	+	+
A00742:705:HGKLFDSX7:1:1102:4327:27085	51207	93074	+	-
A00742:705:HGKLFDSX7:1:1102:22164:29512	38860	40838	-	+
A00742:705:HGKLFDSX7:1:1102:9136:29622	78000	79353	+	+
A00742:705:HGKLFDSX7:1:1102:17418:30373	3730	4816	-	-
A00742:705:HGKLFDSX7:1:1102:24722:32878	37941	43364	-	+
A00742:705:HGKLFDSX7:1:1102:7383:33254	99876	50453	+	+
A00742:705:HGKLFDSX7:1:1102:25021:33552	37941	43364	-	+
A00742:705:HGKLFDSX7:1:1102:25572:34225	37941	43364	-	+
A00742:705:HGKLFDSX7:1:1103:26476:3035	68055	27456	+	-
A00742:705:HGKLFDSX7:1:1103:2727:5462	119867	118440	+	-
A00742:705:HGKLFDSX7:1:1103:2763:6558	119867	118440	+	-
A00742:705:HGKLFDSX7:1:1103:28293:7153	66539	70244	-	+
A00742:705:HGKLFDSX7:1:1103:28854:7968	66539	70244	-	+
A00742:705:HGKLFDSX7:1:1103:17436:9267	36855	27165	+	-
A00742:705:HGKLFDSX7:1:1103:32606:10708	7762	1921	+	-
A00742:705:HGKLFDSX7:1:1103:9570:12680	73665	77450	+	-
A00742:705:HGKLFDSX7:1:1103:31503:22889	37211	45259	-	+
A00742:705:HGKLFDSX7:1:1103:4255:23672	64965	65258	-	-
A00742:705:HGKLFDSX7:1:1103:4390:23782	64965	65258	-	-
A00742:705:HGKLFDSX7:1:1103:2817:24627	2795	10145	-	+
A00742:705:HGKLFDSX7:1:1103:23475:26115	105818	46786	+	+
A00742:705:HGKLFDSX7:1:1103:23448:26162	105818	46786	+	+
A00742:705:HGKLFDSX7:1:1104:22914:1125	92280	57579	-	+
A00742:705:HGKLFDSX7:1:1104:7600:3286	15246	34357	-	+
A00742:705:HGKLFDSX7:1:1104:19931:3630	57040	56702	-	-
A00742:705:HGKLFDSX7:1:1104:14832:5603	11767	122662	+	+
A00742:705:HGKLFDSX7:1:1104:23276:10614	31850	14771	-	-
A00742:705:HGKLFDSX7:1:1104:23610:10661	31850	14771	-	-
A00742:705:HGKLFDSX7:1:1104:30210:10848	8717	104547	-	-
A00742:705:HGKLFDSX7:1:1104:30092:10895	8717	104547	-	-
A00742:705:HGKLFDSX7:1:1104:21576:11647	104767	52751	+	+
A00742:705:HGKLFDSX7:1:1104:18882:11741	109810	128086	+	+
A00742:705:HGKLFDSX7:1:1104:26368:16814	122597	95914	-	+
A00742:705:HGKLFDSX7:1:1104:16278:18004	90714	91356	+	+
A00742:705:HGKLFDSX7:1:1104:16441:18724	90714	91356	+	+
A00742:705:HGKLFDSX7:1:1104:3070:18991	77323	104100	+	+
A00742:705:HGKLFDSX7:1:1104:17942:20541	47850	47803	+	-
A00742:705:HGKLFDSX7:1:1104:6090:22968	18865	54252	-	+
A00742:705:HGKLFDSX7:1:1104:27091:24424	40681	65459	+	+
A00742:705:HGKLFDSX7:1:1104:27082:28886	49571	50039	-	-
A00742:705:HGKLFDSX7:1:1104:27923:29528	49571	50039	-	-
A00742:705:HGKLFDSX7:1:1104:31774:30029	66838	97796	-	+
A00742:705:HGKLFDSX7:1:1104:31819:30044	66838	97796	-	+
A00742:705:HGKLFDSX7:1:1104:4146:31344	52585	41440	-	+
A00742:705:HGKLFDSX7:1:1104:21838:34992	73153	56632	+	+
A00742:705:HGKLFDSX7:1:1104:11026:35023	102579	91258	+	+
A00742:705:HGKLFDSX7:1:1104:11460:35180	102579	91258	+	+
A00742:705:HGKLFDSX7:1:1104:11496:35211	102579	91258	+	+
A00742:705:HGKLFDSX7:1:1105:27832:7827	87505	92204	-	+
A00742:705:HGKLFDSX7:1:1105:19479:9549	10332	94977	-	+
A00742:705:HGKLFDSX7:1:1105:25843:11678	4208	17738	-	+
A00742:705:HGKLFDSX7:1:1105:19045:13025	9106	8584	+	-
A00742:705:HGKLFDSX7:1:1105:6325:13730	79071	79428	-	-
A00742:705:HGKLFDSX7:1:1105:6470:13792	79071	79428	-	-
A00742:705:HGKLFDSX7:1:1105:28239:20369	81111	75970	-	-
A00742:705:HGKLFDSX7:1:1105:17255:21230	2020	2415	-	+
A00742:705:HGKLFDSX7:1:1105:5421:23876	7952	78684	-	+
A00742:705:HGKLFDSX7:1:1105:32389:27492	48001	47924	+	-
A00742:705:HGKLFDSX7:1:1105:20166:32659	124512	79909	+	-
A00742:705:HGKLFDSX7:1:1105:6623:34068	116105	113917	-	+
A00742:705:HGKLFDSX7:1:1106:6587:1564	66654	1574	-	+
A00742:705:HGKLFDSX7:1:1106:25807:2534	47763	47919	-	+
A00742:705:HGKLFDSX7:1:1106:25391:2754	47763	47919	-	+
A00742:705:HGKLFDSX7:1:1106:26250:2895	47763	47919	-	+
A00742:705:HGKLFDSX7:1:1106:28149:4460	88991	95370	+	+
A00742:705:HGKLFDSX7:1:1106:5466:5822	58885	64003	-	+
A00742:705:HGKLFDSX7:1:1106:9824:6042	116106	115522	+	-
A00742:705:HGKLFDSX7:1:1106:10375:8124	126310	45705	+	+
A00742:705:HGKLFDSX7:1:1106:9507:9064	126310	45705	+	+
A00742:705:HGKLFDSX7:1:1106:24442:15953	122583	5833	+	+
A00742:705:HGKLFDSX7:1:1106:23746:16031	122583	5833	+	+
A00742:705:HGKLFDSX7:1:1106:1976:16845	47937	47920	+	-
