Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:15664:3474	98343	53047	+	+
A00742:705:HGKLFDSX7:1:1101:3269:6339	95077	93103	+	+
A00742:705:HGKLFDSX7:1:1101:29089:7404	432	770	-	-
A00742:705:HGKLFDSX7:1:1101:6732:8891	78648	77633	+	-
A00742:705:HGKLFDSX7:1:1101:7500:9878	27198	101282	+	+
A00742:705:HGKLFDSX7:1:1101:24768:10379	100509	23788	-	-
A00742:705:HGKLFDSX7:1:1101:16667:10441	42257	68370	-	-
A00742:705:HGKLFDSX7:1:1101:7229:11193	2541	2520	+	-
A00742:705:HGKLFDSX7:1:1101:4227:13604	8390	5814	+	-
A00742:705:HGKLFDSX7:1:1101:11903:15248	63823	63443	+	+
A00742:705:HGKLFDSX7:1:1101:21323:16626	33604	64166	+	-
A00742:705:HGKLFDSX7:1:1101:22770:19633	92557	64558	-	+
A00742:705:HGKLFDSX7:1:1101:9706:20118	543	480	-	-
A00742:705:HGKLFDSX7:1:1101:27877:20838	48056	47457	+	+
A00742:705:HGKLFDSX7:1:1101:9082:20917	543	480	-	-
A00742:705:HGKLFDSX7:1:1101:28185:21277	48056	47457	+	+
A00742:705:HGKLFDSX7:1:1101:21920:23140	30158	59056	-	+
A00742:705:HGKLFDSX7:1:1101:14452:28025	77416	95076	+	-
A00742:705:HGKLFDSX7:1:1101:4381:28213	47408	60150	-	+
A00742:705:HGKLFDSX7:1:1101:3929:33285	2774	8385	-	+
A00742:705:HGKLFDSX7:1:1101:16984:34757	91450	24583	-	-
A00742:705:HGKLFDSX7:1:1101:16947:34788	91450	24583	-	-
A00742:705:HGKLFDSX7:1:1102:9950:4069	126957	125761	+	+
A00742:705:HGKLFDSX7:1:1102:18846:4257	95099	94698	+	+
A00742:705:HGKLFDSX7:1:1102:10312:5854	126957	125761	+	+
A00742:705:HGKLFDSX7:1:1102:21486:10207	22352	12117	-	+
A00742:705:HGKLFDSX7:1:1102:20943:10457	22352	12117	-	+
A00742:705:HGKLFDSX7:1:1102:25654:10504	6442	92325	-	+
A00742:705:HGKLFDSX7:1:1102:8106:11772	274	84825	+	-
A00742:705:HGKLFDSX7:1:1102:20311:12399	12175	12241	-	+
A00742:705:HGKLFDSX7:1:1102:5746:13636	47996	47785	+	-
A00742:705:HGKLFDSX7:1:1102:17065:19241	95970	95881	+	-
A00742:705:HGKLFDSX7:1:1102:12472:20713	97655	98139	-	-
A00742:705:HGKLFDSX7:1:1102:32117:23985	88679	25559	-	+
A00742:705:HGKLFDSX7:1:1102:32117:24831	88679	25559	-	+
A00742:705:HGKLFDSX7:1:1102:16975:26318	10404	10225	+	+
A00742:705:HGKLFDSX7:1:1102:3079:29528	60836	59815	-	-
A00742:705:HGKLFDSX7:1:1102:16911:31782	89798	96628	+	-
A00742:705:HGKLFDSX7:1:1102:18105:32597	56910	56795	-	-
A00742:705:HGKLFDSX7:1:1102:18267:32659	56910	56795	-	-
A00742:705:HGKLFDSX7:1:1102:31412:32659	56337	56498	-	-
A00742:705:HGKLFDSX7:1:1103:18683:4194	31781	82442	-	-
A00742:705:HGKLFDSX7:1:1103:21432:5478	21418	92161	+	+
A00742:705:HGKLFDSX7:1:1103:9661:6480	46400	56897	+	-
A00742:705:HGKLFDSX7:1:1103:7925:6668	73713	92403	-	-
A00742:705:HGKLFDSX7:1:1103:15411:6668	68256	95636	-	+
A00742:705:HGKLFDSX7:1:1103:31439:7122	91177	90749	+	+
A00742:705:HGKLFDSX7:1:1103:28592:8202	92303	91620	+	+
A00742:705:HGKLFDSX7:1:1103:11595:8829	7283	8735	+	+
A00742:705:HGKLFDSX7:1:1103:6750:9142	24771	24826	-	+
A00742:705:HGKLFDSX7:1:1103:11641:11036	9339	4231	+	-
A00742:705:HGKLFDSX7:1:1103:11885:11209	9339	4231	+	-
A00742:705:HGKLFDSX7:1:1103:32913:11584	47924	47867	+	-
A00742:705:HGKLFDSX7:1:1103:15076:13604	27	13687	-	+
A00742:705:HGKLFDSX7:1:1103:27434:15812	120975	121372	+	+
A00742:705:HGKLFDSX7:1:1103:7057:17848	55431	119587	-	-
A00742:705:HGKLFDSX7:1:1103:9453:18396	70242	70357	+	+
A00742:705:HGKLFDSX7:1:1103:24008:19554	10672	10678	-	+
A00742:705:HGKLFDSX7:1:1103:17002:20384	92684	99134	+	+
A00742:705:HGKLFDSX7:1:1103:5394:20572	21755	43564	+	-
A00742:705:HGKLFDSX7:1:1103:6750:20979	21755	43564	+	-
A00742:705:HGKLFDSX7:1:1103:16604:21981	4235	4574	-	-
A00742:705:HGKLFDSX7:1:1103:30382:22764	6473	8736	-	+
A00742:705:HGKLFDSX7:1:1103:14769:27915	44006	59484	-	+
A00742:705:HGKLFDSX7:1:1103:25753:29997	4453	4179	-	-
A00742:705:HGKLFDSX7:1:1103:14516:30608	98257	98753	-	+
A00742:705:HGKLFDSX7:1:1103:9787:35383	92491	59733	-	+
A00742:705:HGKLFDSX7:1:1103:18982:35900	96193	96088	+	-
