Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:24352:1799	53247	63947	-	+
A00742:705:HGKLFDSX7:1:1101:21531:1892	17280	19680	-	+
A00742:705:HGKLFDSX7:1:1101:21423:1955	17280	19680	-	+
A00742:705:HGKLFDSX7:1:1101:24686:2534	53247	63947	-	+
A00742:705:HGKLFDSX7:1:1101:25274:3521	6271	6111	+	-
A00742:705:HGKLFDSX7:1:1101:26386:4131	6271	6111	+	-
A00742:705:HGKLFDSX7:1:1101:12057:8782	40492	97324	+	-
A00742:705:HGKLFDSX7:1:1101:24026:13823	59196	22218	-	+
A00742:705:HGKLFDSX7:1:1101:4490:15781	12213	50351	-	+
A00742:705:HGKLFDSX7:1:1101:20943:17221	77402	3192	+	-
A00742:705:HGKLFDSX7:1:1101:20907:17284	77402	3192	+	-
A00742:705:HGKLFDSX7:1:1101:14091:18004	66019	65844	+	-
A00742:705:HGKLFDSX7:1:1101:25464:18944	33220	33118	-	-
A00742:705:HGKLFDSX7:1:1101:3477:19727	42726	48093	+	+
A00742:705:HGKLFDSX7:1:1101:11677:20337	10237	2908	+	-
A00742:705:HGKLFDSX7:1:1101:13141:22498	67704	71082	+	+
A00742:705:HGKLFDSX7:1:1101:17119:23500	57256	83079	-	+
A00742:705:HGKLFDSX7:1:1101:16631:23531	57256	83079	-	+
A00742:705:HGKLFDSX7:1:1101:17056:23860	57256	83079	-	+
A00742:705:HGKLFDSX7:1:1101:17381:23954	57256	83079	-	+
A00742:705:HGKLFDSX7:1:1101:23113:28526	89618	65732	+	-
A00742:705:HGKLFDSX7:1:1101:4779:28714	62935	62239	-	-
A00742:705:HGKLFDSX7:1:1101:22869:30295	91284	32781	+	+
A00742:705:HGKLFDSX7:1:1101:3812:32362	116658	106257	-	-
A00742:705:HGKLFDSX7:1:1101:10737:32550	4111	4604	-	-
A00742:705:HGKLFDSX7:1:1101:28131:34741	67672	2669	-	-
A00742:705:HGKLFDSX7:1:1102:28745:1986	94015	83480	-	-
A00742:705:HGKLFDSX7:1:1102:32750:6449	40099	108521	+	-
A00742:705:HGKLFDSX7:1:1102:32732:6449	40099	108521	+	-
A00742:705:HGKLFDSX7:1:1102:5141:8046	58402	84444	-	+
A00742:705:HGKLFDSX7:1:1102:3703:8343	58402	84444	-	+
A00742:705:HGKLFDSX7:1:1102:3260:8609	58402	84444	-	+
A00742:705:HGKLFDSX7:1:1102:10402:9799	41905	87753	-	+
A00742:705:HGKLFDSX7:1:1102:22299:11303	93479	92460	+	-
A00742:705:HGKLFDSX7:1:1102:16188:11647	57022	66245	-	+
A00742:705:HGKLFDSX7:1:1102:24135:11663	9066	1198	+	-
A00742:705:HGKLFDSX7:1:1102:3378:11819	80428	18813	+	+
A00742:705:HGKLFDSX7:1:1102:7581:11929	57157	25460	+	+
A00742:705:HGKLFDSX7:1:1102:24252:13244	9066	1198	+	-
A00742:705:HGKLFDSX7:1:1102:31494:16016	10428	38885	+	+
A00742:705:HGKLFDSX7:1:1102:12599:18239	38197	95105	-	+
A00742:705:HGKLFDSX7:1:1102:29252:19930	47794	47828	-	+
A00742:705:HGKLFDSX7:1:1102:32045:21355	18925	85158	-	+
A00742:705:HGKLFDSX7:1:1102:31078:21590	18925	85158	-	+
A00742:705:HGKLFDSX7:1:1102:2465:23265	84544	257	+	+
A00742:705:HGKLFDSX7:1:1102:3323:24189	38706	39265	-	-
A00742:705:HGKLFDSX7:1:1102:2519:24643	38706	39265	-	-
A00742:705:HGKLFDSX7:1:1102:8802:26099	68202	70356	+	-
A00742:705:HGKLFDSX7:1:1102:10285:26569	22093	65627	+	-
A00742:705:HGKLFDSX7:1:1102:10257:26804	22093	65627	+	-
A00742:705:HGKLFDSX7:1:1102:7862:28134	70873	120814	-	+
A00742:705:HGKLFDSX7:1:1102:17318:28134	115531	108816	+	-
A00742:705:HGKLFDSX7:1:1102:32642:29215	93208	92542	+	-
A00742:705:HGKLFDSX7:1:1102:22245:35947	48809	47067	+	-
A00742:705:HGKLFDSX7:1:1102:22155:36573	48809	47067	+	-
A00742:705:HGKLFDSX7:1:1102:12780:36996	10607	10429	+	-
A00742:705:HGKLFDSX7:1:1103:8260:3521	47867	47832	+	-
A00742:705:HGKLFDSX7:1:1103:28601:4304	52871	86172	+	+
A00742:705:HGKLFDSX7:1:1103:1741:8954	56826	56935	-	+
A00742:705:HGKLFDSX7:1:1103:7518:15389	24373	123240	+	-
A00742:705:HGKLFDSX7:1:1103:23149:18662	38500	40455	-	+
A00742:705:HGKLFDSX7:1:1103:22878:19351	38500	40455	-	+
A00742:705:HGKLFDSX7:1:1103:22752:19633	38500	40455	-	+
A00742:705:HGKLFDSX7:1:1103:29369:23860	70312	70033	+	+
A00742:705:HGKLFDSX7:1:1103:20925:33505	7817	9080	+	+
A00742:705:HGKLFDSX7:1:1103:9200:36495	64533	123616	+	+
A00742:705:HGKLFDSX7:1:1104:1127:7858	71465	87629	+	+
A00742:705:HGKLFDSX7:1:1104:20826:7874	52688	83090	+	-
A00742:705:HGKLFDSX7:1:1104:16423:11271	83780	84171	+	+
A00742:705:HGKLFDSX7:1:1104:30544:11271	7286	8347	+	+
A00742:705:HGKLFDSX7:1:1104:31819:13166	86884	71253	-	+
A00742:705:HGKLFDSX7:1:1104:19180:13197	74723	106451	+	-
A00742:705:HGKLFDSX7:1:1104:15103:17691	7635	4932	+	-
A00742:705:HGKLFDSX7:1:1104:2329:17738	85070	90956	+	-
A00742:705:HGKLFDSX7:1:1104:29921:18677	2901	5201	-	-
A00742:705:HGKLFDSX7:1:1104:24858:19085	92543	95823	-	+
A00742:705:HGKLFDSX7:1:1104:9227:21731	116838	76704	-	-
A00742:705:HGKLFDSX7:1:1104:9245:21731	116838	76704	-	-
A00742:705:HGKLFDSX7:1:1104:23213:24565	92543	95823	-	+
A00742:705:HGKLFDSX7:1:1104:4137:26381	47818	47816	+	-
A00742:705:HGKLFDSX7:1:1104:3739:31172	95065	95599	+	+
A00742:705:HGKLFDSX7:1:1104:3115:31187	95065	95599	+	+
