Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1105:17083:34491	97049	97345	-	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1108:7247:9878	99189	99586	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:30698:17801	88367	88906	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:8241:21840	90659	91148	-	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1115:21612:10958	43958	44270	-	-	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1118:16215:10567	113047	112772	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1120:15013:35070	7437	7202	+	+	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1121:13024:23046	60017	59482	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1122:24451:9079	15078	16044	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1129:13883:20087	25767	25991	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1130:6940:22936	65848	66001	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1138:24062:10160	100952	100834	+	-	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1138:9417:14199	108101	109028	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1145:26765:16908	105311	104755	+	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1156:22471:6214	31464	31106	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1159:17824:5744	98694	97758	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1160:30716:28479	86265	86052	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1160:32868:29136	31756	32601	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1160:11867:30592	83399	83306	+	+	broken	3	broken	3
A00742:705:HGKLFDSX7:1:1169:28501:7889	24508	25169	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1175:30445:15233	111205	110364	+	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1176:1940:18443	87211	87371	+	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1177:20094:15624	114420	115015	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1205:12680:1814	100098	99596	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1205:6316:24017	120027	119629	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1207:10239:24956	98735	98574	-	-	broken	13	broken	13
A00742:705:HGKLFDSX7:1:1208:24641:19554	13943	14107	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1211:5348:25097	14078	14445	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1212:30969:5400	85200	85351	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1216:15221:5087	55274	55985	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1216:23782:27743	82610	82585	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1217:20862:23375	90117	89961	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1220:5032:5040	1873	1464	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1222:32027:9956	13819	13437	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1223:15989:32972	88177	88591	-	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1224:27742:18568	87265	87481	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1227:18475:26725	91808	92065	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1241:10710:1783	36034	35548	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1250:15311:31109	85816	85769	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1254:31078:5149	105498	106375	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1254:25816:18646	118087	117116	+	-	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1265:11487:1344	50083	51014	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1265:9109:35712	31038	31696	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1268:16152:24518	103079	102682	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1277:13847:4429	110149	110450	-	+	full	NA	broken	22
A00742:705:HGKLFDSX7:1:1306:16125:21433	44234	43984	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1318:30635:10332	46304	46125	-	-	full	NA	broken	20
A00742:705:HGKLFDSX7:1:1326:16351:28557	66657	66944	+	+	full	NA	broken	32
A00742:705:HGKLFDSX7:1:1331:26955:32487	118595	118792	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1341:2347:36902	66759	66409	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1344:24080:34648	106473	106974	-	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1349:5810:12712	49840	50356	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1351:7464:19523	63010	62818	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1353:2031:14058	14608	15381	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1356:16360:21872	93798	94022	+	+	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1362:23836:21042	90474	90556	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1362:7726:36448	13210	13486	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1363:3568:20102	62613	62803	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1365:2600:30639	106370	105666	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1366:28248:27054	29981	30366	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1368:32533:7482	62551	62599	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1368:2492:26882	55605	55401	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1369:6768:12837	23717	23781	-	-	full	NA	broken	21
A00742:705:HGKLFDSX7:1:1373:6967:6605	81513	81923	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1374:28203:33019	53004	52618	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1378:23755:28040	103353	103250	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1406:15022:5901	98663	98817	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1407:8269:12179	5301	5620	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1410:13060:27774	109204	109954	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1412:13657:3881	65783	65658	-	-	full	NA	broken	29
A00742:705:HGKLFDSX7:1:1418:10203:34350	68206	67279	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1419:3513:9737	39619	39361	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1420:14326:16595	28105	29005	-	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1424:15709:4178	96634	96356	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1431:31132:28792	6329	7114	+	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1437:18141:16031	102313	102127	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1439:8929:13667	32715	32520	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1448:15754:3380	80329	80836	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1448:22525:26475	32767	33250	-	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1453:30400:19194	26629	27108	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1461:11324:1282	51867	52200	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1465:20844:31704	120929	121616	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1471:15465:32816	110029	110175	+	+	broken	10	broken	10
A00742:705:HGKLFDSX7:1:1475:4689:21292	39232	38851	+	+	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1501:11677:18270	84256	84351	+	+	partial	NA	broken	16
A00742:705:HGKLFDSX7:1:1504:6867:13479	7013	7695	+	+	broken	1	complex	NA
A00742:705:HGKLFDSX7:1:1505:9995:5181	45883	44995	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1511:13548:22514	52078	52228	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1513:11424:3959	23245	23903	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1520:5141:34256	87589	87804	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1533:24505:29215	68018	68060	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1537:22191:35728	124250	125014	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1539:31620:5212	1806	2224	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1542:25635:30827	114547	115122	-	+	broken	1	broken	1
A00742:705:HGKLFDSX7:1:1552:2998:32800	86649	86532	-	-	partial	NA	broken	29
A00742:705:HGKLFDSX7:1:1561:11496:22091	26598	26550	+	-	partial	NA	broken	1
A00742:705:HGKLFDSX7:1:1561:5719:30091	50015	50210	-	-	partial	NA	broken	4
A00742:705:HGKLFDSX7:1:1567:17336:36276	10151	10717	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1569:21061:8844	41956	42786	+	+	full	NA	broken	0
