Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:18964:4492	23051	55470	-	-
A00742:705:HGKLFDSX7:1:1101:8784:5963	61502	58821	+	-
A00742:705:HGKLFDSX7:1:1101:7139:10661	63810	63904	-	+
A00742:705:HGKLFDSX7:1:1101:18078:11788	60388	70105	-	+
A00742:705:HGKLFDSX7:1:1101:19244:11960	46640	4347	-	-
A00742:705:HGKLFDSX7:1:1101:28709:15045	45956	71668	+	-
A00742:705:HGKLFDSX7:1:1101:6940:15233	38384	32048	-	-
A00742:705:HGKLFDSX7:1:1101:25608:17378	73046	58092	+	+
A00742:705:HGKLFDSX7:1:1101:30219:17534	84381	56182	+	+
A00742:705:HGKLFDSX7:1:1101:30183:18349	24483	19519	+	-
A00742:705:HGKLFDSX7:1:1101:21748:19366	88652	330	-	+
A00742:705:HGKLFDSX7:1:1101:25825:22608	76809	80971	-	+
A00742:705:HGKLFDSX7:1:1101:26313:22921	92795	110044	+	+
A00742:705:HGKLFDSX7:1:1101:18774:31563	6384	53949	-	-
A00742:705:HGKLFDSX7:1:1102:1551:2174	3693	81441	-	-
A00742:705:HGKLFDSX7:1:1102:1669:2315	3693	81441	-	-
A00742:705:HGKLFDSX7:1:1102:3224:3787	3687	8460	-	+
A00742:705:HGKLFDSX7:1:1102:2736:8797	88783	11092	-	-
A00742:705:HGKLFDSX7:1:1102:1895:8938	4946	2850	-	-
A00742:705:HGKLFDSX7:1:1102:31376:10113	10315	10294	+	-
A00742:705:HGKLFDSX7:1:1102:15248:15624	7358	3111	+	-
A00742:705:HGKLFDSX7:1:1102:32298:15655	10315	10294	+	-
A00742:705:HGKLFDSX7:1:1102:3568:15781	76635	81360	-	-
A00742:705:HGKLFDSX7:1:1102:32958:16673	10315	10294	+	-
A00742:705:HGKLFDSX7:1:1102:8974:16814	14125	90834	+	+
A00742:705:HGKLFDSX7:1:1102:21414:16845	21356	63578	-	+
A00742:705:HGKLFDSX7:1:1102:24957:31845	77864	78158	-	-
A00742:705:HGKLFDSX7:1:1102:15013:33285	92688	95569	-	+
A00742:705:HGKLFDSX7:1:1102:14886:33880	92688	95569	-	+
A00742:705:HGKLFDSX7:1:1102:9480:36448	51715	95643	+	+
A00742:705:HGKLFDSX7:1:1103:9751:1783	90162	36993	-	+
A00742:705:HGKLFDSX7:1:1103:18041:6778	110138	119329	-	-
A00742:705:HGKLFDSX7:1:1103:6343:11475	46541	3910	-	+
A00742:705:HGKLFDSX7:1:1103:15628:13651	70903	111652	-	-
A00742:705:HGKLFDSX7:1:1103:30508:16971	56686	56882	-	-
A00742:705:HGKLFDSX7:1:1103:32533:17472	94790	94370	+	+
A00742:705:HGKLFDSX7:1:1103:12418:17519	61554	42311	+	+
A00742:705:HGKLFDSX7:1:1103:32786:19445	76622	77048	+	+
A00742:705:HGKLFDSX7:1:1103:32696:19727	76622	77048	+	+
A00742:705:HGKLFDSX7:1:1103:26928:21355	8500	3070	+	-
A00742:705:HGKLFDSX7:1:1103:8395:21856	48436	96407	+	-
A00742:705:HGKLFDSX7:1:1103:28899:24079	39227	21013	-	+
A00742:705:HGKLFDSX7:1:1103:22408:24424	8956	10727	-	+
A00742:705:HGKLFDSX7:1:1103:19443:27398	8436	3154	+	-
A00742:705:HGKLFDSX7:1:1103:4969:28698	36725	8740	+	+
A00742:705:HGKLFDSX7:1:1103:6524:29857	36819	48161	+	+
A00742:705:HGKLFDSX7:1:1103:25165:30671	5726	8305	-	+
A00742:705:HGKLFDSX7:1:1103:9661:32095	70445	70150	+	+
A00742:705:HGKLFDSX7:1:1103:3613:35243	88476	9455	+	+
A00742:705:HGKLFDSX7:1:1103:3757:35305	88476	9455	+	+
A00742:705:HGKLFDSX7:1:1103:3495:35352	88476	9455	+	+
A00742:705:HGKLFDSX7:1:1103:4725:35665	88476	9455	+	+
A00742:705:HGKLFDSX7:1:1104:9570:1877	109807	110078	-	-
A00742:705:HGKLFDSX7:1:1104:19280:5697	12948	69511	+	-
A00742:705:HGKLFDSX7:1:1104:22236:5901	95982	60434	+	+
A00742:705:HGKLFDSX7:1:1104:8205:6433	61009	79693	-	-
A00742:705:HGKLFDSX7:1:1104:2284:15937	93927	63856	+	+
A00742:705:HGKLFDSX7:1:1104:23674:16564	59418	60697	+	+
A00742:705:HGKLFDSX7:1:1104:23674:16595	59418	60697	+	+
A00742:705:HGKLFDSX7:1:1104:20591:17425	58352	109935	-	-
