Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:22073:4241	90627	89894	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1101:24939:11835	3666	3929	-	-	partial	NA	broken	12
A00742:705:HGKLFDSX7:1:1101:29785:14622	75507	75822	-	+	broken	4	broken	4
A00742:705:HGKLFDSX7:1:1101:27299:27383	47998	47900	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:10592:2581	9680	9531	+	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1102:32850:12915	48108	48056	+	-	broken	29	broken	29
A00742:705:HGKLFDSX7:1:1102:20537:17550	88082	87972	+	-	broken	13	broken	13
A00742:705:HGKLFDSX7:1:1102:23592:17926	102768	102107	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:25789:25394	41833	42298	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:20564:26396	47869	47877	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:7545:29778	49692	49944	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1103:19886:4304	30180	30378	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1103:24189:18020	7636	7401	+	+	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1103:2166:22936	51523	51582	-	+	broken	4	broken	4
A00742:705:HGKLFDSX7:1:1103:11975:23202	110078	109980	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:27398:30812	69955	70479	+	+	partial	NA	broken	10
A00742:705:HGKLFDSX7:1:1104:15492:11506	4453	4560	-	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1104:30092:27837	64605	64368	-	-	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1104:31349:28823	48028	47788	+	-	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1104:21838:29794	90553	91482	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1105:11062:8719	8619	8773	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1105:5367:16579	1644	1549	-	-	full	NA	broken	39
A00742:705:HGKLFDSX7:1:1105:6388:18505	10393	10272	+	-	full	NA	complex	NA
