Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:20555:21214	115987	115676	+	+	broken	25	full	NA
A00742:705:HGKLFDSX7:1:1101:24261:32894	115592	115935	+	+	full	NA	broken	25
A00742:705:HGKLFDSX7:1:1102:27163:12994	65615	65773	-	-	broken	87	full	NA
A00742:705:HGKLFDSX7:1:1102:6524:15483	56897	56793	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1103:12373:24267	3032	3253	-	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1103:11505:33786	4145	4507	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:15076:33990	64675	64340	-	-	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1105:21612:33755	4160	4563	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1106:5285:15123	47967	47899	+	-	full	NA	broken	63
A00742:705:HGKLFDSX7:1:1106:10655:21104	80157	79698	+	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1106:32768:30812	3427	3662	-	-	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1107:5023:13886	90724	90874	+	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1108:23421:8453	84409	85184	+	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1108:14443:8813	95338	95581	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:5665:23766	112940	112892	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1109:12933:22733	8811	8597	+	+	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1110:9959:16360	113465	113802	+	+	full	NA	broken	52
A00742:705:HGKLFDSX7:1:1110:28492:19554	125916	126297	+	+	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1110:31693:22467	10669	10064	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1111:17535:1517	75968	76091	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1111:7437:3443	70203	70372	+	+	broken	31	full	NA
A00742:705:HGKLFDSX7:1:1111:7961:14685	91955	91485	+	-	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1111:11514:22811	68386	68915	+	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1112:3513:5635	58866	59597	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1112:17635:15405	53290	53219	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1112:22363:15515	47925	47956	-	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1112:25418:21872	66512	66649	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1112:27434:29340	101364	101565	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1113:5186:18458	1873	2776	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1114:11288:19633	5455	5078	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1114:12445:22106	84168	84161	+	-	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1114:2727:30733	1969	2913	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1115:5095:5869	123096	123241	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1115:20564:11929	15557	14704	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1115:30635:15718	89562	89426	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1115:17300:19586	118785	118704	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1116:4300:2143	110073	110261	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1116:21287:4695	47887	47877	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1118:1452:11428	70508	70215	+	+	broken	31	broken	31
A00742:705:HGKLFDSX7:1:1118:21007:18991	109864	110316	-	-	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1118:3848:22748	6682	7562	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1118:30029:23093	3263	3449	-	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1118:7283:28635	51302	50706	-	-	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1118:13774:31548	9187	9067	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1119:16712:10207	8644	8773	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1119:28103:11678	3946	4100	-	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1119:20392:19366	56844	56693	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1119:26847:19648	8565	8855	+	+	full	NA	broken	42
A00742:705:HGKLFDSX7:1:1120:27950:19179	87791	87623	+	-	broken	9	broken	9
A00742:705:HGKLFDSX7:1:1120:23312:21073	47927	47954	-	+	broken	107	broken	63
A00742:705:HGKLFDSX7:1:1120:11415:24424	9863	10212	+	+	partial	NA	broken	13
A00742:705:HGKLFDSX7:1:1121:7039:8923	8263	7315	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1121:23493:12524	16406	17224	-	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1121:12671:31391	2650	2882	-	+	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1121:28610:35289	91182	90711	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1122:30644:11443	63197	62604	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1122:7066:18740	4194	4668	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1122:5918:24142	58453	58674	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1122:7401:25050	24774	24935	-	+	complex	NA	broken	3
A00742:705:HGKLFDSX7:1:1123:30011:3615	2109	2559	-	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1123:28176:19382	75650	75822	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1123:13702:31454	19055	18986	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1124:8133:12696	68352	68077	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1124:10113:14027	29953	29697	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1124:3405:23735	2756	1971	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1124:19217:24690	86076	85789	+	-	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1124:6479:29653	7813	7608	+	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1125:23764:31501	47409	47783	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1126:28917:8547	79356	79697	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1126:5050:11209	105846	105552	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1127:9815:19241	73879	74188	+	+	full	NA	broken	44
A00742:705:HGKLFDSX7:1:1127:13856:36918	48067	47916	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1128:28167:20369	64066	64611	-	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1129:21395:33160	96253	96269	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1130:19316:5572	88970	89377	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1130:6162:15421	70261	70439	+	+	broken	31	full	NA
A00742:705:HGKLFDSX7:1:1131:31837:19022	88630	88462	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1132:29839:3223	121412	122258	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1132:18530:9721	36842	36656	+	+	broken	45	partial	NA
A00742:705:HGKLFDSX7:1:1132:29469:14700	78067	78323	-	-	partial	NA	full	NA
