Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1112:24135:20588	22990	23105	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1117:4453:8171	59258	59392	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1127:2166:2519	65372	65001	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1136:15700:29528	66151	65822	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1162:8703:22138	99282	98864	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1162:2826:22858	43500	42954	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1164:9118:21543	81703	82578	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1166:8721:25958	107261	107150	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1170:10384:28494	80744	81720	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1176:20654:18662	9004	8701	+	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1203:1425:15828	7482	7068	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1205:2817:34272	69660	69395	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1212:4589:9784	96661	96760	-	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1225:13847:8469	77615	77871	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1225:30210:11443	111577	110767	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1227:30933:3302	92367	92099	-	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1230:15248:2378	120371	120490	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1237:19126:31328	90547	90840	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1238:9317:23140	17386	16873	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1239:7826:32330	13943	14230	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1242:26684:10848	7485	7209	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1247:4092:32597	104779	105709	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1249:2302:27242	29332	28474	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1254:15402:3583	15801	16261	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1260:16893:20165	103309	102411	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1265:30662:35274	35195	35151	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1267:7645:17456	123327	123541	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1270:1904:3380	92506	92286	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1301:10981:18317	75786	76229	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1301:8965:28197	109728	109350	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1302:22354:14121	124804	124648	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1304:32425:13526	103017	102931	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1308:32886:11099	103802	103708	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1309:22046:30279	87843	88139	+	+	full	NA	broken	2
