Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:23565:3975	30148	90790	+	+
A00742:705:HGKLFDSX7:1:1101:30156:9471	25325	70903	-	-
A00742:705:HGKLFDSX7:1:1101:17942:13369	12297	97454	-	-
A00742:705:HGKLFDSX7:1:1101:26784:14246	75203	125397	+	+
A00742:705:HGKLFDSX7:1:1101:4128:26584	120264	47201	-	+
A00742:705:HGKLFDSX7:1:1102:18032:4820	125224	124167	-	+
A00742:705:HGKLFDSX7:1:1102:20491:10989	16754	34792	-	-
A00742:705:HGKLFDSX7:1:1102:19289:11725	16754	34792	-	-
A00742:705:HGKLFDSX7:1:1102:28745:21590	70005	112636	+	+
A00742:705:HGKLFDSX7:1:1102:29803:23954	24972	5398	+	+
A00742:705:HGKLFDSX7:1:1102:31539:29966	82042	127343	-	-
A00742:705:HGKLFDSX7:1:1102:6614:32424	11996	126870	+	+
A00742:705:HGKLFDSX7:1:1102:19759:32424	84195	23252	+	+
A00742:705:HGKLFDSX7:1:1102:17870:36699	107148	15103	+	+
A00742:705:HGKLFDSX7:1:1103:10447:2268	73591	91831	-	+
A00742:705:HGKLFDSX7:1:1103:6867:7279	97861	106492	+	+
A00742:705:HGKLFDSX7:1:1103:15058:9345	120158	1718	-	-
A00742:705:HGKLFDSX7:1:1103:21423:15107	109021	17174	-	-
A00742:705:HGKLFDSX7:1:1103:18168:17769	64830	19153	-	+
A00742:705:HGKLFDSX7:1:1103:28619:25817	63478	125699	+	+
A00742:705:HGKLFDSX7:1:1103:2428:26897	105509	67245	-	-
A00742:705:HGKLFDSX7:1:1103:25509:27445	41492	38341	+	-
A00742:705:HGKLFDSX7:1:1103:26051:27445	41492	38341	+	-
A00742:705:HGKLFDSX7:1:1104:5656:1047	86303	68171	-	+
A00742:705:HGKLFDSX7:1:1104:7500:1297	74780	96271	-	+
A00742:705:HGKLFDSX7:1:1104:7410:1673	74780	96271	-	+
A00742:705:HGKLFDSX7:1:1104:29098:4257	102503	88778	-	-
A00742:705:HGKLFDSX7:1:1104:24758:6073	95484	60	+	-
A00742:705:HGKLFDSX7:1:1104:15176:7670	87691	19661	-	-
A00742:705:HGKLFDSX7:1:1104:14579:7795	87691	19661	-	-
A00742:705:HGKLFDSX7:1:1104:14244:8594	20144	55959	-	-
A00742:705:HGKLFDSX7:1:1104:15139:16877	91281	8543	-	-
A00742:705:HGKLFDSX7:1:1104:15049:20008	120066	6207	-	-
A00742:705:HGKLFDSX7:1:1104:32425:25739	44757	3456	-	+
A00742:705:HGKLFDSX7:1:1104:22110:26569	100693	88567	+	+
A00742:705:HGKLFDSX7:1:1104:3947:27618	97308	52562	+	-
A00742:705:HGKLFDSX7:1:1104:28881:28119	100562	95748	+	-
