Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1102:21278:11663	95395	95145	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:23231:24533	87207	88125	+	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1104:28275:14105	34820	34229	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:27425:31798	99097	98423	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:1805:3364	70728	70773	-	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1112:7383:8108	79956	79254	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1113:24216:19633	95563	95101	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1123:1922:10238	122251	122434	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1124:2329:16235	114626	114833	+	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1127:12744:27508	7563	8556	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1128:29351:5509	38861	38736	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1128:24994:21887	49491	49721	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1129:13856:4445	7125	7262	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1133:30373:33364	28338	27373	+	-	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1133:1380:35509	105613	105129	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1135:28872:6621	88094	87922	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1138:10954:16360	96229	96181	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1140:13612:1016	109827	109436	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1141:27236:27586	37864	37641	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1141:30933:34460	36523	36368	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1149:7835:20823	84201	83571	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1151:24017:34820	5212	4997	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1157:13503:18959	60748	60432	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1158:5674:9596	33973	34528	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1161:1669:30530	29044	29188	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1162:24966:23813	50879	50746	-	-	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1165:4788:6120	109180	108468	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1165:29686:34428	44061	44115	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1169:19045:12837	58054	58602	-	+	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1170:23131:2754	99255	99921	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1178:2013:5509	14099	13974	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1201:28510:34240	106283	105587	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1208:14055:33786	94607	94932	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1212:28004:16799	97358	97558	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1219:9073:26256	49733	49965	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1223:17092:7138	11340	10788	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1224:32660:8547	90874	91429	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1225:17345:26365	29118	28920	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1227:4345:13964	104756	104459	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1229:21513:2769	91079	91175	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1240:29215:35086	101707	101407	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1241:5168:6245	95259	95170	+	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1248:18973:21981	95680	94832	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1255:15338:15280	96179	96571	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1256:8504:28275	48449	48619	-	+	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1265:23954:25598	123995	124934	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1266:9308:13917	89974	89653	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1272:18909:25128	46288	46456	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1273:28438:13322	97414	97530	+	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1273:12048:34006	110778	110704	+	+	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1275:4526:26021	9239	9417	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1276:14344:9361	51764	52510	-	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1277:22345:35305	106169	105692	-	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1277:23204:35321	95708	95761	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1306:1588:24502	26577	26288	-	-	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1309:22236:9408	5130	4989	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1310:24343:30279	8040	7771	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1318:1741:22670	89140	90051	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1324:7455:22138	85193	85467	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1325:9055:9846	108529	108094	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1327:12943:27195	57636	57831	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1328:14488:36918	61912	61178	+	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1333:3170:10081	98323	99187	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1336:11288:1219	53192	53357	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1336:3522:29919	1058	1234	-	-	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1341:25382:33364	107568	108299	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1344:13747:18850	82155	82658	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1346:26295:25488	93263	93137	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1347:7455:23296	118089	118359	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1348:2808:2409	51474	51734	-	+	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1349:29966:11334	85770	85826	-	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1350:29839:19319	100318	100146	-	-	full	NA	broken	26
A00742:705:HGKLFDSX7:1:1354:29559:5243	66714	66534	+	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1354:20030:12947	100152	100427	-	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1355:10086:15577	6104	5771	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1356:24135:29074	74646	75149	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1362:26214:16360	104571	105058	-	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1363:17291:7607	102311	101339	-	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1364:19407:22827	91998	91820	+	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1375:26928:14622	31054	31207	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1403:15076:7216	28417	28408	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1407:28953:20979	12353	11559	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1410:28067:29653	48605	49244	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1414:19994:5963	2072	1405	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1419:10122:34648	31163	30994	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1425:30038:5509	94060	93544	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1426:1398:30718	99000	99222	-	-	broken	23	full	NA
A00742:705:HGKLFDSX7:1:1436:32344:15358	52803	52950	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1439:4472:7545	117917	117954	+	+	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1443:4761:25207	62148	62326	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1445:20048:35712	66222	66110	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1448:25382:3552	103272	103921	-	+	broken	18	full	NA
A00742:705:HGKLFDSX7:1:1453:20636:8422	115449	115672	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1454:20826:2362	87467	87940	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1457:3685:22529	6725	6398	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1465:12689:17957	101539	101240	-	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1472:26775:31360	26738	26630	+	+	broken	21	broken	21
A00742:705:HGKLFDSX7:1:1502:12500:34726	93292	92804	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1515:19913:16658	103117	103175	+	+	broken	7	broken	7
A00742:705:HGKLFDSX7:1:1516:25138:30874	87384	87670	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1522:6795:1924	99268	99154	-	-	broken	5	partial	NA
A00742:705:HGKLFDSX7:1:1522:17445:36464	107145	106524	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1523:27082:27790	105672	105045	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1531:27254:30279	99249	99179	+	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1534:23411:19398	43385	43616	-	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1539:24460:7811	81577	82464	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1544:1479:12665	81741	81588	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1544:26775:18865	92185	91941	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1544:28601:28635	100803	100958	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1548:1651:2284	112441	112596	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1550:1108:20979	41827	41670	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1553:5095:5181	120344	120594	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1553:16993:7623	54218	54577	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1553:22923:31297	36997	37286	+	+	full	NA	broken	28
A00742:705:HGKLFDSX7:1:1566:22462:2315	6125	6395	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1566:10484:16892	42687	42466	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1567:16595:33990	24815	23844	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1567:1434:36417	116907	117470	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1569:13964:36417	92055	92332	-	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1571:25961:28354	68157	68722	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1574:17119:4554	76222	75954	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1606:15031:33818	67186	66947	-	-	partial	NA	broken	0
A00742:705:HGKLFDSX7:1:1607:9896:15718	79658	79575	-	-	broken	26	full	NA
A00742:705:HGKLFDSX7:1:1615:28275:32080	30427	31171	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1616:27688:2002	63286	63088	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1616:3070:3427	79766	80009	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1625:29921:3270	12353	11981	+	+	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1628:12979:5462	101077	101770	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1629:27661:21559	109053	108605	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1633:29586:20729	38902	39858	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1634:30011:13228	88025	87944	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1637:26078:10081	46346	45882	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1638:23050:6840	114407	114595	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1638:22435:21183	55159	54658	+	-	full	NA	broken	1
