Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:7139:10661	63810	63904	-	+	broken	4	partial	NA
A00742:705:HGKLFDSX7:1:1102:31376:10113	10315	10294	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1102:24957:31845	77864	78158	-	-	broken	77	full	NA
A00742:705:HGKLFDSX7:1:1103:30508:16971	56686	56882	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1103:32533:17472	94790	94370	+	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1103:32786:19445	76622	77048	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:9661:32095	70445	70150	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:9570:1877	109807	110078	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1104:13458:19069	57580	57005	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:30861:23625	90407	91001	+	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1104:31150:33959	90974	90344	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1104:31711:33959	84873	85135	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1104:12952:36479	7634	7791	+	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1105:19190:19006	21751	20958	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1105:16306:34679	70755	71103	-	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1106:10031:12759	50153	49557	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:1931:18082	94940	94736	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1106:13612:23563	94282	93845	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:3857:9298	96899	96312	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:28049:27085	3965	4516	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:5846:2942	47861	48030	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:26024:7983	82646	82970	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1108:31711:21590	49136	49052	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1108:16007:35759	3057	3177	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1109:9570:26616	87265	87160	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1109:21106:27148	4061	4603	-	-	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1109:25834:30013	95958	95243	+	-	broken	7	broken	7
A00742:705:HGKLFDSX7:1:1109:28989:32033	121641	122297	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1109:31512:34898	64282	63550	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1110:25663:14998	110390	109876	-	-	full	NA	broken	9
