Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:6858:9111	17899	98331	+	-
A00742:705:HGKLFDSX7:1:1101:1723:10363	57831	100928	+	-
A00742:705:HGKLFDSX7:1:1101:12906:14356	101372	107320	-	+
A00742:705:HGKLFDSX7:1:1101:13331:14841	72283	89574	-	+
A00742:705:HGKLFDSX7:1:1101:8006:19366	100271	123660	+	+
A00742:705:HGKLFDSX7:1:1101:8088:19664	100271	123660	+	+
A00742:705:HGKLFDSX7:1:1101:8070:27837	9090	123387	+	+
A00742:705:HGKLFDSX7:1:1101:32805:29872	116242	117573	+	-
A00742:705:HGKLFDSX7:1:1101:30056:34068	92390	45503	-	-
A00742:705:HGKLFDSX7:1:1101:30761:35790	92390	45503	-	-
A00742:705:HGKLFDSX7:1:1102:20591:2863	87009	116843	-	-
A00742:705:HGKLFDSX7:1:1102:16902:3114	50842	39591	+	+
A00742:705:HGKLFDSX7:1:1102:18087:5541	99675	85421	+	+
A00742:705:HGKLFDSX7:1:1102:19687:8249	106332	117334	-	-
A00742:705:HGKLFDSX7:1:1102:6361:11162	50247	89406	+	+
A00742:705:HGKLFDSX7:1:1102:16405:15937	37863	68042	+	-
A00742:705:HGKLFDSX7:1:1102:5918:25394	53653	59294	+	-
A00742:705:HGKLFDSX7:1:1102:24876:26537	90409	64716	+	+
A00742:705:HGKLFDSX7:1:1102:28827:35634	22149	26960	+	-
A00742:705:HGKLFDSX7:1:1103:28673:1391	22149	26960	+	-
A00742:705:HGKLFDSX7:1:1103:14136:30953	99660	26499	-	+
A00742:705:HGKLFDSX7:1:1103:13910:31313	99660	26499	-	+
A00742:705:HGKLFDSX7:1:1104:22616:2863	58913	41333	+	-
A00742:705:HGKLFDSX7:1:1104:23800:3349	58913	41333	+	-
A00742:705:HGKLFDSX7:1:1104:23375:3521	58913	41333	+	-
A00742:705:HGKLFDSX7:1:1104:15763:11788	76711	14649	-	+
A00742:705:HGKLFDSX7:1:1104:4246:12320	63394	72392	-	-
A00742:705:HGKLFDSX7:1:1105:11442:21809	13316	96229	-	-
A00742:705:HGKLFDSX7:1:1105:17083:34491	97049	97345	-	+
A00742:705:HGKLFDSX7:1:1106:24325:10363	115887	75136	+	+
A00742:705:HGKLFDSX7:1:1106:11243:28729	108388	100431	-	-
A00742:705:HGKLFDSX7:1:1107:22598:2581	89504	39343	+	+
A00742:705:HGKLFDSX7:1:1107:23502:16329	108451	92410	-	-
A00742:705:HGKLFDSX7:1:1107:1416:20572	91354	2062	+	+
A00742:705:HGKLFDSX7:1:1107:1407:20588	91354	2062	+	+
A00742:705:HGKLFDSX7:1:1107:20600:23891	24372	5046	+	+
A00742:705:HGKLFDSX7:1:1108:21323:1501	101358	102421	+	+
A00742:705:HGKLFDSX7:1:1108:21224:2080	101358	102421	+	+
A00742:705:HGKLFDSX7:1:1108:19831:3302	101358	102421	+	+
A00742:705:HGKLFDSX7:1:1108:5502:6324	126893	74056	+	-
A00742:705:HGKLFDSX7:1:1108:19153:9330	105612	99228	+	-
