Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1102:5484:29403	97043	96862	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:10285:25817	125508	125609	+	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1111:26765:21543	85198	84913	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1121:3694:22388	108372	109117	-	-	broken	20	broken	20
A00742:705:HGKLFDSX7:1:1149:24885:5259	13637	13886	+	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1164:26395:27289	16759	16981	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1165:23005:19914	91462	91684	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1176:8287:10989	101756	101409	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1177:31647:19852	75446	75206	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1208:30418:4319	89535	89384	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1224:18982:28291	105616	105321	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1228:25328:18082	109031	108242	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1229:7039:33724	107056	107914	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1231:15573:20040	10868	11177	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1235:11026:19680	94985	95316	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1239:18891:25911	3533	3279	-	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1241:6912:12774	68934	69208	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1247:12038:22091	98043	97856	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1259:1913:35931	32511	31551	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1264:27914:16423	6407	6236	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1272:10276:32158	78119	78417	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1304:1443:20964	27655	27466	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1306:23204:36886	70865	70185	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1316:14913:7780	105219	104998	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1321:20546:3192	108338	107580	+	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1323:32606:31093	99040	98261	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1323:10990:34428	98900	99049	+	+	broken	17	broken	17
A00742:705:HGKLFDSX7:1:1334:1461:23500	67064	67586	-	-	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1338:26142:17832	85951	85879	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1344:28022:23782	49102	48754	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1345:19126:3145	117396	117506	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1358:21079:13823	78995	78781	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1361:29839:34726	94085	94121	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1375:4535:17331	88847	88091	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1405:27471:10332	74893	75023	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1408:29704:20400	68444	68847	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1414:12906:25567	117831	117927	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1418:2338:25426	65280	65008	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1419:14931:17707	124766	124514	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1422:30400:5572	104040	104324	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1432:13440:18349	74832	75823	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1437:7708:19727	91627	91965	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1444:16432:28761	50611	51089	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1451:1768:34147	88477	88467	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1465:31882:36730	107692	107770	+	+	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1504:26811:16329	59463	59474	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1508:28619:5525	48222	49160	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1514:3866:24784	40351	40516	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1518:20952:36119	76950	77810	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1520:30409:27727	99080	98581	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1540:2139:11459	93400	93558	+	+	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1545:16134:16971	10175	9862	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1551:29414:3865	107600	107454	+	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1553:11397:12587	64965	64596	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1576:20934:15483	109862	110798	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1602:25292:9752	117633	117831	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1606:24026:8876	56259	55934	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1627:23891:24893	87236	87632	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1633:3495:9424	98985	98760	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1636:2663:1501	101855	101757	-	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1637:27127:27085	100366	100590	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1655:21585:17738	11825	11364	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1660:20645:23156	119983	120696	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1664:16694:2503	15399	14538	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2116:24288:25488	91884	91505	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2116:29035:30044	27290	26546	+	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2121:31530:8594	35381	35240	-	-	full	NA	broken	49
A00742:705:HGKLFDSX7:1:2121:17969:33332	121226	121558	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2127:32814:16548	104684	105462	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:2132:7518:35274	64157	63198	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2134:15139:11647	48370	48039	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2150:19099:15937	84194	84078	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2166:8802:11287	108854	109087	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2169:4354:9220	85212	85501	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2202:27633:4131	102727	103165	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:2203:9254:8093	15334	14959	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2205:10836:32910	104602	104799	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:2213:5638:10160	125861	125078	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:2218:8856:17237	30977	30333	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2218:21459:25723	73721	73520	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:2219:23222:2409	48556	48489	-	-	partial	NA	broken	22
A00742:705:HGKLFDSX7:1:2226:12599:5149	19159	19483	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2226:8160:21762	51534	51737	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:2226:32262:25019	67185	66950	-	-	partial	NA	broken	2
A00742:705:HGKLFDSX7:1:2230:22507:32957	118401	118569	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:2232:13422:35383	108553	107562	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2233:11279:9721	111987	112832	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2234:2474:26318	88834	89640	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2248:17553:14920	55447	55250	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2248:29451:17456	93642	92831	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2260:13910:15405	14315	13948	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2266:20763:5509	64607	64996	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:2268:6551:20134	86669	86333	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:2271:20184:5916	125078	125194	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:2271:9769:35540	92693	92043	-	-	full	NA	full	NA
