Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:30535:8030	42852	43322	-	-	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1101:17635:22858	96278	96174	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1101:22019:31892	47978	47573	+	+	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1102:25880:23202	35910	35324	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1102:31738:33849	1284	1353	-	+	partial	NA	broken	0
A00742:705:HGKLFDSX7:1:1103:30391:21496	105197	105633	-	-	full	NA	broken	18
A00742:705:HGKLFDSX7:1:1104:18078:7592	105712	106249	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:6650:9940	62668	62256	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:15510:19335	65400	64995	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1105:1606:8155	8857	8500	+	+	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1105:3531:29935	82773	83107	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:30192:35430	39346	40271	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:10782:2440	49792	49112	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:26313:4977	30324	30445	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1106:6795:9940	84028	83942	-	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1106:9950:11804	10243	10312	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:25192:36010	47893	47994	-	+	broken	30	full	NA
A00742:705:HGKLFDSX7:1:1107:22272:7310	85837	85903	-	+	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1107:1985:34648	10074	10949	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1108:1253:33599	71595	70794	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1109:18602:6120	10435	10241	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1109:5177:29277	4238	3576	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1110:18521:21574	3913	4339	-	-	broken	14	broken	14
A00742:705:HGKLFDSX7:1:1111:3775:26631	104589	103774	+	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1111:22182:30608	64855	64176	-	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1111:14841:32518	94845	95743	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1111:27769:33019	50580	50805	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1112:9959:17425	84116	83937	+	-	broken	14	complex	NA
A00742:705:HGKLFDSX7:1:1113:15212:11490	10356	10084	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1113:10872:11992	14778	15377	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1113:2284:15342	60214	60477	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1113:19461:24017	99073	98638	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1115:16224:10802	88013	88265	-	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1115:12563:19304	47773	47793	-	+	broken	52	broken	52
A00742:705:HGKLFDSX7:1:1115:27887:20322	20557	20242	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1115:10176:21277	43752	44037	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1115:9561:25128	102345	102495	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1116:26431:3427	7915	7473	+	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1116:26467:12571	4216	4542	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1116:13232:26381	90717	91289	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1116:29098:29089	70504	69888	-	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1116:18783:33458	55061	55615	-	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1117:18105:29810	95883	94924	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1117:18855:34929	4335	3937	-	-	broken	9	broken	14
A00742:705:HGKLFDSX7:1:1118:10502:5744	122286	121463	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1118:15845:8453	96422	96266	+	-	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1119:11912:11663	48012	48022	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1119:30355:16799	38235	38089	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1120:15311:7028	48061	48029	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1121:10276:2848	93076	92397	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1122:25870:26663	70226	70733	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1122:26485:34115	114248	115095	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1123:21269:26960	69953	70540	+	+	full	NA	broken	31
A00742:705:HGKLFDSX7:1:1124:24813:17440	50918	50130	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1124:29812:33176	65534	64986	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1125:19379:7999	10925	11021	-	+	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1125:20202:16689	4246	4385	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1125:12906:19241	86375	86404	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1125:18041:22561	66527	65831	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1125:4110:33974	65862	65655	-	-	full	NA	broken	96
A00742:705:HGKLFDSX7:1:1126:30752:6183	7455	7749	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1126:26648:8030	40124	39699	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1127:30671:12273	8703	8772	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1127:27995:14528	109602	108947	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1127:30255:24361	85149	84403	+	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1128:12952:1251	2581	2363	-	-	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1128:22390:1626	47892	47890	+	-	broken	134	broken	67
A00742:705:HGKLFDSX7:1:1129:19271:1204	48150	47870	+	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1129:14561:8202	80904	80417	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1129:16414:14826	83106	83395	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1129:4878:32675	91543	91640	+	+	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1130:26901:6965	1822	1585	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1130:4707:10175	56595	56858	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1130:28239:11005	86296	86405	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1130:12084:20478	84678	84257	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1130:9860:34068	3069	4066	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1131:2908:2801	2020	1206	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1131:26295:25332	49314	49312	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1132:1443:28040	63108	64096	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1132:25789:28902	58215	57775	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1133:12237:12383	4089	3795	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1133:19804:15593	13283	13762	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1134:11785:6496	59723	58733	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1134:19714:8860	10986	10955	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1134:23637:29403	64943	64193	-	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1134:31006:30107	84820	85104	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1134:20943:32816	94111	94346	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1134:12138:35947	85264	84537	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1135:8495:5243	92839	92699	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1135:12572:12117	10534	10548	-	+	broken	12	broken	12
A00742:705:HGKLFDSX7:1:1136:14389:6965	11218	10654	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1137:19687:21245	84036	84153	-	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1137:17662:22623	53295	53346	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1137:32443:22701	122029	122258	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1138:30798:30029	47921	47853	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1139:21630:3286	110002	109782	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1139:22987:18724	10426	10566	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1139:7997:23641	116821	116797	+	-	broken	36	full	NA
A00742:705:HGKLFDSX7:1:1140:22191:33818	57023	57520	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1141:2148:8970	43748	43842	-	+	broken	1	broken	1
A00742:705:HGKLFDSX7:1:1141:15510:10692	115544	115406	+	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1141:18873:19366	95474	95373	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1141:27651:23390	90805	90871	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1141:10158:29700	39322	39046	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1141:30761:30874	95644	95227	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1141:11885:35697	70351	70099	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1142:31557:3255	47863	48054	-	+	broken	93	full	NA
A00742:705:HGKLFDSX7:1:1142:29966:24580	47810	48099	-	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1142:9570:29434	3430	3364	-	-	broken	20	partial	NA
A00742:705:HGKLFDSX7:1:1143:24080:30389	92259	93197	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1144:24370:16611	44646	45047	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1144:27028:20306	88378	88008	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1144:30002:36761	39055	39349	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1145:1316:27727	27530	27243	-	-	full	NA	broken	33
A00742:705:HGKLFDSX7:1:1145:5620:33583	2926	3270	-	-	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1146:21142:12367	11544	10588	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1147:3224:26459	47790	47778	+	-	full	NA	broken	91
A00742:705:HGKLFDSX7:1:1148:27751:21214	51393	51444	-	+	broken	18	full	NA
A00742:705:HGKLFDSX7:1:1148:9516:28056	88335	88011	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1149:13530:8860	114805	114718	+	-	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1149:24117:10692	9983	10983	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1149:3857:17378	107095	107779	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1149:10031:19492	47834	47773	+	-	broken	99	broken	52
A00742:705:HGKLFDSX7:1:1150:27868:15468	85595	85456	+	-	broken	19	broken	19
A00742:705:HGKLFDSX7:1:1150:7066:22529	50226	49478	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1150:15501:26678	88701	88260	+	+	broken	35	full	NA
A00742:705:HGKLFDSX7:1:1152:2799:6684	90875	90743	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1152:26422:25739	79926	79764	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1152:13521:26443	104928	105210	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1154:21151:21652	85109	86007	-	+	full	NA	full	NA
