Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:22046:1720	98416	113954	+	-
A00742:705:HGKLFDSX7:1:1101:22245:1877	98416	113954	+	-
A00742:705:HGKLFDSX7:1:1101:22191:1939	98416	113954	+	-
A00742:705:HGKLFDSX7:1:1101:17544:5916	87267	5981	+	-
A00742:705:HGKLFDSX7:1:1101:17472:6136	87267	5981	+	-
A00742:705:HGKLFDSX7:1:1101:1723:7075	2788	1630	-	+
A00742:705:HGKLFDSX7:1:1101:23963:10332	70663	55123	+	-
A00742:705:HGKLFDSX7:1:1101:23999:10488	70663	55123	+	-
A00742:705:HGKLFDSX7:1:1101:23357:10942	70663	55123	+	-
A00742:705:HGKLFDSX7:1:1101:23493:11177	70663	55123	+	-
A00742:705:HGKLFDSX7:1:1101:32895:26396	58531	67216	+	+
A00742:705:HGKLFDSX7:1:1102:22941:2018	97882	51505	+	-
A00742:705:HGKLFDSX7:1:1102:4978:2597	89494	99084	+	+
A00742:705:HGKLFDSX7:1:1102:4047:8719	18660	96467	-	-
A00742:705:HGKLFDSX7:1:1102:4327:9048	18660	96467	-	-
A00742:705:HGKLFDSX7:1:1102:7238:16595	90311	115432	-	-
A00742:705:HGKLFDSX7:1:1102:17915:19366	87144	109425	-	-
A00742:705:HGKLFDSX7:1:1102:18439:21089	87144	109425	-	-
A00742:705:HGKLFDSX7:1:1102:4752:30577	108603	126405	+	-
A00742:705:HGKLFDSX7:1:1102:9878:36323	111402	103256	+	+
A00742:705:HGKLFDSX7:1:1103:17173:1673	96660	15425	-	+
A00742:705:HGKLFDSX7:1:1103:29351:4445	47023	123911	+	-
A00742:705:HGKLFDSX7:1:1103:29586:6355	47023	123911	+	-
A00742:705:HGKLFDSX7:1:1103:6343:11287	75193	124046	-	-
A00742:705:HGKLFDSX7:1:1103:12545:21903	97895	97254	+	-
A00742:705:HGKLFDSX7:1:1103:12924:22341	97895	97254	+	-
A00742:705:HGKLFDSX7:1:1103:10610:25942	70176	127245	+	-
A00742:705:HGKLFDSX7:1:1103:22869:31015	100862	15341	+	+
A00742:705:HGKLFDSX7:1:1103:30734:34741	82338	118576	-	+
A00742:705:HGKLFDSX7:1:1103:31584:35055	82338	118576	-	+
A00742:705:HGKLFDSX7:1:1104:32434:11631	124509	124620	+	+
A00742:705:HGKLFDSX7:1:1104:28592:11772	50710	51703	-	+
A00742:705:HGKLFDSX7:1:1104:31349:17425	24637	87792	+	-
A00742:705:HGKLFDSX7:1:1104:23990:21026	78964	86148	-	-
A00742:705:HGKLFDSX7:1:1104:5954:22388	85929	64845	-	-
A00742:705:HGKLFDSX7:1:1104:21097:24158	53659	55056	+	-
A00742:705:HGKLFDSX7:1:1104:14208:24878	70132	106298	+	-
A00742:705:HGKLFDSX7:1:1105:12255:12696	84550	22849	+	-
A00742:705:HGKLFDSX7:1:1105:19623:14215	45630	48413	-	+
A00742:705:HGKLFDSX7:1:1105:27326:19069	17684	76405	+	+
A00742:705:HGKLFDSX7:1:1105:27299:29825	45003	92045	-	-
A00742:705:HGKLFDSX7:1:1105:16134:31751	124199	113647	-	-
A00742:705:HGKLFDSX7:1:1105:4074:34413	14461	13327	-	+
