Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:7383:3067	48096	47898	+	-
A00742:705:HGKLFDSX7:1:1101:25581:3176	62221	55215	+	-
A00742:705:HGKLFDSX7:1:1101:17029:3646	95323	93088	+	-
A00742:705:HGKLFDSX7:1:1101:23592:3803	76627	76461	-	-
A00742:705:HGKLFDSX7:1:1101:25672:3959	62221	55215	+	-
A00742:705:HGKLFDSX7:1:1101:9109:5462	70198	31575	+	-
A00742:705:HGKLFDSX7:1:1101:26006:6511	113393	110015	+	-
A00742:705:HGKLFDSX7:1:1101:21242:6527	117177	88855	-	+
A00742:705:HGKLFDSX7:1:1101:18891:7592	50494	50971	-	-
A00742:705:HGKLFDSX7:1:1101:31910:8531	25512	81978	-	+
A00742:705:HGKLFDSX7:1:1101:28140:14372	73216	7006	-	-
A00742:705:HGKLFDSX7:1:1101:28058:14418	73216	7006	-	-
A00742:705:HGKLFDSX7:1:1101:4544:14685	114242	38395	+	+
A00742:705:HGKLFDSX7:1:1101:3929:16438	8912	71031	+	+
A00742:705:HGKLFDSX7:1:1101:15971:16626	67777	33258	+	-
A00742:705:HGKLFDSX7:1:1101:11677:17206	90109	109681	+	-
A00742:705:HGKLFDSX7:1:1101:10031:18396	64196	66085	-	+
A00742:705:HGKLFDSX7:1:1101:9968:18537	64196	66085	-	+
A00742:705:HGKLFDSX7:1:1101:14353:18584	99462	99887	-	+
A00742:705:HGKLFDSX7:1:1101:14841:18928	99462	99887	-	+
A00742:705:HGKLFDSX7:1:1101:11876:19085	95844	103619	+	+
A00742:705:HGKLFDSX7:1:1101:9833:19554	11948	9209	-	-
A00742:705:HGKLFDSX7:1:1101:12744:19742	95844	103619	+	+
A00742:705:HGKLFDSX7:1:1101:30617:21512	95774	63387	+	+
A00742:705:HGKLFDSX7:1:1101:3079:22827	68205	50879	+	-
A00742:705:HGKLFDSX7:1:1101:3531:23422	92204	95824	-	+
A00742:705:HGKLFDSX7:1:1101:24053:25207	26254	58885	+	+
A00742:705:HGKLFDSX7:1:1101:24008:25661	26254	58885	+	+
A00742:705:HGKLFDSX7:1:1101:8404:25786	8273	3003	+	-
A00742:705:HGKLFDSX7:1:1101:6162:25942	8216	1805	+	-
A00742:705:HGKLFDSX7:1:1101:24451:26083	2735	10102	-	+
A00742:705:HGKLFDSX7:1:1101:11966:28573	63899	63911	-	+
A00742:705:HGKLFDSX7:1:1101:10050:28698	64154	64619	-	-
A00742:705:HGKLFDSX7:1:1101:1443:28761	86073	88354	-	-
A00742:705:HGKLFDSX7:1:1101:25391:28870	6198	8313	-	+
A00742:705:HGKLFDSX7:1:1101:25500:29465	6198	8313	-	+
A00742:705:HGKLFDSX7:1:1101:12283:30624	58903	30894	+	+
A00742:705:HGKLFDSX7:1:1101:22363:31829	4093	4078	+	-
A00742:705:HGKLFDSX7:1:1101:20636:34538	49690	50214	-	-
A00742:705:HGKLFDSX7:1:1101:18701:34851	86512	95998	+	+
A00742:705:HGKLFDSX7:1:1101:25427:36605	10735	27019	+	-
A00742:705:HGKLFDSX7:1:1102:4426:3865	107824	92801	-	+
A00742:705:HGKLFDSX7:1:1102:9914:4100	50968	111581	+	+
A00742:705:HGKLFDSX7:1:1102:3640:4382	47937	48051	+	+
A00742:705:HGKLFDSX7:1:1102:3784:4695	74204	37704	+	-
A00742:705:HGKLFDSX7:1:1102:29550:7075	69059	10432	+	+
A00742:705:HGKLFDSX7:1:1102:5321:7607	99582	99861	+	+
A00742:705:HGKLFDSX7:1:1102:8983:9846	84928	5781	+	+
A00742:705:HGKLFDSX7:1:1102:26865:10661	4145	4520	-	-
A00742:705:HGKLFDSX7:1:1102:27181:10927	63705	28979	-	+
A00742:705:HGKLFDSX7:1:1102:8775:11115	70144	70489	+	+
A00742:705:HGKLFDSX7:1:1102:24722:11115	92888	46382	+	-
A00742:705:HGKLFDSX7:1:1102:10131:16313	111876	118279	-	+
A00742:705:HGKLFDSX7:1:1102:12527:17957	87957	81957	-	+
A00742:705:HGKLFDSX7:1:1102:14281:19241	47779	47900	-	+
A00742:705:HGKLFDSX7:1:1102:16098:19413	93539	93693	+	+
A00742:705:HGKLFDSX7:1:1102:21585:26944	125674	70306	-	-
A00742:705:HGKLFDSX7:1:1102:13612:27164	102674	102485	+	+
A00742:705:HGKLFDSX7:1:1102:30454:27931	30530	73447	-	-
A00742:705:HGKLFDSX7:1:1102:31277:29512	48881	48511	+	-
A00742:705:HGKLFDSX7:1:1102:31394:29590	48881	48511	+	-
A00742:705:HGKLFDSX7:1:1102:31222:29731	48881	48511	+	-
A00742:705:HGKLFDSX7:1:1102:29586:29966	48881	48511	+	-
A00742:705:HGKLFDSX7:1:1102:30608:30890	127736	94098	-	-
A00742:705:HGKLFDSX7:1:1102:4155:31328	91467	90579	+	+
A00742:705:HGKLFDSX7:1:1102:4381:31501	91467	90579	+	+
A00742:705:HGKLFDSX7:1:1102:4164:31876	91467	90579	+	+
A00742:705:HGKLFDSX7:1:1102:17490:32816	60957	60340	+	-
A00742:705:HGKLFDSX7:1:1102:8856:32988	122077	10988	+	+
A00742:705:HGKLFDSX7:1:1102:7509:35415	87103	86681	+	+
A00742:705:HGKLFDSX7:1:1102:12029:35884	54820	120702	+	-
A00742:705:HGKLFDSX7:1:1102:11921:36041	54820	120702	+	-
A00742:705:HGKLFDSX7:1:1102:1994:36135	5876	8484	+	+
A00742:705:HGKLFDSX7:1:1102:10257:36198	12664	66966	-	-
A00742:705:HGKLFDSX7:1:1103:10809:2926	2765	10150	-	+
A00742:705:HGKLFDSX7:1:1103:15456:3176	87956	81485	-	-
A00742:705:HGKLFDSX7:1:1103:19497:3192	62027	95196	+	+
A00742:705:HGKLFDSX7:1:1103:19262:4069	62027	95196	+	+
A00742:705:HGKLFDSX7:1:1103:32606:4163	36665	94425	+	+
A00742:705:HGKLFDSX7:1:1103:24071:4476	110468	76091	+	+
A00742:705:HGKLFDSX7:1:1103:11035:5228	48650	101118	-	+
A00742:705:HGKLFDSX7:1:1103:11189:5337	48650	101118	-	+
A00742:705:HGKLFDSX7:1:1103:11243:5337	48650	101118	-	+
A00742:705:HGKLFDSX7:1:1103:28800:5588	47799	47907	-	+
A00742:705:HGKLFDSX7:1:1103:29966:7701	79353	92816	-	+
A00742:705:HGKLFDSX7:1:1103:24343:8108	76272	38090	+	-
A00742:705:HGKLFDSX7:1:1103:23393:11506	126816	119373	-	+
A00742:705:HGKLFDSX7:1:1103:23402:11584	126816	119373	-	+
A00742:705:HGKLFDSX7:1:1103:21766:11725	51835	96265	-	-
A00742:705:HGKLFDSX7:1:1103:2085:12148	88574	83534	+	-
A00742:705:HGKLFDSX7:1:1103:1497:13354	93708	19223	+	+
A00742:705:HGKLFDSX7:1:1103:7319:13354	7706	1874	+	-
