Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:23023:11678	91501	85796	+	-
A00742:705:HGKLFDSX7:1:1101:7627:34334	42164	68198	+	-
A00742:705:HGKLFDSX7:1:1102:7129:6324	71562	66171	+	-
A00742:705:HGKLFDSX7:1:1102:21169:18082	116186	19660	+	-
A00742:705:HGKLFDSX7:1:1102:18991:28745	108494	66784	+	-
A00742:705:HGKLFDSX7:1:1102:15112:36714	30888	79239	+	-
A00742:705:HGKLFDSX7:1:1103:25825:1658	2111	29417	+	-
A00742:705:HGKLFDSX7:1:1103:23963:2440	86559	11939	-	+
A00742:705:HGKLFDSX7:1:1103:3577:25880	3892	17374	+	-
A00742:705:HGKLFDSX7:1:1103:10628:34992	4982	5124	+	+
A00742:705:HGKLFDSX7:1:1104:9091:6840	106099	17299	-	+
A00742:705:HGKLFDSX7:1:1104:31195:11303	66284	99135	+	+
A00742:705:HGKLFDSX7:1:1104:16396:17675	21867	99240	-	+
A00742:705:HGKLFDSX7:1:1104:9073:23281	78547	90882	+	+
A00742:705:HGKLFDSX7:1:1104:27615:27649	110183	100847	+	-
A00742:705:HGKLFDSX7:1:1104:16622:35227	109385	108129	-	+
A00742:705:HGKLFDSX7:1:1104:32732:36323	9919	106733	+	+
A00742:705:HGKLFDSX7:1:1105:32768:8829	109392	31898	-	+
A00742:705:HGKLFDSX7:1:1105:22806:12273	120424	120802	+	+
A00742:705:HGKLFDSX7:1:1105:4869:16720	96907	90419	-	+
A00742:705:HGKLFDSX7:1:1105:20464:25598	97354	80665	-	+
A00742:705:HGKLFDSX7:1:1105:20329:25645	97354	80665	-	+
A00742:705:HGKLFDSX7:1:1105:21766:26005	87531	69623	+	+
A00742:705:HGKLFDSX7:1:1105:11225:27070	20062	109469	+	-
A00742:705:HGKLFDSX7:1:1105:12735:33724	92726	8794	-	+
A00742:705:HGKLFDSX7:1:1105:11993:33849	40970	39921	-	+
A00742:705:HGKLFDSX7:1:1106:32090:11068	27215	22117	-	-
A00742:705:HGKLFDSX7:1:1106:5954:14622	126900	37615	+	+
A00742:705:HGKLFDSX7:1:1106:5032:22545	53903	60576	-	+
A00742:705:HGKLFDSX7:1:1106:24713:25097	81506	91207	-	-
A00742:705:HGKLFDSX7:1:1106:10393:27258	91799	50445	+	+
A00742:705:HGKLFDSX7:1:1106:18656:28541	6404	44277	+	-
A00742:705:HGKLFDSX7:1:1107:6198:5274	24082	110784	+	-
A00742:705:HGKLFDSX7:1:1107:30047:15890	125880	31709	+	-
A00742:705:HGKLFDSX7:1:1107:30553:16736	125880	31709	+	-
A00742:705:HGKLFDSX7:1:1107:23665:22185	78465	76362	+	-
A00742:705:HGKLFDSX7:1:1107:26865:29011	120206	74027	+	-
A00742:705:HGKLFDSX7:1:1108:15094:20619	43145	87148	+	+
A00742:705:HGKLFDSX7:1:1108:15528:21527	43145	87148	+	+
A00742:705:HGKLFDSX7:1:1108:16685:24846	71246	118145	+	+
A00742:705:HGKLFDSX7:1:1108:15076:26099	50676	1595	+	+
A00742:705:HGKLFDSX7:1:1108:9634:36558	58037	123967	+	+
A00742:705:HGKLFDSX7:1:1108:8992:36949	58037	123967	+	+
A00742:705:HGKLFDSX7:1:1109:4354:16642	87222	37431	-	+
A00742:705:HGKLFDSX7:1:1109:4915:22060	69720	91177	-	+
A00742:705:HGKLFDSX7:1:1110:22779:3427	45990	92846	+	-
A00742:705:HGKLFDSX7:1:1110:14724:16282	103704	55883	-	-
A00742:705:HGKLFDSX7:1:1110:14742:16501	103704	55883	-	-
A00742:705:HGKLFDSX7:1:1110:16351:22263	98555	120768	-	-
