Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1121:12979:15984	88593	89560	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1123:4869:1344	29973	30141	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1128:30789:22247	39182	39273	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1129:14814:6324	103308	103162	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1141:25274:34272	46940	46635	+	+	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1152:20193:2487	83139	82793	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1153:27407:17957	10151	10198	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1153:26621:20791	61151	61106	+	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1155:3794:18646	49110	48613	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1155:6008:27148	43418	43842	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1156:11134:6464	22397	22272	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1164:31015:17973	32141	32630	+	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1173:12048:17942	3942	3669	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1176:13892:31156	111013	110672	-	-	full	NA	broken	31
A00742:705:HGKLFDSX7:1:1178:1561:33254	76791	76855	+	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1204:12970:9267	99987	100229	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1223:27001:31281	89147	88557	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1232:29351:21762	119709	119359	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1240:7003:18724	91517	91696	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1245:16062:8578	97526	97362	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1246:12328:3521	110384	110128	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1253:4625:35055	9248	8518	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1254:10691:23453	88845	88261	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1255:32344:28573	68979	68711	-	-	partial	NA	broken	8
A00742:705:HGKLFDSX7:1:1258:26567:15342	92085	93030	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1264:25527:26663	49720	48836	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1267:23059:21136	99063	98068	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1267:27263:36746	90001	89444	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1277:5376:25551	54281	54668	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1278:1705:20322	104591	105225	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1308:10131:35415	87447	87705	+	+	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1309:3884:9032	119615	118858	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1312:13006:3693	124266	123369	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1321:11939:24643	23747	23555	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1323:11279:1266	86159	85967	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1327:20961:11866	86374	85946	+	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1342:15483:33098	47519	48028	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1346:31430:21324	103210	102979	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1351:30490:16250	72708	72812	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1359:25265:14372	38182	37991	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1361:27832:4852	89364	90156	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1362:2935:21230	39936	39749	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1367:7509:4946	113488	113773	+	+	full	NA	broken	41
A00742:705:HGKLFDSX7:1:1372:10357:16016	99612	100439	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1372:27073:33004	38350	38703	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1376:21667:18129	69495	69224	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1378:21097:18991	2899	2688	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1410:20057:10394	98959	98206	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1411:14552:34648	56596	57261	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1414:16179:22811	99910	99089	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1415:9914:3568	6667	6490	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1421:24442:35399	30530	31061	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1422:20112:18286	66007	65615	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1429:30074:34256	126872	125947	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1434:22272:17300	78590	78787	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1435:21106:8265	84273	83846	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1436:6325:7686	121828	121922	+	+	partial	NA	complex	NA
A00742:705:HGKLFDSX7:1:1441:23213:11913	46355	45505	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1446:13024:16313	122915	122456	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1448:1108:2127	77708	77484	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1448:28203:19398	83651	83442	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1453:1497:25942	93485	93285	+	+	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1467:19813:21026	96513	96235	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1474:24903:6355	99258	99650	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1521:29288:16611	27151	27314	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1523:14452:22451	107661	107738	+	+	full	NA	broken	33
A00742:705:HGKLFDSX7:1:1526:6569:10207	125570	125313	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1526:14208:10285	83232	83108	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1531:5204:13416	23103	23232	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1532:22914:16344	44756	43905	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1538:22028:6136	96804	97659	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1542:11089:10394	89609	89736	-	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1543:8522:19476	7147	7358	-	-	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1543:23294:36260	90767	90298	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1546:24343:13025	5912	6378	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1552:28194:23547	48959	49799	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1554:9019:13260	76927	77878	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1554:13096:16031	57352	57855	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1557:2456:13416	7560	6878	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1557:23610:21778	102690	102430	-	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1558:31512:10254	94807	95112	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1558:31602:21433	1591	1821	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1558:2627:27680	87660	86875	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1560:14389:2456	79171	78571	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1571:14534:10755	85235	85565	+	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1573:4951:10629	39188	38848	+	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1576:3531:13463	98760	98580	+	-	complex	NA	partial	NA
A00742:705:HGKLFDSX7:1:1578:9127:16016	96702	96390	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1578:1479:33520	14340	13958	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1603:8992:11741	86255	86056	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1607:22345:34961	119527	119933	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1608:26711:8202	24938	25404	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1615:19289:21934	107401	107092	-	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1619:22019:33520	83896	84507	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1623:12635:1892	99303	99677	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1624:5339:22827	20132	20497	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1627:25319:14559	28751	27795	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1639:23891:17065	15272	15138	-	-	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1639:19759:24565	53714	53844	+	+	partial	NA	broken	0
A00742:705:HGKLFDSX7:1:1644:5412:28870	87425	87100	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1648:29848:8030	122427	121968	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1651:19569:29935	34971	35221	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1655:25870:23500	6888	5891	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1655:16631:27727	21139	20750	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1657:6063:9862	100260	100430	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1660:2835:10441	105974	106627	-	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1670:13313:19820	106082	105616	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1670:2392:31908	116842	117403	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:2102:27715:6245	33125	33990	-	+	broken	3	broken	3
A00742:705:HGKLFDSX7:1:2109:15022:21966	60416	59966	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:2112:15465:19852	27100	27281	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2114:31024:10598	86118	85614	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2116:9453:35931	71987	72125	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2117:16306:6558	58682	59525	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2135:9344:16861	61460	60757	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2140:27887:15342	10728	10987	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2143:1859:24314	50062	50115	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2146:17201:32064	84996	84849	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2153:3341:12915	125494	125756	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2155:5638:4178	113738	113471	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2157:16450:20744	91126	91382	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2157:29821:21261	103663	104202	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2164:12915:12367	108150	107931	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2167:25183:3552	68607	68412	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2167:10673:24737	102309	101801	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2204:24297:13604	93446	94414	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2204:9769:16219	68818	69023	+	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2205:16821:14967	3917	3745	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:2213:19533:13996	91272	91802	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2213:22896:28181	43425	42569	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2220:1344:6073	101227	101056	+	+	full	NA	broken	9
A00742:705:HGKLFDSX7:1:2223:25925:16924	83759	83088	+	-	broken	4	full	NA
A00742:705:HGKLFDSX7:1:2225:3115:6167	69459	70348	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2228:6985:10802	100727	100316	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2248:18900:13620	32403	33280	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:2252:18123:4288	108812	109000	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2253:10149:9142	99534	98899	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2258:3396:26443	100810	100412	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2260:5222:30514	56412	56145	+	+	broken	41	full	NA
A00742:705:HGKLFDSX7:1:2273:14498:5306	92535	91702	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2273:15374:7795	12868	12556	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2275:10420:23359	104522	103707	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2303:23194:33959	108332	108033	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2309:1443:5494	122240	121517	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2313:13584:25238	86424	85426	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2314:14371:21527	72267	72640	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2321:5367:31109	108002	107849	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2333:10257:18944	110968	110678	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2334:18466:22232	123360	123217	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2335:9914:25457	57888	58195	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2335:20211:33113	83016	83203	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:2336:1108:14528	90807	89991	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2343:25925:14857	88672	87701	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2344:5258:23375	96175	95799	+	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:2346:32145:22748	94150	94799	-	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2348:31494:22467	114922	114683	+	+	broken	30	full	NA
A00742:705:HGKLFDSX7:1:2352:10800:12743	118583	117672	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2354:18647:3286	97022	97157	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:2354:5846:17534	79021	78292	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:2357:26657:12994	95927	96406	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2359:22092:25723	16989	16663	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2360:24623:20400	14929	14807	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:2360:19931:35697	65872	65747	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:2363:30183:18818	26716	27642	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2378:27651:29152	14857	15548	+	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2401:24487:21073	80674	80483	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2405:27787:19085	84333	84033	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2405:20500:29512	100157	99523	-	-	full	NA	broken	6
A00742:705:HGKLFDSX7:1:2413:25093:32174	99990	99385	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:2416:11451:2566	107354	106593	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2434:18557:22733	60168	59860	-	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:2437:23891:11177	115385	114797	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:2442:15826:10989	40138	40473	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:2447:10746:13338	93180	93922	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:2450:24532:12978	4335	4302	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:2450:27697:33238	124057	124752	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:2451:5348:11851	87051	86495	+	-	full	NA	full	NA
