Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:27570:4742	66076	13287	+	-
A00742:705:HGKLFDSX7:1:1101:30535:8030	42852	43322	-	-
A00742:705:HGKLFDSX7:1:1101:22200:9690	68514	67024	-	-
A00742:705:HGKLFDSX7:1:1101:6641:9831	117632	96680	-	+
A00742:705:HGKLFDSX7:1:1101:6542:9878	117632	96680	-	+
A00742:705:HGKLFDSX7:1:1101:25925:16861	40844	51072	-	-
A00742:705:HGKLFDSX7:1:1101:18801:20838	3483	4761	-	-
A00742:705:HGKLFDSX7:1:1101:17635:22858	96278	96174	+	-
A00742:705:HGKLFDSX7:1:1101:18728:26036	96278	96174	+	-
A00742:705:HGKLFDSX7:1:1101:15600:27101	104858	86742	+	-
A00742:705:HGKLFDSX7:1:1101:16260:27273	104858	86742	+	-
A00742:705:HGKLFDSX7:1:1101:14317:29982	42875	89142	-	+
A00742:705:HGKLFDSX7:1:1101:6036:30201	50988	113269	+	+
A00742:705:HGKLFDSX7:1:1101:5113:31892	50988	113269	+	+
A00742:705:HGKLFDSX7:1:1101:22019:31892	47978	47573	+	+
A00742:705:HGKLFDSX7:1:1101:29378:36808	41757	108840	-	-
A00742:705:HGKLFDSX7:1:1102:16278:6543	68989	102046	+	+
A00742:705:HGKLFDSX7:1:1102:24379:8484	91217	60546	+	+
A00742:705:HGKLFDSX7:1:1102:12057:9690	92146	19398	+	+
A00742:705:HGKLFDSX7:1:1102:25789:10050	91217	60546	+	+
A00742:705:HGKLFDSX7:1:1102:27001:12211	65354	100543	+	-
A00742:705:HGKLFDSX7:1:1102:2853:12383	67034	69623	+	-
A00742:705:HGKLFDSX7:1:1102:24903:14309	121708	47664	+	+
A00742:705:HGKLFDSX7:1:1102:24966:14325	121708	47664	+	+
A00742:705:HGKLFDSX7:1:1102:6524:19335	7868	5064	+	-
A00742:705:HGKLFDSX7:1:1102:25880:23202	35910	35324	+	+
A00742:705:HGKLFDSX7:1:1102:26205:23234	35910	35324	+	+
A00742:705:HGKLFDSX7:1:1102:15971:23610	109862	68352	-	+
A00742:705:HGKLFDSX7:1:1102:14615:29089	99552	96229	+	-
A00742:705:HGKLFDSX7:1:1102:28067:32534	72998	90982	+	+
A00742:705:HGKLFDSX7:1:1102:28131:32863	72998	90982	+	+
A00742:705:HGKLFDSX7:1:1102:31738:33849	1284	1353	-	+
A00742:705:HGKLFDSX7:1:1102:9164:35775	81174	126349	-	-
A00742:705:HGKLFDSX7:1:1103:2103:1094	96213	92400	+	+
A00742:705:HGKLFDSX7:1:1103:19813:1266	61301	65642	+	+
A00742:705:HGKLFDSX7:1:1103:2049:2628	93349	104123	-	+
A00742:705:HGKLFDSX7:1:1103:1904:9455	126615	87442	+	-
A00742:705:HGKLFDSX7:1:1103:18837:13322	91542	58160	+	+
A00742:705:HGKLFDSX7:1:1103:18846:13307	91542	58160	+	+
A00742:705:HGKLFDSX7:1:1103:8965:13510	18086	57784	+	-
A00742:705:HGKLFDSX7:1:1103:8594:13620	56753	92383	-	+
A00742:705:HGKLFDSX7:1:1103:21224:15452	102207	99411	-	-
A00742:705:HGKLFDSX7:1:1103:27733:17675	67906	87226	-	-
A00742:705:HGKLFDSX7:1:1103:24162:21136	64481	10515	-	-
A00742:705:HGKLFDSX7:1:1103:30391:21496	105197	105633	-	-
A00742:705:HGKLFDSX7:1:1103:5773:25801	103327	87208	+	+
A00742:705:HGKLFDSX7:1:1103:30653:27023	2622	1658	-	+
A00742:705:HGKLFDSX7:1:1103:13566:30436	42829	43838	+	-
A00742:705:HGKLFDSX7:1:1104:28357:1971	87585	93662	+	+
A00742:705:HGKLFDSX7:1:1104:28953:2534	87585	93662	+	+
A00742:705:HGKLFDSX7:1:1104:1353:3959	121717	110139	+	-
A00742:705:HGKLFDSX7:1:1104:30789:6903	94315	99976	+	-
A00742:705:HGKLFDSX7:1:1104:18078:7592	105712	106249	+	+
A00742:705:HGKLFDSX7:1:1104:19985:9455	5112	87236	-	-
A00742:705:HGKLFDSX7:1:1104:6650:9940	62668	62256	+	-
A00742:705:HGKLFDSX7:1:1104:18819:11443	87897	118295	-	+
A00742:705:HGKLFDSX7:1:1104:4218:12054	3872	64336	-	-
A00742:705:HGKLFDSX7:1:1104:4670:12211	3872	64336	-	-
A00742:705:HGKLFDSX7:1:1104:14877:17362	107937	73451	-	+
A00742:705:HGKLFDSX7:1:1104:15510:19335	65400	64995	-	-
A00742:705:HGKLFDSX7:1:1104:26069:21590	98882	100338	-	-
A00742:705:HGKLFDSX7:1:1104:26151:21825	92970	3744	+	-
A00742:705:HGKLFDSX7:1:1104:3287:25410	75595	95936	-	+
A00742:705:HGKLFDSX7:1:1104:9851:27665	15903	10547	+	+
A00742:705:HGKLFDSX7:1:1104:9715:27806	15903	10547	+	+
A00742:705:HGKLFDSX7:1:1104:25663:27837	2961	76456	-	+
A00742:705:HGKLFDSX7:1:1104:30174:29199	129	72649	-	-
