Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:18620:6496	85835	85468	+	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1101:31259:7780	77838	78668	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:14425:28447	56937	57678	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:2446:4131	84683	83783	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:13386:4758	47850	47978	-	+	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1102:1371:25629	70162	70354	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:4255:23672	64965	65258	-	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1104:19931:3630	57040	56702	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:16278:18004	90714	91356	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:17942:20541	47850	47803	+	-	broken	75	broken	144
A00742:705:HGKLFDSX7:1:1104:27082:28886	49571	50039	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:19045:13025	9106	8584	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:6325:13730	79071	79428	-	-	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1105:17255:21230	2020	2415	-	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1105:32389:27492	48001	47924	+	-	broken	117	broken	107
A00742:705:HGKLFDSX7:1:1106:25807:2534	47763	47919	-	+	broken	91	full	NA
A00742:705:HGKLFDSX7:1:1106:9824:6042	116106	115522	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:1976:16845	47937	47920	+	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1107:13883:5181	90936	90628	+	+	broken	19	full	NA
A00742:705:HGKLFDSX7:1:1107:6994:11130	95135	94685	+	+	broken	14	full	NA
