Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:6560:8656	116570	116687	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:4227:17174	31745	31987	-	-	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1101:24252:21543	47944	47879	+	-	full	NA	broken	67
A00742:705:HGKLFDSX7:1:1101:22607:31313	96511	96199	+	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1102:15962:3834	25489	25704	+	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1102:12563:18082	91156	91109	+	-	broken	14	broken	14
A00742:705:HGKLFDSX7:1:1102:6117:29215	89877	90268	+	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1103:21938:7764	92650	92547	+	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1103:28040:8907	18411	17939	+	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1103:19000:9001	4133	4711	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1103:31331:10535	119734	119395	+	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:11487:13244	4155	4488	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1103:8052:18380	47937	47811	+	-	broken	91	broken	91
A00742:705:HGKLFDSX7:1:1103:4960:22326	44100	43809	-	-	full	NA	broken	34
A00742:705:HGKLFDSX7:1:1103:21612:25394	85545	85424	+	-	broken	5	full	NA
A00742:705:HGKLFDSX7:1:1103:5791:35916	49635	49603	+	-	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1104:12084:1157	105195	105101	+	-	broken	16	broken	16
A00742:705:HGKLFDSX7:1:1104:20021:15217	47809	47946	-	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1104:4535:17926	36359	36406	-	-	broken	20	broken	20
A00742:705:HGKLFDSX7:1:1104:21070:19069	30765	30966	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:25663:20948	48058	48075	-	+	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1104:2663:29810	107650	107699	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:25265:36886	73820	74021	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1105:29722:9940	3198	3288	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:18385:11443	93909	93562	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1105:7265:13354	50304	50235	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1105:14751:22874	115996	115696	+	+	broken	25	full	NA
A00742:705:HGKLFDSX7:1:1105:12057:23500	47972	47985	-	+	full	NA	broken	112
A00742:705:HGKLFDSX7:1:1105:18846:25332	90743	91324	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1106:28655:1078	3346	3146	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1106:26051:1235	4690	4960	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:27887:1501	74173	73690	+	+	broken	44	full	NA
A00742:705:HGKLFDSX7:1:1106:3441:3693	66358	65535	-	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1106:16080:12336	74222	75092	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:14371:18928	47861	47976	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:25283:35352	48821	48709	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:18186:13886	87782	88585	-	+	broken	1	broken	1
A00742:705:HGKLFDSX7:1:1107:20654:21574	58379	57743	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:22923:25441	112551	111979	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1107:20383:28964	56623	56753	-	+	broken	25	full	NA
A00742:705:HGKLFDSX7:1:1107:2338:30561	3840	3103	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:18611:31814	61144	60372	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1107:32298:32283	64709	64310	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:13955:34272	39402	39086	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:22978:36119	7691	6992	+	-	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1108:25988:1783	123106	122910	-	-	full	NA	broken	23
A00742:705:HGKLFDSX7:1:1108:1199:4914	11413	11664	-	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1108:23267:12759	84000	84131	-	+	partial	NA	broken	35
A00742:705:HGKLFDSX7:1:1108:2546:16172	70071	70485	+	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1108:6723:18490	125535	125298	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1108:29369:18599	7692	7519	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:27073:18818	8653	8730	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1108:21386:18834	8684	8845	+	+	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1108:17806:20776	4174	4568	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1108:19895:26240	91650	91494	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1108:16188:30686	5987	5629	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:3956:31172	65582	66042	-	-	broken	30	full	NA
A00742:705:HGKLFDSX7:1:1108:20121:32362	121008	121325	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1108:19379:32612	49355	49244	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1108:7753:34115	66694	66409	+	-	broken	4	partial	NA
A00742:705:HGKLFDSX7:1:1109:27199:7795	47824	47936	-	+	broken	128	full	NA
A00742:705:HGKLFDSX7:1:1109:8947:8656	4163	3705	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1109:1985:13855	25756	26135	+	+	full	NA	broken	19
A00742:705:HGKLFDSX7:1:1109:2980:17143	48000	47990	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1109:31304:17879	49431	49353	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1109:25256:24752	41589	41412	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1109:23574:36714	85330	85318	+	-	broken	6	full	NA
A00742:705:HGKLFDSX7:1:1110:30418:5321	10540	9910	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1110:19687:6903	85375	85690	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1110:20943:11459	42694	42621	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1110:15863:12085	115674	115960	+	+	full	NA	broken	25
A00742:705:HGKLFDSX7:1:1110:15700:28056	47744	47775	-	+	broken	75	full	NA
A00742:705:HGKLFDSX7:1:1110:26829:29543	70102	70468	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1110:7301:31861	2489	2387	+	-	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1111:9670:9157	59655	60451	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1111:29568:15749	101254	100923	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1111:26295:23860	7739	7263	+	+	full	NA	full	NA
