Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1103:12545:21903	97895	97254	+	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1104:32434:11631	124509	124620	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1104:28592:11772	50710	51703	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1110:6117:21073	115747	115587	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1115:32045:2722	85066	86056	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1117:10908:7576	74177	73329	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1118:20871:21386	91222	91750	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1120:13395:11945	90377	91076	-	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1120:9191:34350	96203	96160	+	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1121:26892:19789	87157	87446	-	-	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1122:9625:32189	70208	69930	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1126:23095:1626	106426	106782	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1128:1750:1454	13809	13804	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1128:18349:19742	124046	123828	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1129:31268:30373	34338	34522	+	+	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1130:21802:35869	99281	99804	-	+	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1131:32660:9612	84439	85102	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1131:32154:27242	34949	34998	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1132:8106:11334	87974	88652	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1142:8323:18223	40729	41151	-	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1149:31964:10504	43598	44531	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1149:17589:24878	105558	104787	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1153:5122:22514	60314	60520	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1159:18792:2973	73779	73926	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1160:12463:27931	105916	106479	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1161:30852:13119	79582	79176	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1163:11225:2143	51249	50988	-	-	full	NA	broken	26
A00742:705:HGKLFDSX7:1:1164:8196:32377	127002	127177	+	+	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1169:12029:27273	105310	105382	+	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1169:3992:29669	12125	11912	-	-	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1175:26350:30968	91549	90688	+	-	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1206:13404:11052	3681	4373	-	+	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1206:29478:13088	42860	43196	+	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1207:5746:15608	108687	109215	-	-	full	NA	broken	12
