Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:7383:3067	48096	47898	+	-	broken	127	broken	29
A00742:705:HGKLFDSX7:1:1101:23592:3803	76627	76461	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1101:18891:7592	50494	50971	-	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1101:14353:18584	99462	99887	-	+	broken	20	full	NA
A00742:705:HGKLFDSX7:1:1101:11966:28573	63899	63911	-	+	broken	2	partial	NA
A00742:705:HGKLFDSX7:1:1101:10050:28698	64154	64619	-	-	broken	11	broken	11
A00742:705:HGKLFDSX7:1:1101:22363:31829	4093	4078	+	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1101:20636:34538	49690	50214	-	-	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1102:3640:4382	47937	48051	+	+	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1102:5321:7607	99582	99861	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1102:26865:10661	4145	4520	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1102:8775:11115	70144	70489	+	+	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1102:14281:19241	47779	47900	-	+	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1102:16098:19413	93539	93693	+	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1102:13612:27164	102674	102485	+	+	broken	53	full	NA
A00742:705:HGKLFDSX7:1:1102:31277:29512	48881	48511	+	-	broken	40	full	NA
A00742:705:HGKLFDSX7:1:1102:4155:31328	91467	90579	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1102:17490:32816	60957	60340	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:7509:35415	87103	86681	+	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1103:28800:5588	47799	47907	-	+	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1103:7609:13385	88291	88123	+	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1103:17535:22717	47898	47939	-	+	broken	30	full	NA
A00742:705:HGKLFDSX7:1:1103:30834:22827	92577	92528	+	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1103:13964:29371	1680	1423	-	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1103:2700:35853	75091	75224	-	+	partial	NA	broken	0
