Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1101:15845:8265	60974	91132	-	-
A00742:705:HGKLFDSX7:1:1101:6388:10300	22451	70489	-	-
A00742:705:HGKLFDSX7:1:1101:9941:11882	110200	42691	+	-
A00742:705:HGKLFDSX7:1:1101:10339:11913	110200	42691	+	-
A00742:705:HGKLFDSX7:1:1101:26621:20228	39521	89703	+	-
A00742:705:HGKLFDSX7:1:1101:26259:20259	39521	89703	+	-
A00742:705:HGKLFDSX7:1:1101:14398:24298	52242	114982	-	-
A00742:705:HGKLFDSX7:1:1101:26386:31125	80424	81382	+	-
A00742:705:HGKLFDSX7:1:1102:10764:1031	33076	109270	+	-
A00742:705:HGKLFDSX7:1:1102:10655:1219	33076	109270	+	-
A00742:705:HGKLFDSX7:1:1102:26630:3020	47292	54368	+	-
A00742:705:HGKLFDSX7:1:1102:1877:6120	126963	62803	-	+
A00742:705:HGKLFDSX7:1:1102:17427:8531	91947	29696	+	-
A00742:705:HGKLFDSX7:1:1102:21278:11663	95395	95145	+	+
A00742:705:HGKLFDSX7:1:1102:32271:16047	94918	64635	+	+
A00742:705:HGKLFDSX7:1:1102:28989:19820	127228	29078	+	+
A00742:705:HGKLFDSX7:1:1102:1570:21621	101594	109296	-	-
A00742:705:HGKLFDSX7:1:1102:6081:23547	56420	52375	-	-
A00742:705:HGKLFDSX7:1:1102:28989:35571	90861	42602	-	-
A00742:705:HGKLFDSX7:1:1103:1371:1235	110420	75346	+	-
A00742:705:HGKLFDSX7:1:1103:15420:4836	117533	37080	-	-
A00742:705:HGKLFDSX7:1:1103:10212:8281	109346	15312	-	-
A00742:705:HGKLFDSX7:1:1103:22182:22122	105162	98352	+	+
A00742:705:HGKLFDSX7:1:1103:23231:24533	87207	88125	+	+
A00742:705:HGKLFDSX7:1:1103:23647:24784	87207	88125	+	+
A00742:705:HGKLFDSX7:1:1103:24433:25113	86399	117205	+	-
A00742:705:HGKLFDSX7:1:1104:28275:14105	34820	34229	+	+
A00742:705:HGKLFDSX7:1:1104:28275:14137	34820	34229	+	+
A00742:705:HGKLFDSX7:1:1104:25654:15201	34820	34229	+	+
A00742:705:HGKLFDSX7:1:1104:31105:17660	35805	89436	-	-
A00742:705:HGKLFDSX7:1:1104:10520:18396	126835	95849	+	-
A00742:705:HGKLFDSX7:1:1104:19135:19038	124696	104502	-	-
A00742:705:HGKLFDSX7:1:1104:19280:19570	124696	104502	-	-
A00742:705:HGKLFDSX7:1:1104:18484:20760	124696	104502	-	-
A00742:705:HGKLFDSX7:1:1104:20048:22780	18747	53558	+	-
A00742:705:HGKLFDSX7:1:1104:27425:31798	99097	98423	-	-
A00742:705:HGKLFDSX7:1:1105:9010:24893	44718	6287	-	-
A00742:705:HGKLFDSX7:1:1105:13485:36714	4562	105131	-	-
A00742:705:HGKLFDSX7:1:1106:19298:9361	7035	89386	-	+
A00742:705:HGKLFDSX7:1:1106:19361:9377	7035	89386	-	+
A00742:705:HGKLFDSX7:1:1106:21477:10942	105508	95885	+	-
A00742:705:HGKLFDSX7:1:1106:15311:23469	34413	119705	-	-
A00742:705:HGKLFDSX7:1:1106:25156:26083	101684	105385	-	-
A00742:705:HGKLFDSX7:1:1106:16333:31657	59229	53948	+	+
A00742:705:HGKLFDSX7:1:1106:1190:31673	103841	56183	+	+
A00742:705:HGKLFDSX7:1:1106:12789:37012	33907	108807	+	-
A00742:705:HGKLFDSX7:1:1107:1805:3364	70728	70773	-	+
A00742:705:HGKLFDSX7:1:1107:21007:6402	100739	102458	+	-
A00742:705:HGKLFDSX7:1:1107:20302:9815	26909	121746	+	+
A00742:705:HGKLFDSX7:1:1107:26006:14591	16083	2668	-	-
A00742:705:HGKLFDSX7:1:1107:31837:16861	89752	98894	-	+
A00742:705:HGKLFDSX7:1:1107:32624:29528	16525	119604	-	+
A00742:705:HGKLFDSX7:1:1107:22010:34256	23321	32319	+	+
A00742:705:HGKLFDSX7:1:1108:10791:9032	27936	104298	+	-
A00742:705:HGKLFDSX7:1:1108:11062:9377	27936	104298	+	-
A00742:705:HGKLFDSX7:1:1108:29460:16470	122826	13268	-	+
A00742:705:HGKLFDSX7:1:1108:29378:16579	122826	13268	-	+
A00742:705:HGKLFDSX7:1:1108:18439:16830	19726	57595	-	+
A00742:705:HGKLFDSX7:1:1108:18376:17002	19726	57595	-	+
A00742:705:HGKLFDSX7:1:1108:2790:31187	127469	28202	+	-
A00742:705:HGKLFDSX7:1:1108:8115:32330	122022	84819	+	+
A00742:705:HGKLFDSX7:1:1109:20844:1172	120988	35554	-	+
A00742:705:HGKLFDSX7:1:1109:11831:23641	55327	48446	-	+
A00742:705:HGKLFDSX7:1:1109:14027:27665	85341	93183	-	-
A00742:705:HGKLFDSX7:1:1109:14000:27774	85341	93183	-	-
A00742:705:HGKLFDSX7:1:1110:20320:2268	49940	7833	+	-
A00742:705:HGKLFDSX7:1:1110:9923:4554	80673	54370	-	-
A00742:705:HGKLFDSX7:1:1110:4571:6402	115887	114843	-	+
A00742:705:HGKLFDSX7:1:1110:20971:9189	1455	57690	-	+
A00742:705:HGKLFDSX7:1:1110:7563:13182	101256	87797	+	+
A00742:705:HGKLFDSX7:1:1110:26549:13589	1092	58549	+	+
A00742:705:HGKLFDSX7:1:1110:26775:13698	1092	58549	+	+
A00742:705:HGKLFDSX7:1:1110:29441:18568	31432	33571	+	+
A00742:705:HGKLFDSX7:1:1110:22553:19570	41611	124704	+	+
A00742:705:HGKLFDSX7:1:1110:22806:19758	41611	124704	+	+
A00742:705:HGKLFDSX7:1:1110:20464:21151	48111	81992	-	-
A00742:705:HGKLFDSX7:1:1110:2790:22639	93075	87724	+	-
A00742:705:HGKLFDSX7:1:1110:2808:22639	93075	87724	+	-
A00742:705:HGKLFDSX7:1:1110:21441:22968	123579	98317	-	-
A00742:705:HGKLFDSX7:1:1110:3061:24142	35329	91893	+	+
A00742:705:HGKLFDSX7:1:1110:28601:36151	91660	6388	+	+
A00742:705:HGKLFDSX7:1:1111:20699:2456	96971	22352	-	+
A00742:705:HGKLFDSX7:1:1111:11605:3928	58594	110583	+	-
A00742:705:HGKLFDSX7:1:1111:27507:13056	12998	77708	-	+
A00742:705:HGKLFDSX7:1:1111:1597:18192	18267	112809	+	-
A00742:705:HGKLFDSX7:1:1111:31476:20243	35276	32558	-	+
A00742:705:HGKLFDSX7:1:1111:10402:33473	78606	70296	-	+
A00742:705:HGKLFDSX7:1:1112:6262:2347	66968	12162	+	-
A00742:705:HGKLFDSX7:1:1112:13214:2801	63346	120255	+	+
A00742:705:HGKLFDSX7:1:1112:10267:3114	63346	120255	+	+
A00742:705:HGKLFDSX7:1:1112:7383:8108	79956	79254	-	-
A00742:705:HGKLFDSX7:1:1112:8693:14356	98002	76533	-	+
A00742:705:HGKLFDSX7:1:1112:8811:16250	98002	76533	-	+
A00742:705:HGKLFDSX7:1:1112:28664:23703	106063	19259	+	-
A00742:705:HGKLFDSX7:1:1112:28257:36307	26132	100879	+	-
A00742:705:HGKLFDSX7:1:1113:32850:2988	124473	28166	-	-
A00742:705:HGKLFDSX7:1:1113:17933:9846	115871	62700	-	+
A00742:705:HGKLFDSX7:1:1113:31268:16626	113487	120449	-	+
A00742:705:HGKLFDSX7:1:1113:31051:16783	113487	120449	-	+
A00742:705:HGKLFDSX7:1:1113:30508:17347	96123	69693	+	+
A00742:705:HGKLFDSX7:1:1113:24216:19633	95563	95101	-	-
A00742:705:HGKLFDSX7:1:1113:19370:21073	100402	98044	+	-
A00742:705:HGKLFDSX7:1:1113:18340:24737	107781	105261	+	+
A00742:705:HGKLFDSX7:1:1113:4571:29481	18061	89003	-	+
A00742:705:HGKLFDSX7:1:1113:9588:32440	126998	46938	-	+
A00742:705:HGKLFDSX7:1:1113:10149:34068	103132	95618	+	+
A00742:705:HGKLFDSX7:1:1113:26476:36135	7330	89724	+	-
A00742:705:HGKLFDSX7:1:1114:12870:12571	8906	74029	-	+
A00742:705:HGKLFDSX7:1:1114:4246:12759	32085	27778	+	+
A00742:705:HGKLFDSX7:1:1114:28058:15608	82247	35670	+	-
A00742:705:HGKLFDSX7:1:1114:20455:19257	49796	101528	+	+
A00742:705:HGKLFDSX7:1:1114:20446:19805	49796	101528	+	+
A00742:705:HGKLFDSX7:1:1114:20157:19836	49796	101528	+	+
A00742:705:HGKLFDSX7:1:1114:31810:23891	95245	43767	-	-
A00742:705:HGKLFDSX7:1:1114:18096:36683	41584	32242	+	+
A00742:705:HGKLFDSX7:1:1115:4001:4194	100493	79598	-	-
A00742:705:HGKLFDSX7:1:1115:12355:11052	98762	56698	-	-
A00742:705:HGKLFDSX7:1:1115:25988:16094	97125	92929	-	+
A00742:705:HGKLFDSX7:1:1115:9968:21793	8713	104091	+	+
A00742:705:HGKLFDSX7:1:1115:9914:21856	8713	104091	+	+
A00742:705:HGKLFDSX7:1:1115:28718:24925	7502	6533	-	+
A00742:705:HGKLFDSX7:1:1115:11677:31861	110134	97338	-	-
A00742:705:HGKLFDSX7:1:1116:16459:10989	120809	101813	-	-
A00742:705:HGKLFDSX7:1:1116:1217:12023	54714	97414	-	+
A00742:705:HGKLFDSX7:1:1116:30789:18114	29436	43885	-	-
A00742:705:HGKLFDSX7:1:1116:9878:20196	115235	105071	+	-
A00742:705:HGKLFDSX7:1:1116:16333:36072	110344	127542	+	+
A00742:705:HGKLFDSX7:1:1116:15989:36448	110344	127542	+	+
A00742:705:HGKLFDSX7:1:1117:20726:2848	106380	92540	-	+
A00742:705:HGKLFDSX7:1:1117:10972:19398	110770	21623	+	+
A00742:705:HGKLFDSX7:1:1117:12481:26647	89485	56962	+	-
A00742:705:HGKLFDSX7:1:1117:23357:31422	63003	97547	-	-
A00742:705:HGKLFDSX7:1:1117:23095:31626	63003	97547	-	-
A00742:705:HGKLFDSX7:1:1118:22453:20870	116728	94587	-	-
A00742:705:HGKLFDSX7:1:1118:8196:30686	97956	111778	-	+
A00742:705:HGKLFDSX7:1:1118:16767:36886	86865	62426	-	+
A00742:705:HGKLFDSX7:1:1119:8223:2018	86506	34791	+	+
A00742:705:HGKLFDSX7:1:1119:6126:19492	40083	103609	+	-
A00742:705:HGKLFDSX7:1:1119:19705:26287	96199	25930	-	+
A00742:705:HGKLFDSX7:1:1120:10890:12054	86187	50404	-	-
A00742:705:HGKLFDSX7:1:1120:22471:14105	75197	90844	-	+
A00742:705:HGKLFDSX7:1:1120:9073:22717	26414	62988	+	+
A00742:705:HGKLFDSX7:1:1120:18719:24079	593	84204	-	-
A00742:705:HGKLFDSX7:1:1120:30942:27085	24894	37704	-	+
A00742:705:HGKLFDSX7:1:1120:16984:34788	30688	29218	-	+
A00742:705:HGKLFDSX7:1:1121:18484:7294	128003	111888	-	-
A00742:705:HGKLFDSX7:1:1121:4716:14168	110467	54310	-	-
A00742:705:HGKLFDSX7:1:1121:30382:18286	87940	89022	+	-
A00742:705:HGKLFDSX7:1:1121:21124:18756	71782	31443	-	+
A00742:705:HGKLFDSX7:1:1121:13874:20008	111798	1426	-	+
A00742:705:HGKLFDSX7:1:1121:15157:21887	109072	88080	-	-
A00742:705:HGKLFDSX7:1:1121:17210:23938	86452	11834	+	-
A00742:705:HGKLFDSX7:1:1121:27868:26428	110383	127580	+	+
A00742:705:HGKLFDSX7:1:1121:31123:32784	95156	14628	+	-
A00742:705:HGKLFDSX7:1:1122:28149:3427	124387	94908	-	+
A00742:705:HGKLFDSX7:1:1122:2266:8860	81880	15156	+	-
A00742:705:HGKLFDSX7:1:1122:1814:15655	40154	109722	-	-
A00742:705:HGKLFDSX7:1:1122:9254:18396	110303	30528	-	-
A00742:705:HGKLFDSX7:1:1122:9634:21966	110303	30528	-	-
A00742:705:HGKLFDSX7:1:1122:25672:35243	12579	40717	+	+
A00742:705:HGKLFDSX7:1:1123:25889:4335	11495	49398	+	+
A00742:705:HGKLFDSX7:1:1123:26530:4633	11495	49398	+	+
A00742:705:HGKLFDSX7:1:1123:24668:4695	57911	93130	+	+
A00742:705:HGKLFDSX7:1:1123:12744:5243	28848	122999	-	-
A00742:705:HGKLFDSX7:1:1123:32615:6151	76694	45230	+	-
A00742:705:HGKLFDSX7:1:1123:1922:10238	122251	122434	+	+
A00742:705:HGKLFDSX7:1:1123:2139:11710	122251	122434	+	+
A00742:705:HGKLFDSX7:1:1123:4544:12587	67367	93478	-	+
A00742:705:HGKLFDSX7:1:1123:21432:18035	108262	91654	-	+
A00742:705:HGKLFDSX7:1:1123:13503:23719	85174	82310	-	+
A00742:705:HGKLFDSX7:1:1123:19208:26616	55218	76361	+	+
A00742:705:HGKLFDSX7:1:1124:6714:12336	105297	108635	+	+
A00742:705:HGKLFDSX7:1:1124:7066:12352	105297	108635	+	+
A00742:705:HGKLFDSX7:1:1124:8287:15060	20085	109678	+	-
A00742:705:HGKLFDSX7:1:1124:2329:16235	114626	114833	+	+
A00742:705:HGKLFDSX7:1:1124:2302:16532	114626	114833	+	+
A00742:705:HGKLFDSX7:1:1124:32334:18599	60717	21663	-	-
A00742:705:HGKLFDSX7:1:1124:16749:34068	119575	113976	-	+
A00742:705:HGKLFDSX7:1:1124:16929:35759	41040	59948	+	+
A00742:705:HGKLFDSX7:1:1125:3441:3067	63379	79264	+	-
A00742:705:HGKLFDSX7:1:1125:29857:14372	103586	51603	-	+
A00742:705:HGKLFDSX7:1:1125:24325:17722	96102	46867	-	-
A00742:705:HGKLFDSX7:1:1125:29170:22075	99145	43383	-	+
A00742:705:HGKLFDSX7:1:1125:6298:23359	90496	103576	-	-
A00742:705:HGKLFDSX7:1:1125:22661:26209	22691	87464	-	+
A00742:705:HGKLFDSX7:1:1125:19289:29700	80977	79650	+	-
A00742:705:HGKLFDSX7:1:1125:29631:32800	50348	58697	+	-
A00742:705:HGKLFDSX7:1:1125:27181:34225	53493	98376	-	+
A00742:705:HGKLFDSX7:1:1126:26024:11584	94583	38126	-	-
A00742:705:HGKLFDSX7:1:1126:14561:17440	46833	33828	-	+
A00742:705:HGKLFDSX7:1:1126:6912:19695	29247	89005	+	+
A00742:705:HGKLFDSX7:1:1126:7229:19836	29247	89005	+	+
A00742:705:HGKLFDSX7:1:1126:21712:23750	96543	44593	+	+
A00742:705:HGKLFDSX7:1:1126:11225:25441	31057	100023	-	-
A00742:705:HGKLFDSX7:1:1126:12789:26209	71129	53546	+	-
A00742:705:HGKLFDSX7:1:1126:4589:28667	53052	65964	+	+
A00742:705:HGKLFDSX7:1:1126:14606:31015	100477	99120	-	-
A00742:705:HGKLFDSX7:1:1126:24994:34006	11498	127934	+	+
A00742:705:HGKLFDSX7:1:1127:25382:2300	13961	73888	-	-
A00742:705:HGKLFDSX7:1:1127:27742:7576	76854	117916	-	+
A00742:705:HGKLFDSX7:1:1127:29044:8578	68977	103699	-	-
A00742:705:HGKLFDSX7:1:1127:29396:8625	68977	103699	-	-
A00742:705:HGKLFDSX7:1:1127:3125:9220	126731	67538	+	+
A00742:705:HGKLFDSX7:1:1127:29188:9455	68977	103699	-	-
A00742:705:HGKLFDSX7:1:1127:29306:9471	68977	103699	-	-
A00742:705:HGKLFDSX7:1:1127:5466:21136	49742	45589	+	+
A00742:705:HGKLFDSX7:1:1127:4869:21355	10663	99838	-	-
A00742:705:HGKLFDSX7:1:1127:17336:22529	124165	105364	-	-
A00742:705:HGKLFDSX7:1:1127:12744:27508	7563	8556	+	+
A00742:705:HGKLFDSX7:1:1127:9941:29074	108151	85473	-	-
A00742:705:HGKLFDSX7:1:1127:18801:35618	98451	46180	-	+
A00742:705:HGKLFDSX7:1:1128:20374:1078	61445	106224	-	-
A00742:705:HGKLFDSX7:1:1128:20681:1266	61445	106224	-	-
A00742:705:HGKLFDSX7:1:1128:29351:5509	38861	38736	-	-
A00742:705:HGKLFDSX7:1:1128:28519:5822	42852	1863	+	-
A00742:705:HGKLFDSX7:1:1128:21432:10488	65780	89959	-	-
A00742:705:HGKLFDSX7:1:1128:18466:11052	111094	92082	+	+
A00742:705:HGKLFDSX7:1:1128:25283:19789	78768	96417	+	+
A00742:705:HGKLFDSX7:1:1128:7374:19930	121275	65336	-	+
A00742:705:HGKLFDSX7:1:1128:31069:20509	18443	105983	-	-
A00742:705:HGKLFDSX7:1:1128:24994:21887	49491	49721	+	+
A00742:705:HGKLFDSX7:1:1128:18665:24831	55752	75623	+	+
A00742:705:HGKLFDSX7:1:1128:30987:30358	105549	44825	-	-
A00742:705:HGKLFDSX7:1:1128:9851:36088	106302	101829	+	-
A00742:705:HGKLFDSX7:1:1128:11397:36855	11723	96549	-	+
A00742:705:HGKLFDSX7:1:1128:11487:36949	11723	96549	-	+
A00742:705:HGKLFDSX7:1:1129:13856:4445	7125	7262	+	+
A00742:705:HGKLFDSX7:1:1129:18692:8531	57047	22071	-	+
A00742:705:HGKLFDSX7:1:1129:15411:13651	116883	27385	+	-
A00742:705:HGKLFDSX7:1:1129:24225:28479	90355	86646	-	+
A00742:705:HGKLFDSX7:1:1130:7609:4492	122752	98829	+	-
A00742:705:HGKLFDSX7:1:1130:15239:11976	119232	103831	-	-
A00742:705:HGKLFDSX7:1:1130:7600:12117	118801	125628	+	-
A00742:705:HGKLFDSX7:1:1130:15555:12242	119232	103831	-	-
A00742:705:HGKLFDSX7:1:1130:9326:12696	118801	125628	+	-
A00742:705:HGKLFDSX7:1:1130:23647:17926	38105	72272	-	-
A00742:705:HGKLFDSX7:1:1130:9588:18474	28206	53701	+	+
A00742:705:HGKLFDSX7:1:1130:31024:20181	45081	125987	-	+
A00742:705:HGKLFDSX7:1:1130:32560:21120	119946	102751	+	+
A00742:705:HGKLFDSX7:1:1130:32597:21151	119946	102751	+	+
A00742:705:HGKLFDSX7:1:1130:32190:21480	119946	102751	+	+
A00742:705:HGKLFDSX7:1:1131:6189:15655	79291	74068	-	-
A00742:705:HGKLFDSX7:1:1131:6162:15765	79291	74068	-	-
A00742:705:HGKLFDSX7:1:1131:17870:25708	66110	103177	-	+
A00742:705:HGKLFDSX7:1:1131:30987:26600	53684	38642	+	-
A00742:705:HGKLFDSX7:1:1131:9200:31610	30244	75851	-	-
A00742:705:HGKLFDSX7:1:1131:16929:32628	15394	97614	+	+
A00742:705:HGKLFDSX7:1:1131:21856:33927	109823	14759	-	-
A00742:705:HGKLFDSX7:1:1131:14733:36151	74334	75907	-	-
A00742:705:HGKLFDSX7:1:1132:11776:7795	121240	97836	+	+
A00742:705:HGKLFDSX7:1:1132:11008:7999	121240	97836	+	+
A00742:705:HGKLFDSX7:1:1132:10917:8312	121240	97836	+	+
A00742:705:HGKLFDSX7:1:1132:13376:10786	107571	76903	-	-
A00742:705:HGKLFDSX7:1:1132:18141:14403	68448	19604	+	-
A00742:705:HGKLFDSX7:1:1132:5014:18568	37682	100907	+	+
A00742:705:HGKLFDSX7:1:1132:12192:18693	107775	104648	-	+
A00742:705:HGKLFDSX7:1:1132:18701:28369	60282	107096	+	-
A00742:705:HGKLFDSX7:1:1132:5764:30232	91949	101464	-	-
A00742:705:HGKLFDSX7:1:1132:11270:30467	88210	105560	+	+
A00742:705:HGKLFDSX7:1:1132:32380:31704	108281	91844	-	-
A00742:705:HGKLFDSX7:1:1133:19117:12367	99782	107775	-	+
A00742:705:HGKLFDSX7:1:1133:29604:14058	23540	95961	+	-
A00742:705:HGKLFDSX7:1:1133:5113:14763	59787	90286	+	+
A00742:705:HGKLFDSX7:1:1133:4535:16767	25339	127161	+	-
A00742:705:HGKLFDSX7:1:1133:4589:16799	25339	127161	+	-
A00742:705:HGKLFDSX7:1:1133:9869:29982	100909	94231	-	-
A00742:705:HGKLFDSX7:1:1133:25192:31532	92326	96587	-	-
A00742:705:HGKLFDSX7:1:1133:30373:33364	28338	27373	+	-
A00742:705:HGKLFDSX7:1:1133:23294:34350	110167	123214	-	-
A00742:705:HGKLFDSX7:1:1133:1380:35509	105613	105129	-	-
A00742:705:HGKLFDSX7:1:1133:3956:36088	93823	589	+	+
A00742:705:HGKLFDSX7:1:1134:31602:5838	94883	3432	-	+
A00742:705:HGKLFDSX7:1:1134:5330:7654	54576	35418	+	+
A00742:705:HGKLFDSX7:1:1134:32696:9486	10983	99427	-	+
A00742:705:HGKLFDSX7:1:1134:25717:23703	90665	127106	-	-
A00742:705:HGKLFDSX7:1:1134:14326:35102	77521	90525	-	+
A00742:705:HGKLFDSX7:1:1135:13765:2816	77521	90525	-	+
A00742:705:HGKLFDSX7:1:1135:8865:6480	92893	97919	+	+
A00742:705:HGKLFDSX7:1:1135:28872:6621	88094	87922	-	-
A00742:705:HGKLFDSX7:1:1135:21169:7592	68555	32017	-	-
A00742:705:HGKLFDSX7:1:1135:10438:16157	121643	70145	-	-
A00742:705:HGKLFDSX7:1:1135:10700:16924	121643	70145	-	-
A00742:705:HGKLFDSX7:1:1135:10881:18834	36689	98509	+	-
A00742:705:HGKLFDSX7:1:1135:9019:26757	73666	78219	+	-
A00742:705:HGKLFDSX7:1:1135:8223:26882	73666	78219	+	-
A00742:705:HGKLFDSX7:1:1135:21567:30483	38565	96773	-	-
A00742:705:HGKLFDSX7:1:1135:13187:32252	84178	75164	+	+
A00742:705:HGKLFDSX7:1:1135:25409:32503	21780	9688	-	-
A00742:705:HGKLFDSX7:1:1135:29478:36354	72691	122661	+	-
A00742:705:HGKLFDSX7:1:1136:18078:10410	54151	78885	-	-
A00742:705:HGKLFDSX7:1:1136:18593:17534	88547	97891	-	+
A00742:705:HGKLFDSX7:1:1136:30481:19272	77676	87061	+	-
A00742:705:HGKLFDSX7:1:1136:5104:32189	71953	110361	-	-
A00742:705:HGKLFDSX7:1:1136:16993:36213	57677	89873	-	+
A00742:705:HGKLFDSX7:1:1136:17011:36213	57677	89873	-	+
A00742:705:HGKLFDSX7:1:1137:14534:1892	3594	21977	-	-
A00742:705:HGKLFDSX7:1:1137:7310:6543	3727	117256	+	+
A00742:705:HGKLFDSX7:1:1137:16043:10426	17440	99282	-	+
A00742:705:HGKLFDSX7:1:1137:1063:12853	28973	124502	+	+
A00742:705:HGKLFDSX7:1:1137:20329:14497	113294	93161	+	-
A00742:705:HGKLFDSX7:1:1137:1316:14951	87827	97073	-	+
A00742:705:HGKLFDSX7:1:1138:11388:10034	55974	69770	+	+
A00742:705:HGKLFDSX7:1:1138:11704:10050	55974	69770	+	+
A00742:705:HGKLFDSX7:1:1138:2456:10285	18565	99384	+	-
A00742:705:HGKLFDSX7:1:1138:21034:12994	19448	53243	+	+
A00742:705:HGKLFDSX7:1:1138:18991:13745	120836	36702	-	+
A00742:705:HGKLFDSX7:1:1138:10954:16360	96229	96181	+	-
A00742:705:HGKLFDSX7:1:1138:30436:16845	84931	96480	-	-
A00742:705:HGKLFDSX7:1:1138:22290:17049	33877	15367	+	+
A00742:705:HGKLFDSX7:1:1138:28302:19758	125609	98349	-	-
A00742:705:HGKLFDSX7:1:1138:25527:21339	23825	108275	+	+
A00742:705:HGKLFDSX7:1:1138:25120:27273	47345	83206	-	-
A00742:705:HGKLFDSX7:1:1138:26286:32424	68393	86440	-	-
A00742:705:HGKLFDSX7:1:1138:31494:34710	109889	97658	-	+
A00742:705:HGKLFDSX7:1:1139:32226:6104	33675	106835	-	+
A00742:705:HGKLFDSX7:1:1139:20844:6903	105796	101304	+	+
A00742:705:HGKLFDSX7:1:1139:31548:7717	21377	20190	-	-
A00742:705:HGKLFDSX7:1:1139:12174:8202	65886	96461	+	-
A00742:705:HGKLFDSX7:1:1139:31711:8844	21377	20190	-	-
A00742:705:HGKLFDSX7:1:1139:18638:22811	50916	34748	+	+
A00742:705:HGKLFDSX7:1:1139:18828:25238	88009	100986	+	-
A00742:705:HGKLFDSX7:1:1139:28510:32706	105661	124127	-	-
A00742:705:HGKLFDSX7:1:1139:28085:33035	105661	124127	-	-
A00742:705:HGKLFDSX7:1:1140:13612:1016	109827	109436	+	-
A00742:705:HGKLFDSX7:1:1140:24795:4789	63722	84707	-	+
A00742:705:HGKLFDSX7:1:1140:31123:18035	115238	48417	+	+
A00742:705:HGKLFDSX7:1:1141:32090:8187	48020	71613	+	+
A00742:705:HGKLFDSX7:1:1141:3920:11099	82010	101912	+	+
A00742:705:HGKLFDSX7:1:1141:7925:15092	84086	78334	-	+
A00742:705:HGKLFDSX7:1:1141:9679:25801	93490	87884	-	-
A00742:705:HGKLFDSX7:1:1141:27236:27586	37864	37641	-	-
A00742:705:HGKLFDSX7:1:1141:15826:27868	42914	85790	+	+
A00742:705:HGKLFDSX7:1:1141:23357:32769	111177	90897	-	-
A00742:705:HGKLFDSX7:1:1141:30933:34460	36523	36368	-	-
A00742:705:HGKLFDSX7:1:1142:6253:16924	100234	12363	+	+
A00742:705:HGKLFDSX7:1:1142:6515:16971	100234	12363	+	+
A00742:705:HGKLFDSX7:1:1142:10203:24361	117576	118819	+	-
A00742:705:HGKLFDSX7:1:1142:7482:25974	104697	97143	-	+
A00742:705:HGKLFDSX7:1:1142:9299:25989	104697	97143	-	+
A00742:705:HGKLFDSX7:1:1142:9507:28354	14908	100600	+	+
A00742:705:HGKLFDSX7:1:1142:30816:29121	46004	1988	+	-
A00742:705:HGKLFDSX7:1:1142:30843:29199	46004	1988	+	-
A00742:705:HGKLFDSX7:1:1142:13575:31046	33200	73111	-	-
