Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1101:7229:11193	2541	2520	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1101:11903:15248	63823	63443	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1101:27877:20838	48056	47457	+	+	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1102:18846:4257	95099	94698	+	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1102:20311:12399	12175	12241	-	+	full	NA	broken	31
A00742:705:HGKLFDSX7:1:1102:5746:13636	47996	47785	+	-	complex	NA	complex	NA
A00742:705:HGKLFDSX7:1:1102:17065:19241	95970	95881	+	-	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1102:12472:20713	97655	98139	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1102:16975:26318	10404	10225	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1102:18105:32597	56910	56795	-	-	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1102:31412:32659	56337	56498	-	-	complex	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:31439:7122	91177	90749	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1103:28592:8202	92303	91620	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1103:6750:9142	24771	24826	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:32913:11584	47924	47867	+	-	full	NA	broken	93
A00742:705:HGKLFDSX7:1:1103:27434:15812	120975	121372	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1103:9453:18396	70242	70357	+	+	broken	31	full	NA
A00742:705:HGKLFDSX7:1:1103:24008:19554	10672	10678	-	+	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1103:16604:21981	4235	4574	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:25753:29997	4453	4179	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1103:14516:30608	98257	98753	-	+	full	NA	broken	32
A00742:705:HGKLFDSX7:1:1103:18982:35900	96193	96088	+	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1103:26350:36636	36311	36214	+	-	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1104:10484:5838	107054	107800	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1104:20012:9408	43076	42623	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1104:22037:13761	1986	2356	-	+	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1104:30318:28228	5644	4953	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1105:27290:1532	58645	59603	-	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1105:29179:11788	7506	6796	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1105:15347:16047	3443	3536	-	-	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1105:28890:17425	70239	70608	-	-	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1105:21757:20102	93147	92372	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1105:20021:23328	76708	76420	-	-	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1105:28284:30655	70401	70049	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1106:27751:7874	47851	47788	+	-	full	NA	broken	91
A00742:705:HGKLFDSX7:1:1106:4164:22889	115803	115975	+	+	broken	25	broken	25
A00742:705:HGKLFDSX7:1:1106:30526:33755	98364	97758	+	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1107:4589:5556	91742	91496	+	-	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1107:27407:10441	9147	8743	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1107:17517:19053	122198	121468	-	-	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1107:8287:33755	2617	1982	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1108:27001:3098	47805	47895	-	+	broken	142	full	NA
A00742:705:HGKLFDSX7:1:1108:1967:21183	64234	64614	-	-	full	NA	broken	11
A00742:705:HGKLFDSX7:1:1108:20745:22044	7822	7385	+	+	partial	NA	full	NA
